,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
34,Pop Goes The World,Pop Goes The World - Re-Record,Men Without Hats,['Men Without Hats'],5bO9BtgCnDc27XUM3T4m91,0.664,0.776,0.0,-10.832,1.0,0.0352,0.0145,0.0431,0.0563,0.83,146.0,232625.0,4.0
35,Honestly,Honestly,Stryper,['Stryper'],66POKxMki5FryEYtHBZ5GZ,0.446,0.432,3.0,-11.194,1.0,0.0268,0.302,0.00668,0.17,0.129,79.856,247600.0,4.0
36,Motortown,,The Kane Gang,,,,,,,,,,,,,,,
37,Everywhere,Everywhere - 2017 Remaster,Fleetwood Mac,['Fleetwood Mac'],254bXAqt3zP6P50BdQvEsq,0.73,0.487,4.0,-10.991,1.0,0.0303,0.258,0.01,0.0852,0.731,114.965,226653.0,4.0
38,What Have I Done To Deserve This?,,Pet Shop Boys & Dusty Springfield,,,,,,,,,,,,,,,
39,Push It,Push It,Salt-N-Pepa,['Salt-N-Pepa'],6sT9MWlJManry3EQwf4V80,0.913,0.596,11.0,-12.477,0.0,0.0707,0.00658,0.00349,0.078,0.973,127.215,272133.0,4.0
40,Just Like Heaven,Just like Heaven,The Cure,['The Cure'],76GlO5H5RT6g7y0gev86Nk,0.43,0.971,9.0,-3.845,1.0,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,212000.0,4.0
41,The One I Love,The One I Love - Remastered 2012,R.E.M.,['R.E.M.'],2fdfsGuqb6SBX5ocoBWHUd,0.488,0.84,2.0,-4.626,1.0,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,197800.0,4.0
42,I Think We're Alone Now,I Think We're Alone Now,Tiffany,['Tiffany'],4uvjOKsp7mSjrDhWdkLPBY,0.752,0.723,7.0,-12.126,1.0,0.0507,0.025,0.00354,0.0212,0.94,130.519,228840.0,4.0
43,I Found Someone,I Found Someone,Cher,['Cher'],7cm9QkrwSWH0scegcO8XZ2,0.538,0.604,2.0,-10.936,0.0,0.0262,0.557,0.0,0.162,0.373,102.839,223160.0,4.0
44,Can't Stay Away From You,,Gloria Estefan & Miami Sound Machine,,,,,,,,,,,,,,,
45,Pump Up The Volume,"Pump Up The Volume - UK 12"" Remix",M/A/R/R/S,['M/A/R/R/S'],6LERtd1yiclxFH8MHAqr0Q,0.765,0.592,7.0,-15.634,1.0,0.0631,0.000924,0.578,0.0484,0.52,113.236,389067.0,4.0
46,I Don't Mind At All,I Don't Mind At All,Bourgeois Tagg,['Bourgeois Tagg'],32r2PKxfSJhDBSyO702TaO,0.454,0.278,4.0,-15.645,1.0,0.0292,0.625,0.0,0.356,0.376,92.33,153840.0,4.0
47,I Can't Help It,I Can't Help It,Bananarama,['Bananarama'],3rpjb7tVekteT7iBeRzI5W,0.702,0.983,9.0,-5.904,0.0,0.0543,0.0314,0.0811,0.135,0.64,120.138,210733.0,4.0
48,Skeletons,Skeletons,Stevie Wonder,['Stevie Wonder'],1rSNovBH6dY2BwW6VdepSS,0.82,0.569,1.0,-8.178,1.0,0.0366,0.00506,0.000859,0.0542,0.727,99.843,296720.0,4.0
49,I Do You,I Do You,The Jets,['The Jets'],1x3Cgm0OyeembVTCjEEBbC,0.825,0.603,9.0,-8.24,1.0,0.0731,0.114,0.00014,0.0261,0.931,122.203,218200.0,4.0
50,Because Of You,Because Of You,The Cover Girls,['The Cover Girls'],775XMFgiUiKJqVnRAJCWAP,0.616,0.921,2.0,-5.299,1.0,0.0788,0.00406,2.36e-05,0.343,0.468,122.933,163893.0,4.0
51,Mony Mony,Mony Mony,Billy Idol,['Billy Idol'],3GfGTJ2xzC0rqKgdjNJLOC,0.701,0.758,1.0,-5.568,1.0,0.0405,0.004,0.0,0.13,0.344,135.188,300213.0,4.0
52,In God's Country,In God's Country,U2,['U2'],1AQYE6CcYKlzM8e9Df5i1g,0.497,0.704,2.0,-8.085,1.0,0.0324,0.0071,6.69e-05,0.783,0.607,125.919,176597.0,4.0
53,You And Me Tonight,You And Me And The Bottle Makes Three Tonight,Deja,['Déjà Vu'],7FtORS5qspEVqRGLTgLYwv,0.638,0.799,5.0,-6.399,0.0,0.0404,0.579,6.77e-05,0.257,0.899,111.933,217459.0,4.0
54,She's Like The Wind,,Patrick Swayze (Featuring Wendy Fraser),,,,,,,,,,,,,,,
55,853-5937,853-5937,Squeeze,['Squeeze'],4fgdmao6qyUZRE1M2HapES,0.721,0.433,2.0,-13.231,1.0,0.0275,0.537,0.0,0.179,0.729,103.934,197173.0,4.0
56,I've Been In Love Before,,Cutting Crew,,,,,,,,,,,,,,,
57,(Baby Tell Me) Can You Dance,,Shanice Wilson,,,,,,,,,,,,,,,
58,Lover's Lane,,Georgio,,,,,,,,,,,,,,,
59,Hot In The City,Hot In The City,Billy Idol,['Billy Idol'],5LeDMHIZ5YDZ2b1VOcYVcG,0.66,0.897,5.0,-5.558,1.0,0.0257,0.00316,2.25e-05,0.116,0.67,111.193,219133.0,4.0
60,Never Gonna Give You Up,Never Gonna Give You Up,Rick Astley,['Rick Astley'],4cOdK2wGLETKBW3PvgPWqT,0.721,0.939,8.0,-11.823,1.0,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573.0,4.0
61,Hourglass,Hourglass,Squeeze,['Squeeze'],5Y6HTd7VB0O8Aki4EvmB4x,0.732,0.545,5.0,-11.745,1.0,0.031,0.22,0.0,0.323,0.971,125.932,197107.0,4.0
62,Dear Mr. Jesus,,Powersource (Solo...Sharon),,,,,,,,,,,,,,,
63,Rhythm Of Love,Rhythm of Love,Yes,['Yes'],7Jgz1CgFVfBmtYJ1lc0UXa,0.572,0.834,2.0,-5.754,1.0,0.0348,0.0405,0.000461,0.139,0.343,124.508,292173.0,4.0
64,Never Thought (That I Could Love),,Dan Hill,,,,,,,,,,,,,,,
65,System Of Survival,System of Survival,"Earth, Wind & Fire","['Earth, Wind & Fire']",0PWpenS4tZEHeOlS5Rt67L,0.768,0.706,10.0,-12.976,1.0,0.0446,0.131,0.0006,0.366,0.887,120.92,300360.0,4.0
66,Hot Hot Hot,Hot Hot Hot,Buster Poindexter & His Banshees Of Blue,['Buster Poindexter And His Banshees Of Blue'],2BeFYfKuc0AZGhbeVY78ep,0.591,0.732,0.0,-10.987,1.0,0.183,0.315,0.000116,0.28,0.781,127.619,250000.0,4.0
67,Reason To Live,Reason To Live,KISS,['KISS'],3onHM3etsRdtbTS7cgwkNb,0.497,0.692,5.0,-7.071,1.0,0.032,0.579,1.98e-05,0.0828,0.48,92.94,240267.0,4.0
68,I Won't Forget You,I Won't Forget You - Remastered,Poison,['Poison'],6WmVgLj2htklkU3SZOsItg,0.287,0.84,6.0,-3.947,1.0,0.0404,0.0551,0.0225,0.21,0.648,202.903,214373.0,4.0
69,I Need A Man,I Need A Man - Remastered Version,Eurythmics,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",2DlpVY9jR43GlK2M6XYcgM,0.697,0.945,7.0,-4.87,1.0,0.0571,0.0462,1.01e-05,0.0906,0.72,126.329,264333.0,4.0
70,Little Lies,Little Lies - 2017 Remaster,Fleetwood Mac,['Fleetwood Mac'],4CoSCPlKNrWli7E5kFtbcl,0.64,0.649,2.0,-10.345,1.0,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053.0,4.0
71,Breakout,Breakout,Swing Out Sister,['Swing Out Sister'],5JsIknb4lyIKQCytjv0Uw5,0.704,0.557,4.0,-12.813,1.0,0.0316,0.175,0.00231,0.0631,0.777,113.194,226453.0,4.0
72,Love Will Find A Way,Love Will Find a Way,Yes,['Yes'],5B8sDKrg4VN8etjH0vFz40,0.593,0.887,11.0,-7.359,0.0,0.0318,0.195,0.00047,0.332,0.669,118.402,289733.0,4.0
73,Criticize,Criticize,Alexander O'Neal,"[""Alexander O'Neal""]",18ZRmY7kNZQQHpopsSVxwJ,0.659,0.759,11.0,-12.455,0.0,0.0436,0.0792,1.09e-06,0.0564,0.74,116.943,247400.0,4.0
74,U Got The Look,U Got The Look - 2020 Remaster,Prince,['Prince'],1NAf61L4b3jFgLJhThTQ8B,0.822,0.583,9.0,-11.12,1.0,0.0596,0.108,5.76e-05,0.0553,0.693,122.337,226080.0,4.0
75,Twilight World,"Twilight World - Superb, Superb, Mix",Swing Out Sister,['Swing Out Sister'],52LRCeDADRBJmxqoT562yK,0.762,0.596,8.0,-12.11,0.0,0.0291,0.293,0.1,0.332,0.932,113.17,389387.0,4.0
76,Throwaway,Throwaway,Mick Jagger,['Mick Jagger'],0QCj7ygKQB5LiMVqNvZuKM,0.623,0.923,9.0,-6.823,1.0,0.066,0.0994,0.00176,0.605,0.7,129.884,303800.0,4.0
77,Brilliant Disguise,Brilliant Disguise,Bruce Springsteen,['Bruce Springsteen'],0nqbZ17t9v52SCemAm1QP0,0.703,0.726,9.0,-12.438,1.0,0.029,0.152,1.45e-06,0.0319,0.949,126.353,254840.0,4.0
78,In My Dreams,In My Dreams,REO Speedwagon,['REO Speedwagon'],5ZeKZBB57EnctaXih6hJvE,0.623,0.38,11.0,-15.221,1.0,0.0309,0.0476,0.0,0.3,0.46,144.882,270227.0,4.0
79,"Live My Life (From The Film ""Hiding Out"")",,Boy George,,,,,,,,,,,,,,,
80,Rain In The Summertime,Rain in the Summertime - Remastered,The Alarm,['The Alarm'],6PiAmx478XYbJKZoCDCjrb,0.531,0.924,10.0,-7.534,1.0,0.0371,0.000246,1.14e-05,0.389,0.615,108.057,314840.0,4.0
81,Burning Like A Flame,Burning Like a Flame,Dokken,['Dokken'],5O5pZhWTQ6VwxU0ZTGX84C,0.488,0.926,7.0,-5.724,1.0,0.0654,0.00165,0.0,0.361,0.401,138.231,284533.0,4.0
82,She's Fly,She's Fly (Extended Version),Tony Terry,['Tony Terry'],6Fp16DPgj9bM3EGJpVQF9O,0.69,0.743,10.0,-10.746,0.0,0.0636,0.0217,0.0621,0.0754,0.676,99.739,362293.0,4.0
83,Silent Morning,Silent Morning,Noel,['Noel'],21brTVDh5Y3B3mA4z5yyaU,0.744,0.815,11.0,-10.885,0.0,0.0378,0.0418,0.000942,0.0326,0.934,116.05,264467.0,4.0
84,Cherokee,Cherokee,Europe,['Europe'],2Gah9qQMVdxCZJllU9HmnZ,0.585,0.804,4.0,-6.205,0.0,0.044,0.0246,1.07e-06,0.179,0.673,111.118,252933.0,4.0
85,Someone To Love Me For Me,,Lisa Lisa And Cult Jam Featuring Full Force,,,,,,,,,,,,,,,
86,We've Only Just Begun (The Romance Is Not Over),,Glenn Jones,,,,,,,,,,,,,,,
87,Lonely Won't Leave Me Alone,Lonely Won't Leave Me Alone,Glenn Medeiros,['Glenn Medeiros'],0EjkSXPIm1WfCjMrgEpZlH,0.61,0.485,2.0,-12.005,1.0,0.029,0.327,0.0,0.071,0.507,130.945,266893.0,4.0
88,Let Me Be The One,Let Me Be The One,Expose,['Exposé'],3h9RfFtjIw2Yb6Blogxnm4,0.66,0.714,1.0,-10.606,0.0,0.0412,0.0335,0.00779,0.311,0.888,105.374,260013.0,4.0
89,What's Too Much,What's Too Much,Smokey Robinson,['Smokey Robinson'],6LH38mCJXPW2AFkLqAA1i0,0.813,0.342,8.0,-16.599,0.0,0.051,0.236,0.0,0.0495,0.93,137.74,263200.0,4.0
90,You're All I Need,,Motley Crue,,,,,,,,,,,,,,,
91,Special Way,Special Way,Kool & The Gang,['Kool & The Gang'],0i74hCilU2AmXjYSbr2N6B,0.617,0.186,6.0,-19.603,1.0,0.0347,0.0287,0.000467,0.0742,0.161,76.015,327800.0,4.0
92,Eagles Fly,Eagles Fly,Sammy Hagar,['Sammy Hagar'],1bTn7ONbArYvBBVjJA0uar,0.327,0.688,7.0,-11.392,1.0,0.0433,0.09,2.69e-05,0.0673,0.321,185.36,300973.0,4.0
93,It's A Sin,It's a Sin - 2001 Remaster,Pet Shop Boys,['Pet Shop Boys'],6IDHh3FcwLVcG5NsmpQgg2,0.538,0.86,0.0,-5.916,0.0,0.0435,0.252,0.000527,0.247,0.291,127.153,299307.0,4.0
94,Who Will You Run To,Who Will You Run To,Heart,['Heart'],2G7ttyDosjWmunOYsNRm0C,0.601,0.73,2.0,-11.103,1.0,0.0361,0.203,2e-05,0.107,0.684,116.313,246400.0,4.0
95,Never Let Me Down Again,Never Let Me Down Again - 2006 Remaster,Depeche Mode,['Depeche Mode'],2H1BmB1b6Px9KJXIUpD03u,0.581,0.886,0.0,-6.505,1.0,0.0324,0.279,0.0297,0.691,0.586,106.067,290493.0,4.0
96,Causing A Commotion,Causing a Commotion,Madonna,['Madonna'],3sX3c6QUPSAiKf77RZRf5B,0.771,0.749,5.0,-10.628,0.0,0.0401,0.216,0.00184,0.135,0.854,119.875,261667.0,4.0
97,Here I Go Again,Here I Go Again - 2018 Remaster,Whitesnake,['Whitesnake'],1qOU8KzFifXE9YrgjVwYvc,0.292,0.823,7.0,-6.763,1.0,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395.0,4.0
98,Don't Tell Me The Time,,Martha Davis,,,,,,,,,,,,,,,
99,Don't Make Me Wait For Love,,Kenny G. (Vocal By Lenny Williams),,,,,,,,,,,,,,,
100,,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",,['The Smiths'],1oA0tDRFjY5xoNDXuMBGGA,0.241,0.468,2.0,-9.579,1.0,0.0272,0.534,0.0,0.161,0.451,91.581,112707.0,3.0
101,,I Wanna Dance with Somebody (Who Loves Me),,['Whitney Houston'],2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1.0,-8.824,1.0,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293.0,4.0
102,,Catch a Falling Star (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),,"['Perry Como', 'Mitchell Ayres & His Orchestra', 'The Ray Charles Singers']",38YMdelhj62vJ6d5a0wxMQ,0.628,0.172,11.0,-17.816,1.0,0.06,0.864,0.0,0.113,0.475,118.895,148493.0,3.0
103,,We Care a Lot,,['Faith No More'],2z1uVu3OwTmPlfqt5TWk5k,0.799,0.887,2.0,-5.775,1.0,0.0411,0.08,9.58e-05,0.0975,0.9,108.919,243600.0,4.0
104,,Can't Hardly Wait - 2008 Remaster,,['The Replacements'],0NX14YH2t16bwwlJSfXazr,0.538,0.814,2.0,-7.06,1.0,0.0526,0.03,2.48e-06,0.114,0.58,141.256,187849.0,4.0
105,,One Tree Hill,,['U2'],3w3qWhplVQcO5aGU6Ipdhq,0.596,0.581,5.0,-10.532,1.0,0.0365,0.23,0.107,0.142,0.248,123.213,322169.0,4.0
106,,Do You Hear The People Sing?,,['Michael Maguire'],491YFwJXZsHzw3SFcETr8b,0.64,0.294,0.0,-14.979,1.0,0.0487,0.914,1.36e-05,0.109,0.455,85.192,128533.0,4.0
107,,Ocean Front Property,,['George Strait'],4G9eIyEcVwLoG7kYNFpSII,0.656,0.326,2.0,-15.756,1.0,0.0283,0.111,0.0,0.25,0.787,78.298,188533.0,4.0
108,,Stop Me If You Think You've Heard This One Before - 2011 Remaster,,['The Smiths'],2JN57QFclho4vExKPq6OYg,0.569,0.856,0.0,-6.668,0.0,0.0281,0.0048,7.33e-06,0.0873,0.66,134.181,215573.0,4.0
109,,Pour Some Sugar On Me,,['Def Leppard'],1aZLIbKEdsyqxyD6iNcrbA,0.267,0.953,1.0,-4.899,0.0,0.096,0.00211,0.0,0.283,0.568,84.989,267307.0,4.0
110,,Zig Zag - Remastered 2004,,['George Harrison'],7x7FAiNooQv4GU3oz9LoX1,0.981,0.345,0.0,-10.922,1.0,0.0492,0.101,0.0749,0.216,0.722,119.897,166772.0,4.0
111,,Down Once More / Track Down This Murderer,,"['Andrew Lloyd Webber', 'Phantom Of The Opera Original London Cast', 'Michael Crawford', 'Sarah Brightman', 'Steve Barton']",2PU3ZDWGyA8j2Hx5GRdYs6,0.261,0.172,8.0,-15.626,1.0,0.0442,0.796,0.000434,0.287,0.0554,91.061,710427.0,4.0
112,,Que Extraño Es el Amor,,['Karina'],28ugiIINyDT1j8BHle5Onk,0.562,0.452,11.0,-6.284,1.0,0.0246,0.679,1.77e-06,0.0952,0.443,92.249,204539.0,4.0
113,,Crying in the Rain - 1987 Version; 2018 Remaster,,['Whitesnake'],0xO90cSwBkRoEqI3yOC7Gp,0.319,0.905,4.0,-7.232,0.0,0.099,0.000509,2.88e-05,0.358,0.234,128.241,337637.0,3.0
114,,"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack",,"['Bill Medley', 'Jennifer Warnes']",6W7ztLBiRzBN46ZaPAcQ0F,0.697,0.669,6.0,-12.723,0.0,0.0406,0.0404,0.00897,0.0654,0.486,108.506,290333.0,4.0
115,,Kiss & Tell,,['Bryan Ferry'],6nu9dBmmN5BMa5KiQXx5v9,0.728,0.746,6.0,-6.47,0.0,0.047,0.111,0.0281,0.102,0.955,124.104,292560.0,4.0
116,,I Still Haven't Found What I'm Looking For,,['U2'],6wpGqhRvJGNNXwWlPmkMyO,0.564,0.774,1.0,-9.424,1.0,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477.0,4.0
117,,Louie Weaver's Solo (Live) [Bonus Track],,['Petra'],0gnIt7wTwoig81l4LzVJv5,0.3,0.971,5.0,-6.037,0.0,0.078,2.93e-05,0.906,0.13,0.245,132.977,124493.0,4.0
118,,One In Their Pride - Porthole Mix,,['Celtic Frost'],5YyDPG4O8WEY4xGXWy018P,0.582,0.784,4.0,-11.76,0.0,0.213,0.0588,0.854,0.583,0.783,199.204,171333.0,4.0
119,,Out Ta Get Me,,"[""Guns N' Roses""]",62pJJQjiTaTsFYFjDIYjYU,0.395,0.988,11.0,-4.877,1.0,0.111,0.0257,0.146,0.353,0.365,140.849,263573.0,4.0
120,,Head to Toe,,['Lisa Lisa & Cult Jam'],5VzqFMyPERPObMOzZdELuK,0.879,0.511,11.0,-11.36,0.0,0.124,0.0425,0.0074,0.176,0.839,113.763,303267.0,4.0
121,,Sign O' The Times - 2020 Remaster,,['Prince'],7CqFMR3yj95Yuwagq5XsLR,0.794,0.431,0.0,-10.182,1.0,0.0854,0.00524,0.033,0.0794,0.498,98.875,296497.0,4.0
122,,"She's Like the Wind (feat. Wendy Fraser) - From ""Dirty Dancing"" Soundtrack",,"['Patrick Swayze', 'Wendy Fraser']",7BdXRaSlGAzhySfuW3y8h5,0.586,0.331,4.0,-14.677,0.0,0.0295,0.256,1.67e-05,0.18,0.223,124.915,232907.0,4.0
123,,Man in the Mirror - 2012 Remaster,,['Michael Jackson'],1kiNatIrwDusOZfR29W0LJ,0.808,0.812,8.0,-5.012,1.0,0.0381,0.52,7.91e-05,0.134,0.269,100.331,318680.0,4.0
124,,A Rush and a Push and the Land Is Ours - 2011 Remaster,,['The Smiths'],6Ps04Nfh2PySU4fIPZWxrU,0.67,0.64,10.0,-9.024,1.0,0.0268,0.114,5.45e-06,0.259,0.633,110.14,183013.0,4.0
125,,Liberian Girl - 2012 Remastered Version,,['Michael Jackson'],5OoRmdDfAiDztSwrhe7wuE,0.749,0.546,8.0,-7.217,0.0,0.103,0.464,0.00191,0.126,0.454,105.232,232800.0,4.0
126,,My Michelle,,"[""Guns N' Roses""]",1NQPc9znr56Ci6f02HoLpg,0.459,0.97,8.0,-6.16,1.0,0.0583,0.158,0.00483,0.476,0.282,103.505,219933.0,4.0
127,,It's The End Of The World As We Know It (And I Feel Fine) - Remastered,,['R.E.M.'],7MYbzpwYe4idnynYQCE998,0.329,0.942,7.0,-3.62,1.0,0.0586,0.0296,0.0,0.183,0.71,205.692,247240.0,4.0
128,,Cry Little Sister - Theme from ''Lost Boys'',,['Gerard McMann'],1IA1bevX8DfUY86sN3o3CH,0.467,0.495,2.0,-15.455,0.0,0.0516,0.161,0.0171,0.0714,0.448,146.016,286133.0,4.0
129,,Summertime - Single Edit,,['DJ Jazzy Jeff & The Fresh Prince'],5cFcWAWIcnV38t4YCWQiZZ,0.614,0.752,7.0,-6.271,1.0,0.0652,0.00328,0.0,0.379,0.444,95.018,237093.0,4.0
130,,Hold On To The Nights,,['Richard Marx'],3F2YXxSOC9dPmxXdrh6mYl,0.353,0.207,0.0,-14.718,0.0,0.0306,0.656,0.0,0.0874,0.184,144.539,316040.0,4.0
131,,Something Just Ain't Right,,['Keith Sweat'],4TxvzjFdknSCL9udR39Q3X,0.745,0.515,11.0,-11.265,0.0,0.0356,0.00344,0.00134,0.283,0.941,106.371,315200.0,4.0
