,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
46,Wow.,Wow.,Post Malone,['Post Malone'],7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547.0,4.0
47,Love Lies,,Khalid & Normani,,,,,,,,,,,,,,,
48,Jingle Bells,Jingle Bells - Remastered 1999,Frank Sinatra,['Frank Sinatra'],225i7GmJ8BCCIK1bJWXMpO,0.706,0.383,8.0,-11.439,1.0,0.0346,0.764,0.0,0.0608,0.853,86.991,122160.0,4.0
49,Beautiful,,Bazzi Featuring Camila Cabello,,,,,,,,,,,,,,,
50,Better,Better,Khalid,['Khalid'],6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,4.0
51,Shallow,Shallow,Lady Gaga & Bradley Cooper,"['Lady Gaga', 'Bradley Cooper']",2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,4.0
52,Cozy Little Christmas,Cozy Little Christmas,Katy Perry,['Katy Perry'],3ELoIYl2xPpUweUV84rDYH,0.775,0.608,7.0,-6.264,1.0,0.128,0.128,0.0,0.0895,0.56,137.494,182521.0,4.0
53,She Got The Best Of Me,She Got the Best of Me,Luke Combs,['Luke Combs'],698eQRku24PIYPQPHItKlA,0.533,0.907,11.0,-3.793,1.0,0.0406,0.0292,0.0,0.386,0.7,150.99,183160.0,4.0
54,The Christmas Song,The Christmas Song,Lauren Daigle,['Lauren Daigle'],0C2AvaDXgN5SHi3YOTsV5E,0.36,0.233,5.0,-14.716,0.0,0.0327,0.932,0.00231,0.151,0.177,106.107,270935.0,4.0
55,Uproar,Uproar,Lil Wayne,"['Lil Wayne', 'Swizz Beatz']",3wScL5W8H40zzCKN0atfBk,0.743,0.87,1.0,-2.188,1.0,0.212,0.0595,0.0,0.299,0.884,99.079,194184.0,4.0
56,Swervin,,A Boogie Wit da Hoodie Featuring 6ix9ine,,,,,,,,,,,,,,,
57,Can't Leave Without It,,21 Savage,,,,,,,,,,,,,,,
58,You Say,You Say,Lauren Daigle,['Lauren Daigle'],6Up545NUflOiXo8cEraH49,0.494,0.632,5.0,-6.89,1.0,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693.0,4.0
59,Close To Me,,Ellie Goulding X Diplo Featuring Swae Lee,,,,,,,,,,,,,,,
60,Best Shot,Best Shot,Jimmie Allen,['Jimmie Allen'],3VamXAvVMczcS2PTYtPfBQ,0.629,0.464,4.0,-8.72,1.0,0.0334,0.75,0.0,0.0853,0.523,156.051,195053.0,4.0
61,Dangerous,,Meek Mill Featuring Jeremih & PnB Rock,,,,,,,,,,,,,,,
62,Be Alright,Be Alright,Dean Lewis,['Dean Lewis'],3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,196373.0,4.0
63,Drunk Me,Drunk Me,Mitchell Tenpenny,['Mitchell Tenpenny'],1G4cdOtF36ZCs6i2dZoC87,0.499,0.797,2.0,-3.77,1.0,0.0554,0.199,0.0,0.0933,0.408,176.024,211768.0,4.0
64,Startender,,A Boogie Wit da Hoodie Featuring Offset & Tyga,,,,,,,,,,,,,,,
65,Look Back At It,Look Back at It,A Boogie Wit da Hoodie,['A Boogie Wit da Hoodie'],3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3.0,-5.075,0.0,0.0413,0.407,0.0,0.148,0.536,96.057,179449.0,4.0
66,All My Friends,all my friends,21 Savage,['21 Savage'],4paAidoE8VAemwU4jgCc6l,0.713,0.62,0.0,-4.513,1.0,0.0422,0.171,1.16e-06,0.118,0.206,130.09,211785.0,4.0
67,BAD!,bad vibes forever,XXXTENTACION,"['XXXTENTACION', 'PnB Rock', 'Trippie Redd']",03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,8.0,-5.153,1.0,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475.0,4.0
68,Backin' It Up,,Pardison Fontaine Featuring Cardi B,,,,,,,,,,,,,,,
69,Break Da Law,break da law,21 Savage,['21 Savage'],5ZSIExfQuVv69tw5Qw3yDl,0.904,0.575,1.0,-7.823,1.0,0.346,0.0493,0.0,0.256,0.359,141.037,177748.0,4.0
70,Imagine,imagine,Ariana Grande,['Ariana Grande'],39LmTF9RgyakzSYX8txrow,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,212267.0,3.0
71,Talk To Me,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez & Rich The Kid,"['Tory Lanez', 'Rich The Kid', 'Lil Wayne']",51w9Jbat1pLeWINGCpnQUR,0.698,0.66,0.0,-7.883,1.0,0.052,0.0226,0.0,0.0622,0.451,159.949,248521.0,4.0
72,Monster,monster,21 Savage,['21 Savage'],2FUNBaa5DwItJtYEBgAblU,0.89,0.607,9.0,-6.916,0.0,0.124,0.158,0.000228,0.118,0.224,134.022,233040.0,4.0
73,Calling My Spirit,Calling My Spirit,Kodak Black,['Kodak Black'],2MShy1GSSgbmGUxADNIao5,0.91,0.366,1.0,-9.954,1.0,0.0941,0.0996,0.0,0.261,0.74,119.985,152000.0,4.0
74,Consequences,Consequences,Camila Cabello,['Camila Cabello'],7sTtHHrD0zDpmzQzH3zegz,0.455,0.292,0.0,-6.792,1.0,0.0563,0.889,0.0,0.106,0.43,84.339,178467.0,5.0
75,Armed And Dangerous,Armed And Dangerous,Juice WRLD,['Juice WRLD'],5wujBwqG7INdStqGd4tRMX,0.736,0.67,10.0,-6.702,1.0,0.311,0.186,0.0,0.114,0.845,130.032,169999.0,4.0
76,Arms Around You,,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,,,,,,,,,,,,,,,
77,Nothing Breaks Like A Heart,,Mark Ronson Featuring Miley Cyrus,,,,,,,,,,,,,,,
78,Sixteen,Sixteen,Thomas Rhett,['Thomas Rhett'],3pJkBPHadRAxBBo484RipI,0.705,0.531,1.0,-7.031,1.0,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333.0,4.0
79,Burning Man,,Dierks Bentley Featuring Brothers Osborne,,,,,,,,,,,,,,,
80,Beautiful Crazy,Beautiful Crazy,Luke Combs,['Luke Combs'],2rxQMGVafnNaRaXlRMWPde,0.551,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,193200.0,4.0
81,When The Party's Over,when the party's over,Billie Eilish,['Billie Eilish'],43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077.0,4.0
82,Sweet But Psycho,Sweet but Psycho,Ava Max,['Ava Max'],7DnAm9FOTWE3cUvso43HhI,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,187436.0,4.0
83,This Feeling,,The Chainsmokers Featuring Kelsea Ballerini,,,,,,,,,,,,,,,
84,You,You,Jacquees,['Jacquees'],01jIO8SJFnpSiNLH1JaBZ5,0.735,0.453,8.0,-8.264,0.0,0.0602,0.413,0.0,0.104,0.335,115.002,217387.0,4.0
85,1.5,1.5,21 Savage,['21 Savage'],2wOXxtHZgRkkrkEbKLzzqs,0.885,0.52,1.0,-8.353,1.0,0.359,0.000244,1.16e-06,0.454,0.306,84.022,148656.0,4.0
86,Girl Like You,Girl Like You,Jason Aldean,['Jason Aldean'],7K0lR5Ngf5jkOWt1g6ut6l,0.543,0.88,3.0,-4.204,0.0,0.0365,0.035,0.000227,0.304,0.483,144.057,193067.0,4.0
87,Out For The Night,out for the night - part 2,21 Savage,['21 Savage'],4B8vU5oDXVxO5OkLAI4aLx,0.593,0.632,6.0,-5.381,0.0,0.541,0.0133,0.0,0.64,0.0789,173.369,235232.0,4.0
88,Good Girl,Good Girl,Dustin Lynch,['Dustin Lynch'],3NgcaTIgVh77DdwAInp996,0.711,0.696,7.0,-5.05,1.0,0.0869,0.16,0.0,0.17,0.694,80.512,189533.0,4.0
89,No Stylist,,French Montana Featuring Drake,,,,,,,,,,,,,,,
90,Lovely,lovely,Billie Eilish & Khalid,"['Billie Eilish', 'Khalid']",0CVZbqIpNBRYmc6QetSwwI,0.292,0.296,4.0,-10.109,0.0,0.0359,0.934,0.0,0.095,0.112,115.046,200186.0,4.0
91,Ella Quiere Beber,,Anuel AA & Romeo Santos,,,,,,,,,,,,,,,
92,Gun Smoke,gun smoke,21 Savage,['21 Savage'],4f1XXGjZZ9EkFkrbPJek6X,0.809,0.461,10.0,-5.677,0.0,0.0907,0.000832,4.43e-05,0.143,0.325,85.992,167410.0,4.0
93,Demons And Angels,,A Boogie Wit da Hoodie Featuring Juice WRLD,,,,,,,,,,,,,,,
94,ASMR,asmr,21 Savage,['21 Savage'],2QgfDF0fQ4sskDthP8MG5w,0.84,0.543,1.0,-7.738,1.0,0.476,0.0399,0.0,0.117,0.161,170.067,171714.0,4.0
95,Last Shot,Last Shot,Kip Moore,['Kip Moore'],6viHvc13l9A6Ua6xugpeX6,0.487,0.859,4.0,-4.403,1.0,0.0488,0.00204,0.0,0.322,0.377,148.037,228480.0,4.0
96,Fine China,Fine China,Future & Juice WRLD,"['Future', 'Juice WRLD']",5274I4mUMnYczyeXkGDWZN,0.656,0.542,7.0,-7.358,1.0,0.323,0.0484,0.0,0.126,0.551,166.111,141587.0,4.0
97,Envy Me,Envy Me,Calboy,['Calboy'],7rvyVWja33WG9R97oeJAjx,0.74,0.488,1.0,-7.664,0.0,0.27,0.234,0.0,0.241,0.584,149.042,120133.0,4.0
98,Lost In Japan,,Shawn Mendes X Zedd,,,,,,,,,,,,,,,
99,This Is It,This Is It,Scotty McCreery,['Scotty McCreery'],74CEfiZthUGX5yUNNUM4bj,0.579,0.511,8.0,-6.788,1.0,0.0293,0.254,0.0,0.099,0.594,78.003,230973.0,4.0
100,,Washing Machine Heart,,['Mitski'],3jjsRKEsF42ccXf8kWR3nu,0.613,0.822,9.0,-4.087,1.0,0.026,0.0092,0.506,0.429,0.567,105.997,128199.0,4.0
101,,Dead To Me,,['Kali Uchis'],6LOZws7T3jqZz78unPgFF9,0.675,0.761,4.0,-4.469,0.0,0.0466,0.432,0.0,0.102,0.428,119.001,199506.0,4.0
102,,Black X White,,['Arrested Youth'],7jmu6smJmTbwuos76ncNZ8,0.658,0.599,6.0,-7.488,1.0,0.0367,0.124,0.0,0.124,0.485,75.01,186238.0,4.0
103,,Saturday Sun,,['Vance Joy'],2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8.0,-4.381,1.0,0.0468,0.484,0.0,0.222,0.706,99.995,214720.0,4.0
104,,Rainbow,,['Kacey Musgraves'],79qxwHypONUt3AFq0WPpT9,0.581,0.197,3.0,-7.697,1.0,0.0329,0.88,0.0,0.107,0.349,130.367,214293.0,4.0
105,,What Lovers Do (feat. SZA),,"['Maroon 5', 'SZA']",2j5hsQvApottzvTn4pFJWF,0.799,0.597,5.0,-5.131,0.0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849.0,4.0
106,,Zooted (feat. French Montana & Farruko),,"['Becky G', 'French Montana', 'Farruko']",3clw56k8jqFaXnwdejV4Yo,0.815,0.626,6.0,-5.139,1.0,0.103,0.267,1.31e-05,0.275,0.571,109.989,217652.0,4.0
107,,"Never Recover (Lil Baby & Gunna, Drake)",,"['Lil Baby', 'Gunna', 'Drake']",6wWaVoUOzLQJHd3bWAUpdZ,0.753,0.686,1.0,-5.415,0.0,0.284,0.0677,0.0,0.193,0.886,132.055,194732.0,4.0
108,,worldstar money (interlude),,['Joji'],0baNzeUcPQnQSagpe8T0mD,0.577,0.387,7.0,-8.607,1.0,0.274,0.964,0.705,0.208,0.459,146.565,126312.0,1.0
109,,Pideme - En Vivo,,['Grupo Firme'],4OvWsid9gwU8nimd6KIXN6,0.577,0.641,8.0,-6.628,1.0,0.0375,0.535,0.0,0.207,0.819,139.155,256171.0,4.0
110,,Quiero Mas,,"['Ozuna', 'Wisin', 'Yandel']",1aYcpI8hXtpAEdBq8fp1pH,0.768,0.821,7.0,-4.7,1.0,0.0437,0.0256,3.17e-06,0.165,0.516,94.011,244293.0,4.0
111,,Oh Okay (feat. Young Thug & Lil Baby),,"['Gunna', 'Young Thug', 'Lil Baby']",38844QuZDlnt44uHPrSA3S,0.889,0.516,8.0,-8.852,1.0,0.327,0.372,0.0,0.0926,0.732,140.005,199012.0,4.0
112,,Whatcha Know 'Bout That,,['Morgan Wallen'],6DWntCW0Z8ZyNgDoPojfpW,0.587,0.888,2.0,-5.062,1.0,0.0347,0.318,0.000134,0.0449,0.976,74.022,194720.0,4.0
113,,Don't Wanna Know (feat. Kendrick Lamar),,"['Maroon 5', 'Kendrick Lamar']",1nueTG77MzNkJTKQ0ZdGzT,0.783,0.61,7.0,-6.124,1.0,0.0696,0.343,0.0,0.0983,0.418,100.047,214265.0,4.0
114,,I Love It (& Lil Pump),,"['Kanye West', 'Lil Pump']",4S8d14HvHb70ImctNgVzQQ,0.901,0.522,2.0,-8.304,1.0,0.33,0.0114,0.0,0.259,0.329,104.053,127947.0,4.0
115,,Going Bad (feat. Drake),,"['Meek Mill', 'Drake']",2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.003,180522.0,4.0
116,,Whiskey Glasses,,['Morgan Wallen'],6foY66mWZN0pSRjZ408c00,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347.0,4.0
117,,Lucky You (feat. Joyner Lucas),,"['Eminem', 'Joyner Lucas']",60SdxE8apGAxMiRrpbmLY0,0.876,0.786,10.0,-4.884,0.0,0.306,0.0627,0.0,0.127,0.575,153.068,244679.0,4.0
118,,The Middle,,"['Zedd', 'Maren Morris', 'Grey']",09IStsImFySgyp0pIQdqAc,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,184732.0,4.0
119,,Nice For What,,['Drake'],3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8.0,-6.474,1.0,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747.0,4.0
120,,Venom - Music From The Motion Picture,,['Eminem'],2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,0.0,-5.063,1.0,0.064,0.0193,0.0,0.543,0.46,135.959,269554.0,4.0
121,,Zack And Codeine,,['Post Malone'],5lZZmityu9TAjNvSY6GLhR,0.738,0.824,5.0,-5.165,0.0,0.0437,0.15,0.0,0.132,0.386,138.039,204360.0,4.0
122,,Deep,,['Summer Walker'],3LfHBTYZBTqmz43tvVXJBd,0.646,0.335,3.0,-9.915,0.0,0.247,0.626,1.3e-05,0.107,0.419,167.927,92093.0,4.0
123,,Scared of the Dark (feat. XXXTENTACION),,"['Lil Wayne', 'Ty Dolla $ign', 'XXXTENTACION']",3vWzyGTu6Ovo1GdrcJqH6e,0.443,0.623,0.0,-6.717,0.0,0.0718,0.0468,0.0,0.247,0.156,79.365,233000.0,4.0
124,,we fell in love in october,,['girl in red'],1BYZxKSf0aTxp8ZFoeyM3d,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.959,184154.0,4.0
125,,Let's Fall in Love for the Night,,['FINNEAS'],7kQkmyoHCEqwe7QwDbkSXM,0.737,0.408,5.0,-7.941,1.0,0.104,0.802,0.0,0.171,0.374,127.921,190348.0,4.0
126,,"King's Dead (with Kendrick Lamar, Future & James Blake)",,"['Jay Rock', 'Kendrick Lamar', 'Future', 'James Blake']",51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1.0,-5.008,1.0,0.299,0.000813,0.0,0.128,0.376,137.133,229670.0,4.0
127,,Jeannie Becomes A Mom,,['Caroline Rose'],5iEOCpoeZDAGae1IycuPxh,0.618,0.802,5.0,-4.792,1.0,0.0265,0.00151,0.0211,0.252,0.567,102.008,261153.0,4.0
128,,Killer Queen - 2011 Remaster,,['Queen'],6AAa4zIwllv49ACRh2ndLh,0.526,0.64,10.0,-6.374,1.0,0.0472,0.365,1.3e-06,0.0958,0.622,117.132,179356.0,4.0
129,,Double Up (feat. Belly and Dom Kennedy),,"['Nipsey Hussle', 'Belly', 'Dom Kennedy']",4iVD0fTHGxV9JWloujsL3s,0.604,0.436,2.0,-8.32,1.0,0.188,0.0544,0.000242,0.162,0.239,107.978,361280.0,4.0
130,,High Horse,,['Kacey Musgraves'],2U2Z1IXnmJIvlknWizFykZ,0.725,0.674,11.0,-5.254,0.0,0.0363,0.0325,3.55e-06,0.0531,0.773,120.057,213693.0,4.0
131,,Magic In The Hamptons (feat. Lil Yachty),,"['Social House', 'Lil Yachty']",2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1.0,-5.339,1.0,0.0385,0.66,0.0,0.0914,0.803,96.051,164640.0,4.0
132,,Quiero,,['Ed Maverick'],34gzxIVoKXsFQPiiT6rUX4,0.655,0.151,2.0,-16.456,1.0,0.0319,0.937,0.000129,0.147,0.352,75.051,244253.0,4.0
133,,Sold Out Dates (feat. Lil Baby),,"['Gunna', 'Lil Baby']",55WLWX71YkHt2tSucNIf1g,0.817,0.556,4.0,-7.178,0.0,0.14,0.469,0.0,0.131,0.314,126.991,166368.0,4.0
