,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
145,I Guess I'm Just a Little Too Sensitive,['Orange Juice'],0uVGDPBHf8WvWhRsQdRYle,0.724,0.647,11.0,-9.688,0.0,0.0325,0.0893,0.00348,0.0611,0.889,96.305,231133.0,4.0
146,The Unforgettable Fire - Remastered 2009,['U2'],57XSd8FypQPCxJewkFXIwU,0.431,0.739,10.0,-8.71,1.0,0.03,0.000335,0.0581,0.103,0.227,136.594,294000.0,4.0
147,How Soon Is Now? - 2011 Remaster,['The Smiths'],1YrnDTqvcnUKxAIeXyaEmU,0.398,0.93,11.0,-6.76,1.0,0.0615,0.000854,0.121,0.0874,0.725,190.818,408173.0,4.0
148,My Kingdom,['Echo & the Bunnymen'],2DYdxniURYpM3B7hWV5Cos,0.537,0.818,7.0,-8.707,1.0,0.0801,0.325,0.0349,0.0775,0.683,127.833,245867.0,4.0
149,It's A Hard Life - Remastered 2011,['Queen'],5PTvZMe9mIL0GrRvPBRu6S,0.426,0.599,3.0,-6.203,1.0,0.029,0.427,0.0,0.152,0.292,82.31,246973.0,4.0
150,Theme from Rocky XIII - aka: The Rye or The Kaiser (Theme From Rocky XIII),"['""Weird Al"" Yankovic']",3euVB5BCFvn4HAarJpdsv7,0.84,0.521,0.0,-12.058,1.0,0.0381,0.212,2.61e-06,0.108,0.547,113.23,216893.0,4.0
151,Under The Gun,['KISS'],35cpzqhJLVjq1uJHctzMIy,0.515,0.967,4.0,-5.127,0.0,0.176,0.00168,0.156,0.57,0.0833,119.875,241600.0,4.0
152,I'll Wait - 2015 Remaster,['Van Halen'],2TIKWWCf6qAtVP6AGa7e9k,0.626,0.852,2.0,-4.575,0.0,0.036,0.232,4.17e-06,0.501,0.864,115.401,280147.0,4.0
153,Aces High - 2015 Remaster,['Iron Maiden'],6wNF6hphTxhUiAmQG3uzbf,0.3,0.936,2.0,-5.399,1.0,0.0456,0.0337,0.021,0.158,0.756,133.065,271907.0,4.0
154,El Perro Negro,['José Alfredo Jimenez'],1y9yrdjt1wjKlD2UHrnUVj,0.738,0.203,0.0,-16.441,1.0,0.0621,0.952,4.16e-06,0.13,0.889,95.298,156960.0,3.0
155,I Want To Break Free - Remastered 2011,['Queen'],6NAEpcvbmNdT0cWP3LFDcY,0.875,0.408,4.0,-10.507,1.0,0.0376,0.0782,0.000848,0.122,0.774,109.084,198773.0,4.0
156,Iron Fist,['Motörhead'],3GN7slZYU7seR8F1UWKPq0,0.311,0.947,1.0,-5.325,1.0,0.104,0.00047,0.0026,0.142,0.365,145.346,173560.0,4.0
157,Am I Evil? (Rhythm Track Rough Mix),['Metallica'],2N00R4h6q4xOjNfPPIT4eL,0.366,0.925,4.0,-7.25,0.0,0.0485,0.00121,0.756,0.0518,0.53,96.902,486099.0,4.0
158,Dance Me to the End of Love,['Leonard Cohen'],3mFzIFFFmEXTQs6BDAK2ZZ,0.588,0.38,7.0,-11.879,0.0,0.0251,0.269,8.36e-06,0.0741,0.502,132.885,280627.0,4.0
159,Madam Butterfly (Un Bel Di Vedremo),['Malcolm McLaren'],75SqjGbzUnlQzytV5UzKER,0.451,0.651,11.0,-14.925,1.0,0.089,0.141,1.11e-06,0.303,0.451,101.67,389667.0,4.0
160,The Supremes - Original Album Track,['Stars On 45'],3f3Sjk4GInpZpT1ECdNI5B,0.487,0.784,1.0,-6.596,0.0,0.111,0.182,1.16e-06,0.416,0.723,122.371,401000.0,4.0
161,Creeping Death (Remastered),['Metallica'],4q9QVIaLqjbcoqeCfM2zan,0.31,0.977,6.0,-5.478,0.0,0.164,0.000219,0.273,0.0785,0.179,100.626,395707.0,4.0
162,Il' Me Ženi Il' Tamburu Kupi,['Meho Puzic'],5smRy6PqMQ9pErnDrsE0F3,0.683,0.615,2.0,-7.855,1.0,0.0782,0.00702,3.61e-05,0.0988,0.431,123.06,178893.0,4.0
163,Cherry Bomb,['Joan Jett & The Blackhearts'],5Eald1GAoLr6NNtOkgOaMO,0.533,0.926,11.0,-6.139,1.0,0.0525,0.225,4.8e-05,0.0572,0.401,128.51,155747.0,4.0
164,Llega Que Llega,['Los Bukis'],3gqG7LyeNyd2pqBGxmaDRW,0.794,0.437,1.0,-14.411,0.0,0.0471,0.765,0.000328,0.186,0.871,95.317,172427.0,4.0
165,Wanted Man,['Ratt'],6EZKvBJc9ljadSjWytSti2,0.608,0.869,4.0,-7.31,1.0,0.0509,0.00069,7.85e-06,0.0443,0.535,113.126,222507.0,4.0
166,Mama He's Crazy,['The Judds'],2mEAWmVDub6PSF8pZXInrS,0.728,0.398,7.0,-11.036,1.0,0.027,0.34,0.0,0.137,0.425,95.959,194760.0,4.0
167,Qúe Lástima,['Los Bukis'],1wQvYySB9ULJ03JEvAg5OB,0.418,0.821,11.0,-6.826,1.0,0.0528,0.314,0.0,0.174,0.762,152.262,221040.0,4.0
168,Still Loving You,['Scorpions'],7kjsCbksOZotNNHOvKsJJh,0.273,0.39,8.0,-12.384,0.0,0.0317,0.134,0.00174,0.183,0.0851,103.955,387000.0,4.0
169,You've Got Everything Now - 2011 Remaster,['The Smiths'],2DYCM1sNmGliRszlzPkMiG,0.514,0.792,9.0,-7.732,1.0,0.0354,0.00186,4.5e-05,0.108,0.835,149.127,239800.0,4.0
170,X-Ray Eyes,['Robin Gibb'],2jH4pWEGcx8c9Qpdw1iMc5,0.642,0.6,5.0,-15.358,1.0,0.0346,0.07,4.56e-06,0.189,0.975,96.108,232759.0,4.0
171,Que Las Mantenga El Gobierno,['Los Bukis'],6CJYXxXqbNHlwg2PWjAeo8,0.752,0.828,7.0,-10.514,1.0,0.0385,0.648,4.03e-06,0.296,0.972,98.131,197427.0,4.0
172,Locomotive,['Motörhead'],7tk0nXomDTJZB7I3OhSdjN,0.268,0.974,1.0,-7.695,1.0,0.0914,3.52e-06,0.756,0.338,0.166,137.435,202467.0,4.0
173,Forever Young,['Alphaville'],4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9.0,-9.466,0.0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706.0,4.0
174,What Difference Does It Make? - John Peel Session 18/05/83,['The Smiths'],65E3ajL0Yz7kljk89Qdm6Q,0.371,0.962,1.0,-5.582,0.0,0.0611,6.26e-05,0.000227,0.0942,0.457,158.896,192200.0,4.0
175,Easy Lover,"['Philip Bailey', 'Phil Collins']",5LYJ631w9ps5h9tdvac7yP,0.74,0.923,1.0,-5.082,1.0,0.0369,0.105,0.000163,0.0825,0.93,128.871,305867.0,4.0
176,Déjame Vivir (with Juan Gabriel),"['Rocío Dúrcal', 'Juan Gabriel']",3ic95qCcp0njJNb3mJTZaP,0.753,0.233,7.0,-16.193,1.0,0.0468,0.74,7.37e-06,0.0977,0.775,131.264,222760.0,4.0
177,And My Beat Goes Boom,['The Egyptian Lover'],6SmAoKAiEWefVG6XN4TPJY,0.943,0.441,7.0,-13.215,1.0,0.227,0.00649,0.000502,0.0954,0.409,121.711,252240.0,4.0
178,The Call Of Ktulu (Remastered),['Metallica'],5zZ74lczJgFtVCeaS11Fo1,0.301,0.935,9.0,-7.584,0.0,0.1,0.0221,0.854,0.215,0.145,139.239,533493.0,4.0
179,"Serenade For Winds, K. 361, 3rd Movement","['Wolfgang Amadeus Mozart', 'Sir Neville Marriner', 'Academy of St. Martin in the Fields']",7EH7MoQZ6O1ERlNIIkhGrl,0.144,0.0177,3.0,-29.415,1.0,0.0473,0.992,0.9,0.0934,0.0354,63.949,372627.0,4.0
180,Persephone,['Cocteau Twins'],05qq2YTWLzDSiIUiiKozWh,0.542,0.727,9.0,-9.522,1.0,0.0355,0.000125,0.00316,0.0863,0.603,108.974,260427.0,3.0
181,All She Wants To Do Is Dance,['Don Henley'],4yCRCEAfCMRyqCpBSd0qDp,0.702,0.558,7.0,-11.952,1.0,0.0288,0.0304,0.0,0.0528,0.903,114.932,269107.0,4.0
182,You're the Inspiration - 2006 Remaster,['Chicago'],36lkJSDyMEZoWTqtRj8Q8q,0.583,0.602,11.0,-6.364,1.0,0.0274,0.368,0.0,0.22,0.388,74.008,229240.0,4.0
183,Snaggletooth,['Motörhead'],0iHsfy4SsI9u6ohsiKBIoc,0.251,0.954,4.0,-6.903,1.0,0.0648,0.011,0.0222,0.181,0.0758,119.56,231800.0,4.0
184,"Piano Sonata No.14 In C Sharp Minor, Op.27 No.2 -""Moonlight"": 1. Adagio sostenuto","['Ludwig van Beethoven', 'Daniel Barenboim']",630zE7N1xPxdK2Zz4S3rPA,0.278,0.00245,1.0,-41.53,0.0,0.0497,0.995,0.881,0.114,0.293,139.161,403333.0,3.0
185,Love...Can Be So Wonderful,['The Temprees'],2lRD5UGnUCaon5g5cHbkCC,0.681,0.262,5.0,-15.293,1.0,0.0273,0.283,7.86e-06,0.0834,0.579,139.359,261827.0,4.0
186,Can't Fight This Feeling,['REO Speedwagon'],5WwqdeavrQrbeAMDxGawse,0.408,0.48,9.0,-11.017,1.0,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,294773.0,4.0
187,It's My Life - 1997 Remaster,['Talk Talk'],4jhsuQCUCJKA5f0bXb6XdJ,0.627,0.802,0.0,-8.432,1.0,0.0348,0.197,0.784,0.404,0.867,126.283,232400.0,4.0
188,Blitzkrieg (Rhythm Track Rough Mix),['Metallica'],3W2fCBJ8IZCcHqibtcCsIt,0.522,0.965,4.0,-8.07,0.0,0.0387,0.00144,0.84,0.0989,0.544,99.373,218176.0,4.0
189,Tooth and Nail,['Foreigner'],0SJ2IMAwwihmPd7NlQgsmJ,0.615,0.945,2.0,-6.374,1.0,0.0774,0.00809,9.14e-05,0.124,0.518,130.616,235200.0,4.0
190,Careless Whisper,['George Michael'],6KsgCYcZKPcBRDNGhiZWRR,0.567,0.32,2.0,-18.386,0.0,0.036,0.345,2.51e-06,0.316,0.529,76.58,392267.0,4.0
191,Killed by Death,['Motörhead'],4cuPWrSsjNLAkYRJwQLCzt,0.387,0.942,2.0,-8.052,1.0,0.0442,0.00854,0.000437,0.491,0.251,134.558,279307.0,4.0
192,Aire,['Mecano'],0ALmm8zn0iyCUVHxIhcbKu,0.534,0.719,7.0,-8.119,0.0,0.0618,0.769,0.0406,0.119,0.538,168.148,272480.0,4.0
193,Rip Ride,['Venom'],2EHSnBK3K7cwZfMTKDjQmx,0.247,0.939,9.0,-11.41,1.0,0.103,1.01e-05,0.312,0.307,0.134,143.083,188693.0,4.0
194,You Might Think,['The Cars'],7BvuV4c1BGhaRapcXvRu5z,0.71,0.774,2.0,-9.335,1.0,0.0333,0.141,0.0136,0.0348,0.966,133.924,185026.0,4.0
195,Xamul Dara,['Ismaël Lô'],1d5L0LTsHxDj72MPSJ3MVa,0.644,0.66,7.0,-14.026,1.0,0.0428,0.114,0.189,0.162,0.663,131.771,394000.0,4.0
196,Sad Songs (Say So Much),['Elton John'],2LAgzgp3kmBG6uOqwms3eR,0.761,0.742,0.0,-11.207,1.0,0.025,0.0898,0.000951,0.0512,0.94,107.395,295533.0,4.0
197,Ya Lo Sé Que Tú Te Vas,['Juan Gabriel'],3gwQB9LUFLlM0xw6TNWtUo,0.377,0.259,0.0,-14.843,0.0,0.036,0.825,0.0062,0.154,0.149,81.524,222973.0,4.0
198,Te Compro - Bonus Track,['Glenn Monroig'],41c1XQORsjC8OJ6Sz50I1j,0.566,0.379,2.0,-10.383,1.0,0.0256,0.474,0.000833,0.0734,0.369,78.135,323971.0,4.0
199,Ace of Spades,['Motörhead'],5O4ixhZiRI4BEhFTiYsgKd,0.322,0.991,6.0,-4.453,1.0,0.213,0.00313,0.0035,0.0708,0.198,140.221,168320.0,4.0
