,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
56,Macarena Christmas,Macarena (Bayside Boys Remix) - Remasterizado,Los Del Rio,['Los Del Rio'],1IDOgGgrZuXIFOluTTI2Fs,0.744,0.891,8.0,-6.939,0.0,0.0589,0.203,1.74e-06,0.0851,0.961,103.192,227093.0,4.0
57,Little Bitty,Little Bitty,Alan Jackson,['Alan Jackson'],2IY559smG7SXYk229NA2Vl,0.571,0.818,4.0,-6.539,1.0,0.0415,0.151,0.0,0.348,0.728,163.045,158627.0,4.0
58,When Boy Meets Girl,When Boy Meets Girl,Total,['Total'],1S8nL8nzUNmLz9SbqdXLxE,0.681,0.542,6.0,-8.602,0.0,0.0422,0.412,0.0,0.0629,0.862,94.904,258573.0,4.0
59,"How Could You (From ""Bulletproof"")",,K-Ci & JoJo,,,,,,,,,,,,,,,
60,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",,LL Cool J,,,,,,,,,,,,,,,
61,Barely Breathing,Barely Breathing,Duncan Sheik,['Duncan Sheik'],75HZ6Wxnw8xbgz6HU9kKCS,0.482,0.807,0.0,-6.976,1.0,0.0457,0.0281,0.0,0.177,0.516,187.918,254547.0,4.0
62,Desperately Wanting,Desperately Wanting,Better Than Ezra,['Better Than Ezra'],7GuLQiPvQbfzP0kqcvgIQQ,0.494,0.913,0.0,-5.289,1.0,0.0378,0.000165,0.00898,0.247,0.478,99.92,277493.0,4.0
63,I Fell In Love,I Fell In Love,Rockell,['Rockell'],7yhDrZHrOrYuoLr4Po7bsT,0.825,0.858,9.0,-7.586,1.0,0.08,0.0102,0.0373,0.0543,0.92,135.027,273093.0,4.0
64,Sittin' On Top Of The World,Sittin' On Top Of The World,Da Brat,['Da Brat'],6NWZkG7pv1raYZB1FVWMKA,0.794,0.673,7.0,-5.924,1.0,0.231,0.0383,0.000281,0.224,0.686,92.965,239173.0,4.0
65,Hero Of The Day,Hero Of The Day,Metallica,['Metallica'],5ktyEZbrgBEePsu6MW5Cvw,0.351,0.9,8.0,-7.146,1.0,0.0357,0.000107,0.0262,0.11,0.777,116.023,261693.0,4.0
66,"Bohemian Rhapsody (From ""High School High"")",,The Braids,,,,,,,,,,,,,,,
67,The Moment,The Moment,Kenny G,['Kenny G'],2YpjoEkXlkT5TBM2T7Hzkh,0.265,0.31,10.0,-12.247,1.0,0.0359,0.64,0.00349,0.185,0.194,181.174,361467.0,4.0
68,Naked Eye,Naked Eye,Luscious Jackson,['Luscious Jackson'],6YtkOhiHmf46w1noltVnF2,0.737,0.657,4.0,-10.962,0.0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,280693.0,4.0
69,Sugar Honey Ice Tea,,Goodfellaz,,,,,,,,,,,,,,,
70,Hit Me Off,Hit Me Off,New Edition,['New Edition'],0yNCFwihschpOwSgK31f2O,0.72,0.719,7.0,-4.571,0.0,0.0882,0.185,0.000128,0.522,0.899,88.987,261400.0,4.0
71,Jellyhead,Jellyhead,Crush,['Crush'],0xdFJkARYp9VZ2vfdNxkYX,0.681,0.968,2.0,-6.64,1.0,0.0393,0.0185,0.478,0.0477,0.965,136.986,262600.0,4.0
72,Bittersweet Me,Bittersweet Me - Remastered,R.E.M.,['R.E.M.'],259yVAKMomPFcmL1EfWeD7,0.413,0.888,4.0,-4.718,0.0,0.044,0.00324,0.00142,0.0741,0.425,120.124,245270.0,4.0
73,Let's Ride,Let's Ride,Richie Rich,['Richie Rich'],0kAJ94CyV1HNC13kqq0vvz,0.746,0.738,0.0,-4.867,1.0,0.159,0.0143,0.0,0.128,0.653,88.917,275360.0,4.0
74,God Bless The Child,God Bless The Child,Shania Twain,['Shania Twain'],5VlcN32sMteWvg1Qg57Av6,0.413,0.0223,4.0,-14.562,1.0,0.0479,0.911,0.0,0.179,0.339,144.587,90733.0,5.0
75,Tonight Is The Night,Tonight Is The Night,Le Click,['Le Click'],0szxZG3QmQpMxrzmOjfDlm,0.846,0.72,11.0,-7.096,0.0,0.0506,0.00495,1.69e-05,0.329,0.864,133.658,233467.0,4.0
76,Nowhere To Go,Nowhere To Go,Melissa Etheridge,['Melissa Etheridge'],035Wi3SCHzijMtWdhVv5K8,0.51,0.421,4.0,-11.24,1.0,0.0268,0.173,1.64e-05,0.187,0.215,102.577,353040.0,4.0
77,Every Light In The House,Every Light In The House,Trace Adkins,['Trace Adkins'],2A7j0RLnzvvlUFrevBiOQf,0.637,0.472,5.0,-7.295,1.0,0.0271,0.539,0.0,0.446,0.349,129.236,179600.0,4.0
78,Friends,Friends,John Michael Montgomery,['John Michael Montgomery'],3cllg2r81NdWYVTNWbQKqQ,0.62,0.401,9.0,-10.279,1.0,0.0288,0.23,0.0,0.0745,0.238,143.961,234000.0,4.0
79,I Can Make It Better,I Can Make It Better,Luther Vandross,['Luther Vandross'],70NmePXQxL3b688VuLSFae,0.714,0.497,0.0,-7.643,1.0,0.0344,0.285,0.0,0.0668,0.671,95.817,335480.0,3.0
80,At Night I Pray,At Night I Pray,Wild Orchid,['Wild Orchid'],7jEC8cMF6Ssu4AyneXPhUF,0.608,0.785,2.0,-5.992,0.0,0.0891,0.439,0.0,0.0786,0.403,155.458,256600.0,4.0
81,All I Want,All I Want,Susanna Hoffs,['Susanna Hoffs'],53m1rGnPJVtI0zUryVyL9N,0.617,0.559,4.0,-5.738,1.0,0.0269,0.0359,0.0,0.141,0.664,111.747,198373.0,4.0
82,I Luv U Baby,I Luv U Baby - Edit,The Original,"['The Original', 'Walter Taieb']",0g9OCw6sY9ZLRA5KxRkcIQ,0.691,0.832,8.0,-6.403,1.0,0.0328,0.104,7.91e-06,0.267,0.899,126.827,213000.0,4.0
83,Da' Dip,Da' Dip,Freak Nasty,['Freak Nasty'],76YDsWGWezclVy9Z6sDGhf,0.953,0.428,8.0,-17.199,1.0,0.298,0.0079,0.0302,0.224,0.723,131.737,237000.0,4.0
84,One And One,,Robert Miles Featuring Maria Nayler,,,,,,,,,,,,,,,
85,"That Thing You Do! (From ""That Thing You Do!"")",,The Wonders,,,,,,,,,,,,,,,
86,"What's Love Got To Do With It (From ""Supercop"")",,Warren G Featuring Adina Howard,,,,,,,,,,,,,,,
87,Leavin',Leavin',The Tony Rich Project,['The Tony Rich Project'],1qIDLkxvnYpSrLSwiMaEXJ,0.678,0.406,2.0,-11.528,1.0,0.0436,0.0968,0.0,0.0607,0.503,168.053,224000.0,4.0
88,Dance Into The Light,Dance into the Light - 2016 Remaster,Phil Collins,['Phil Collins'],6JRBGmf5T7QjFQPWTwBdbs,0.612,0.84,7.0,-5.342,1.0,0.0422,0.0252,0.00262,0.042,0.907,87.862,264827.0,3.0
89,Luchini aka (This Is It),Luchini AKA This Is It,Camp Lo,['Camp Lo'],20DcrlNK0NcRknbX4wcEO4,0.721,0.949,6.0,-5.685,1.0,0.278,0.0495,0.0,0.327,0.835,83.028,240093.0,4.0
90,Music Makes Me High,Music Makes Me High,Lost Boyz,['Lost Boyz'],7MAUQy99aM2AutCLYPj2Cb,0.841,0.599,1.0,-3.121,1.0,0.161,0.0029,0.0,0.296,0.56,94.145,270973.0,4.0
91,Get Up,Get Up,Lost Boyz,['Lost Boyz'],3cVdgpyCPWOmJOFc3Zsp6b,0.813,0.572,9.0,-6.469,1.0,0.162,0.0266,0.0,0.0372,0.655,94.825,243760.0,4.0
92,Floatin' On Your Love,,The Isley Brothers Featuring Angela Winbush,,,,,,,,,,,,,,,
93,Let's Get The Mood Right,Let's Get The Mood Right,Johnny Gill,['Johnny Gill'],6Rm7xbB9i6h144squqLeBy,0.537,0.374,4.0,-10.16,1.0,0.0339,0.409,0.0,0.0935,0.372,179.719,315240.0,3.0
94,Lady,Lady,Mista,['Mista'],1UxKOK2zzLz4yi8GCFxM1P,0.578,0.621,7.0,-7.134,1.0,0.155,0.0196,0.0,0.0984,0.514,84.672,221867.0,4.0
95,You Don't Have To Love Me,You Don't Have To Love Me,Monifah,['Monifah'],1FHmZ3jNK06PgJhvZjdtMD,0.628,0.426,5.0,-8.084,0.0,0.0313,0.197,0.0011,0.0919,0.529,185.963,275533.0,3.0
96,You Can Make History (Young Again),You Can Make History (Young Again),Elton John,['Elton John'],2ChvdpARUc5va0hLi51Nmp,0.662,0.724,2.0,-9.109,1.0,0.0276,0.163,0.0129,0.365,0.481,92.274,294240.0,4.0
97,The Sound Of My Tears,The Sound of My Tears,Deborah Cox,['Deborah Cox'],0HxnxjgFTmj1MZYOUj8Sq1,0.704,0.564,4.0,-8.191,1.0,0.0686,0.444,0.00384,0.111,0.338,145.996,291573.0,4.0
98,Birmingham,Birmingham,Amanda Marshall,['Amanda Marshall'],7uq3apmiiLp8WbgcbDZe6X,0.525,0.726,7.0,-8.381,1.0,0.0306,0.04,0.00332,0.0564,0.686,185.513,321067.0,4.0
99,That's How It Is (It's Like That),,Redman Featuring K-Solo,,,,,,,,,,,,,,,
100,,Piensa En Mí,,['Grupo Mojado'],1xKP7GVLY33i5jmx1bB1Kk,0.72,0.538,10.0,-8.874,1.0,0.0455,0.348,0.0,0.0654,0.805,80.096,177040.0,4.0
101,,Becoming X,,['Sneaker Pimps'],5DQ1qkZh5cwRlo9h2RUGqc,0.618,0.673,8.0,-9.824,1.0,0.0442,0.0255,0.375,0.0552,0.288,146.345,255227.0,4.0
102,,"Next To You, Next To Me",,['Shenandoah'],37KWffCdnLyHqvhugCQNM6,0.65,0.712,8.0,-8.25,1.0,0.0253,0.418,2.28e-05,0.04,0.921,94.292,205733.0,4.0
103,,Til I Hear It From You,,['Gin Blossoms'],5TKuf1mxDlHdXcvdIDViUR,0.578,0.764,9.0,-7.997,1.0,0.0294,0.08,0.0,0.291,0.722,124.417,232467.0,4.0
104,,Pedida Y Dada,,['Polo Urias Y Su Maquina Norteña'],48AeVYzpPz2sobeM289m7N,0.708,0.541,10.0,-11.443,1.0,0.0359,0.313,1.86e-06,0.0562,0.832,118.271,218427.0,4.0
105,,Sunny Came Home,,['Shawn Colvin'],4mOxpj82q6n3EO7HBZCelX,0.558,0.579,11.0,-8.05,0.0,0.0324,0.342,0.00831,0.0989,0.403,167.812,264200.0,4.0
106,,I Think I ll Just Stay Here And Drink - Re-Recorded,,['Merle Haggard'],6DmyknyzXRbIKZe3ySDA6Y,0.575,0.399,9.0,-15.716,1.0,0.0369,0.0815,0.07,0.16,0.759,87.896,230994.0,4.0
107,,Bulls On Parade,,['Rage Against The Machine'],0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5.0,-7.291,1.0,0.184,0.0124,0.0601,0.424,0.572,166.367,229467.0,4.0
108,,Paradies,,['Die Toten Hosen'],3C4v81GtU9EbxKpF1EHump,0.628,0.787,9.0,-3.423,0.0,0.0675,0.0201,4.4e-05,0.244,0.263,132.744,248293.0,4.0
109,,Trippin' on a Hole in a Paper Heart,,['Stone Temple Pilots'],2gdtLnVGGg80Kj9GiqP0vH,0.47,0.989,7.0,-3.857,1.0,0.0632,0.000386,0.00161,0.157,0.446,106.479,175920.0,4.0
110,,Untitled - Bonus Track,,['E.X.P.'],2tMateuOvq7QcF2QfU6ly4,0.177,0.18,4.0,-19.201,0.0,0.0447,0.766,0.831,0.113,0.0662,168.43,285213.0,3.0
111,,Mia,,['Eddie Santiago'],3x4oECarDKCZxecqOYis52,0.655,0.714,2.0,-6.996,1.0,0.0466,0.495,6.4e-06,0.0893,0.942,158.949,283200.0,4.0
112,,Only You (feat. The Notorious B.I.G.) - Radio Mix,,"['112', 'The Notorious B.I.G.']",7jg3Irt0hqnss3HvaPP2D2,0.778,0.644,8.0,-7.6,1.0,0.0532,0.145,0.0,0.112,0.846,96.025,260427.0,4.0
113,,Black Jesus (feat. Raekwon & U-God),,"['Ghostface Killah', 'Raekwon', 'U-God']",5cp1zExaczImJhiYLfrLgo,0.738,0.564,9.0,-9.148,0.0,0.301,0.356,0.0,0.76,0.501,97.988,277240.0,4.0
114,,Burden In My Hand,,['Soundgarden'],1iArQTuOzxvrtniGmkyy92,0.319,0.803,10.0,-8.928,1.0,0.0394,0.00534,0.0126,0.177,0.589,183.031,290107.0,4.0
115,,Can't You See (feat. The Notorious B.I.G.),,"['Total', 'The Notorious B.I.G.']",174UISK3l7VRbigEHxEev7,0.744,0.574,8.0,-9.445,0.0,0.0651,0.165,1.27e-05,0.295,0.805,86.278,281880.0,4.0
116,,Hot Like Fire (Timbaland's Groove Mix) (feat. Missy Elliott & Timbaland) - Bonus,,"['Aaliyah', 'Missy Elliott', 'Timbaland']",0AVpYUg9VAvkOqlqfCyn30,0.75,0.641,0.0,-5.165,1.0,0.132,0.177,0.0171,0.127,0.849,82.541,275250.0,4.0
117,,Coco Jamboo,,['Mr. President'],5fRvePkRGdpn2nKacG7I6d,0.832,0.838,1.0,-5.414,0.0,0.0421,0.0791,0.0,0.152,0.965,100.021,218733.0,4.0
118,,"Por Ti (Contains Hidden Tracks ""Fantasy"" And ""Tear""",,['Ella Baila Sola'],4AFIE3W69R8iGXFMfhzI6P,0.53,0.106,0.0,-8.446,1.0,0.0466,0.496,2.98e-05,0.3,0.924,119.245,420693.0,4.0
119,,Have You Ever Really Loved A Woman?,,['Bryan Adams'],32Gf5A7Hr8RdgggXG0Fdks,0.57,0.478,7.0,-10.185,1.0,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,291667.0,3.0
120,,The Destruction Of Xizor's Palace,,"['Joel McNeely', 'Royal Scottish National Orchestra and Chorus']",51YiEik1jCLK5phYUnrJVd,0.196,0.309,5.0,-16.962,0.0,0.0456,0.811,0.726,0.0818,0.0394,144.056,646973.0,4.0
121,,Lluvia,,['Eddie Santiago'],5Ba4YFq13YdsTosd7mwqzi,0.653,0.748,10.0,-7.895,1.0,0.0378,0.503,3.43e-05,0.0787,0.77,165.048,296920.0,4.0
122,,Hang,,['Matchbox Twenty'],4nAk5rTFqrGcoAXLP2ppUl,0.537,0.301,7.0,-12.508,1.0,0.0294,0.631,6.29e-06,0.112,0.25,153.78,227333.0,4.0
123,,Quién Piensa En Ti,,['Mi Banda El Mexicano'],4HwQuM4s5ZtsFcTo9MumnW,0.767,0.775,4.0,-7.92,0.0,0.0303,0.318,0.0,0.277,0.959,145.1,211058.0,4.0
124,,Lift Your Head Up High (And Blow Your Brains Out),,['Bloodhound Gang'],0RYjbDa5u3gwrFL6G6rC6L,0.902,0.969,11.0,-5.96,1.0,0.0471,0.0901,0.00291,0.0101,0.678,120.005,298227.0,4.0
125,,The Distance,,['Cake'],0fsz7tJ7UKXT9hliLfO7aE,0.456,0.752,11.0,-8.121,0.0,0.09,0.0095,0.00145,0.0573,0.897,183.569,179600.0,4.0
126,,Sí Quiero Volver,,['Los Temerarios'],25xeGvjWvTBu8RkEF8kRQr,0.346,0.486,2.0,-6.711,1.0,0.0296,0.0497,0.0,0.0521,0.438,202.391,182453.0,3.0
127,,Claire,,['Jimmy Eat World'],1bCXKWb5TTlhRgdrF3CUzW,0.505,0.738,8.0,-6.27,1.0,0.0308,0.00121,0.00245,0.118,0.255,82.033,219907.0,4.0
128,,When You're Gone,,['The Cranberries'],3EXrtClWmgsM7dw75Mw2M1,0.454,0.524,3.0,-7.128,1.0,0.0267,0.351,4.32e-05,0.0691,0.348,186.762,296200.0,3.0
129,,"No Woman, No Cry",,"['Fugees', 'Wyclef Jean']",5bUVHuzQh5mkvMPjUU074i,0.846,0.326,0.0,-13.909,1.0,0.152,0.0134,3.97e-05,0.28,0.367,88.988,273093.0,4.0
130,,"Caution (Do Not Stop on Tracks) - Live at Fillmore East, February 13-14, 1970",,['Grateful Dead'],4k5AetC80JfZ6mg5XTtZmx,0.474,0.516,9.0,-12.98,1.0,0.0461,0.614,0.0255,0.728,0.469,129.216,864960.0,4.0
131,,"This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)",,"['Babyface', 'LL Cool J', 'Howard Hewett', 'Jody Watley', 'Jeffrey Daniels']",1blZP5x1XQSqQFpTy12rFh,0.887,0.416,1.0,-7.346,1.0,0.0518,0.0295,1.06e-05,0.066,0.761,94.013,239733.0,4.0
132,,Kimberly Austin,,['Porno for Pyros'],2DPdqnEtkbg7Mha4InOLaE,0.482,0.288,9.0,-13.373,1.0,0.0274,0.671,0.000196,0.115,0.549,80.892,192707.0,4.0
133,,Zen Brain,,['Nada Surf'],01VSxK4nwrXJe9lRNIzOoz,0.427,0.457,9.0,-9.787,1.0,0.0297,0.00125,0.000454,0.153,0.333,101.913,268773.0,4.0
134,,Hedonism (Just Because You Feel Good),,['Skunk Anansie'],2qRZm3cGCUPK40j3g0G5cN,0.563,0.536,10.0,-9.488,1.0,0.0286,0.0874,0.000105,0.164,0.312,81.094,207360.0,4.0
135,,In the Mood,,['Glenn Miller'],6dZKWYSx5YBIme4SfpIHJ0,0.645,0.398,8.0,-12.208,1.0,0.11,0.854,0.306,0.0731,0.705,82.768,211587.0,4.0
136,,Episode IV,,['Jimmy Eat World'],3cMD2KzXrBRMaOOarl88U4,0.534,0.705,4.0,-7.06,1.0,0.0304,0.00118,0.258,0.133,0.138,160.068,270373.0,4.0
137,,Viva Agostini,,['Zeke'],0cwUWI60mWT0N0S1me4HwF,0.118,0.995,1.0,-2.069,1.0,0.0979,0.000323,0.0928,0.0761,0.486,194.494,51440.0,3.0
138,,"Jeeps, Lex Coups, Bimaz & Benz",,['Lost Boyz'],02nH7HXbs3i9kdWef9or8E,0.562,0.652,1.0,-9.253,0.0,0.426,0.0103,0.0,0.557,0.545,177.987,272467.0,4.0
