,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
141,,Twilight Zone,,['Golden Earring'],3ztKHejzVoxJRKSZHFFMdJ,0.656,0.756,11.0,-6.516,0.0,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56,478107.0,4.0
142,,Here I Am,,"['Rick Ross', 'Nelly', 'Avery Storm']",67yGTWcR72BZvsrSS2dHST,0.746,0.717,10.0,-5.788,0.0,0.127,0.189,0.0,0.0704,0.475,109.754,209547.0,4.0
143,,What You Got,,"[""Colby O'Donis"", 'Akon']",3MldzywZOH4Uci6bq9noyJ,0.775,0.641,1.0,-6.718,1.0,0.038,0.0327,0.0,0.18,0.305,119.974,243013.0,4.0
144,,Y Las Mariposas,,['Pancho Barraza'],6Evs8xJsQ9Yw0z10XAOd6W,0.699,0.475,5.0,-7.258,1.0,0.0319,0.303,0.0,0.368,0.693,120.834,229160.0,4.0
145,,Xavia,,['The Submarines'],3xfyjTit8pYSYqjXQcoNhl,0.544,0.786,4.0,-6.924,1.0,0.0385,0.0237,0.00616,0.356,0.223,112.998,273867.0,4.0
146,,Dónde Estés Y Con Quién Estés,,['Grupo Bryndis'],5ikhhGlDs14i4Wv9GkVEUX,0.669,0.638,7.0,-9.003,1.0,0.0362,0.132,9.51e-05,0.222,0.702,164.056,216053.0,4.0
147,,I'm So Paid,,"['Akon', 'Lil Wayne', 'Jeezy']",5264rU21ndum3CYYaSGUUm,0.471,0.865,6.0,-4.179,1.0,0.325,0.118,0.0,0.0994,0.516,92.037,263640.0,4.0
148,,Precious Love,,['James Morrison'],31SBMFpLi1x0KNlGenfnQ1,0.42,0.725,0.0,-3.518,1.0,0.038,0.0956,0.0,0.16,0.534,86.428,217373.0,4.0
149,,Wish I Didn't Know Now,,['Toby Keith'],2ycrsWMQXAtp7h2HkT60RV,0.753,0.866,7.0,-3.777,1.0,0.0392,0.521,1.04e-06,0.332,0.848,117.106,207640.0,4.0
150,,put your head on my shoulder x streets - slowed + reverb,,['Safenokk'],3XaGL1FR1hqS4jyyqYeznM,0.609,0.497,5.0,-11.534,1.0,0.04,0.148,0.0331,0.292,0.457,138.874,295779.0,3.0
151,,Street Lights,,['Kanye West'],6j8gTlbhj9KJSeypNcNAS9,0.644,0.487,6.0,-9.654,1.0,0.034,0.0287,0.0166,0.206,0.467,125.528,189907.0,4.0
152,,The Point Of It All,,['Anthony Hamilton'],3be5ey9pSoqLBu6UNtoRCc,0.672,0.457,7.0,-6.716,1.0,0.0781,0.731,2.02e-06,0.118,0.403,117.836,230240.0,4.0
153,,20 Min - Chopped And Screwed,,['Safenokk'],3btODQLBW5q5Axy6TsnFKq,0.733,0.476,0.0,-9.948,1.0,0.214,0.345,0.0,0.128,0.308,96.299,286072.0,4.0
154,,Wait And See,,['Iration'],2CoGg71SqwNgriNkOLClae,0.768,0.684,1.0,-7.826,0.0,0.0381,0.0422,4.8e-05,0.0854,0.964,140.298,234240.0,4.0
155,,Got To Give It Up,,['Marvin Gaye'],4JmZyfkzXWN7pHJsJpN6XP,0.838,0.806,2.0,-9.738,1.0,0.0408,0.213,0.00203,0.354,0.846,123.121,361093.0,4.0
156,,Life is Beautiful,,['Sixx:A.M.'],3AoSuIey90cH9PI8HUoHOQ,0.474,0.895,2.0,-4.443,0.0,0.0628,0.000254,0.000177,0.088,0.399,89.998,215000.0,4.0
157,,Can't Believe It (feat. Lil' Wayne),,"['T-Pain', 'Lil Wayne']",4D2cYdHqk8tu65jUig4OcN,0.649,0.515,10.0,-8.869,0.0,0.0486,0.0018,0.0,0.0773,0.0766,89.828,273827.0,4.0
158,,Plastic Love,,['Mariya Takeuchi'],7rU6Iebxzlvqy5t857bKFq,0.648,0.875,2.0,-5.141,0.0,0.034,0.0747,9.64e-05,0.196,0.857,102.517,294493.0,4.0
159,,If Only (Quartet),,"['Sierra Boggess as Ariel', 'Sean Palmer as Prince Eric', 'Tituss Burgess as Sebastian', 'Norm Lewis as King Triton']",08iT1Hdv5gjPPlvSj7OUTZ,0.347,0.075,9.0,-19.052,1.0,0.0396,0.923,0.0,0.0755,0.226,80.536,295080.0,3.0
160,,Diamond Eyes (Boom-Lay Boom-Lay Boom),,['Shinedown'],1PLMK1ui86iHHG3FM1N7ue,0.516,0.884,2.0,-3.706,0.0,0.0448,0.000254,0.000347,0.0478,0.448,107.96,336113.0,4.0
161,,Disculpe Usted,,"['Sergio Vega ""El Shaka""']",0uYmSZoLXmxBkvsH4jGQRY,0.664,0.498,0.0,-4.555,1.0,0.0661,0.605,0.0,0.089,0.966,156.799,180040.0,3.0
162,,"Harness Your Hopes - BBC Evening Session January 15, 1997",,['Pavement'],2lsI7IAAQHusL72LomFMRw,0.55,0.739,6.0,-6.763,0.0,0.0336,0.014,0.0,0.256,0.888,114.265,162173.0,4.0
163,,You Belong With Me,,['Taylor Swift'],3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6.0,-4.44,1.0,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133.0,4.0
164,,Bartender (Sittin' At A Bar),,"['Rehab', 'Hank Williams, Jr.']",0ME1Lv9K21SHHrwYaClxlG,0.593,0.711,4.0,-3.71,1.0,0.0444,0.179,0.0,0.115,0.629,151.957,219280.0,4.0
165,,Que Te Entregues Hoy,,['Los Dareyes De La Sierra'],731TCVcfTO7hbtlx2lJbJo,0.765,0.522,5.0,-4.411,1.0,0.0512,0.571,0.0,0.107,0.961,88.992,189240.0,4.0
166,,I Don't Care - US Version,,"['Apocalyptica', 'Adam Gontier']",6v33q77HxYqtymxLB7gWmF,0.33,0.734,2.0,-4.972,0.0,0.0416,0.000953,0.0,0.0874,0.256,178.986,221493.0,4.0
167,,Shut Up And Drive,,['Rihanna'],4Tn2llBm1g0UlWctmgPL8Z,0.735,0.826,1.0,-4.902,1.0,0.0349,0.00101,0.129,0.197,0.74,132.964,212280.0,4.0
168,,If You Only Knew,,['Shinedown'],5FuBPXQZyBXvlnra6Bv3SR,0.449,0.956,9.0,-4.011,0.0,0.0398,0.000347,0.0,0.325,0.321,97.011,226640.0,4.0
169,,"Theme From New York, New York - 2008 Remastered",,['Frank Sinatra'],0K2WjMLZYr09LKwurGRYRE,0.312,0.497,2.0,-6.95,1.0,0.0309,0.587,0.0,0.246,0.546,94.311,204907.0,4.0
170,,Independent (feat. Lil' Boosie and Lil' Phat),,"['Webbie', 'Boosie Badazz', 'Lil Phat']",65D95SmygxGCQGiI64eaZf,0.725,0.431,1.0,-5.988,0.0,0.0707,0.00113,0.0,0.14,0.199,174.083,250027.0,4.0
171,,White Horse,,['Taylor Swift'],6wn61Fzx9XMxQmieLpoIhW,0.578,0.34,0.0,-8.027,1.0,0.0264,0.305,0.0,0.104,0.223,92.702,234427.0,4.0
172,,X Factor,,"['Deepak Chopra', 'Adam Plack']",6CtyArcksixRqcHi7rSaoi,0.392,0.0365,9.0,-21.714,0.0,0.0731,0.986,0.00255,0.0913,0.174,77.136,105133.0,4.0
173,,Don't Stop The Music,,['Rihanna'],0ByMNEPAPpOR5H69DVrTNy,0.835,0.669,6.0,-5.582,0.0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080.0,4.0
174,,The Rocky Road To Dublin,,['The High Kings'],2AMHDHBuhSvcEhbv5IVSB1,0.815,0.692,2.0,-7.694,1.0,0.172,0.468,0.0,0.0721,0.72,134.623,196720.0,3.0
175,,Drunken Poet's Dream,,['Hayes Carll'],2fS7XWfRXnje2uUSYCl8us,0.521,0.515,9.0,-6.926,1.0,0.0289,0.478,1.37e-05,0.114,0.51,137.997,208787.0,4.0
176,,Undead,,['Hollywood Undead'],5wBLDkxVvclanSitx5jq8e,0.512,0.943,2.0,-5.185,0.0,0.106,0.0138,0.0,0.261,0.485,163.128,265053.0,4.0
177,,Hey Stephen,,['Taylor Swift'],4WXzzCof26KJLTK5kK53dS,0.841,0.544,6.0,-7.347,1.0,0.0309,0.194,2.48e-06,0.108,0.831,115.994,254307.0,4.0
178,,Kiss Me Thru The Phone,,"['Soulja Boy', 'Sammie']",2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7.0,-3.781,1.0,0.112,0.0185,0.0,0.0677,0.795,149.998,193387.0,4.0
179,,Green Hill Zone (Sonic the Hedgehog),,['The OneUps'],0kXhkaV0l1yF7qho7Ezshs,0.551,0.686,0.0,-6.744,1.0,0.0385,0.301,0.488,0.145,0.696,157.626,253493.0,4.0
180,,The Night,,['Disturbed'],4pADXqX5x76fDS8RmyvgwO,0.448,0.976,0.0,-3.649,1.0,0.0749,0.000426,0.000182,0.0884,0.585,184.076,286000.0,4.0
181,,About a Girl,,['The Academy Is...'],5johpJIVjqU2Ki03DOA7Jr,0.292,0.933,9.0,-4.371,1.0,0.064,0.000221,9.86e-06,0.473,0.296,202.012,210333.0,4.0
182,,Buy Myself A Chance,,['Randy Rogers Band'],1EHNNWLiWe1PJADKEnMvIr,0.729,0.758,4.0,-5.376,1.0,0.0296,0.221,0.0,0.188,0.83,109.539,221627.0,4.0
183,,The Bones of You,,['Elbow'],1lDGx7RWxYoJWiahhd4CsO,0.601,0.749,7.0,-6.019,0.0,0.0486,0.161,0.0,0.318,0.236,117.26,289027.0,4.0
184,,Amazing,,"['Kanye West', 'Jeezy']",0m3Ze0cy8qBHSsV2exAfCw,0.588,0.554,8.0,-8.406,1.0,0.0545,0.216,0.118,0.0619,0.496,146.133,238333.0,4.0
185,,Highway 20 Ride,,['Zac Brown Band'],1XdlLIfwryo38EZ7OzdoEG,0.531,0.403,3.0,-7.195,1.0,0.0338,0.551,1.38e-05,0.105,0.431,76.125,229280.0,4.0
186,,I'd Come for You,,['Nickelback'],1xQZtbipNLyP0e0hihE5F5,0.489,0.748,2.0,-5.488,1.0,0.0311,0.033,0.0,0.144,0.385,147.998,262627.0,4.0
187,,Waking Up In Vegas,,['Katy Perry'],6fvxos1qSHrIgOkKw4dhWS,0.524,0.878,5.0,-3.108,0.0,0.0346,0.0012,0.0,0.098,0.59,130.989,199187.0,4.0
188,,Toes,,['Zac Brown Band'],4S518ci8UY4op0Xyp6Hx6o,0.801,0.759,11.0,-5.398,1.0,0.0378,0.657,0.0,0.0897,0.821,129.971,262773.0,4.0
189,,What Kinda Gone,,['Chris Cagle'],7uPReljrrTaqzDCcx4JHmi,0.494,0.861,5.0,-5.236,1.0,0.0365,0.257,0.0,0.103,0.668,172.052,181613.0,4.0
190,,"I Can't Help Myself (Sugar Pie, Honey Bunch)",,['Four Tops'],3aSWQJcWnnqgwYbAgidvlV,0.686,0.714,0.0,-4.809,1.0,0.0287,0.204,0.0,0.0592,0.964,126.736,163680.0,4.0
191,,She Had the World - Alternate Version,,['Panic! At The Disco'],5u0tZTbEUR43UZhwQyKsW4,0.298,0.242,9.0,-11.849,1.0,0.0309,0.868,0.0,0.0944,0.37,78.489,223453.0,4.0
192,,4 AM - Adam K & Soha Radio Edit,,['Kaskade'],2msQN19UGsrHwN8tA8vInP,0.622,0.694,11.0,-7.572,0.0,0.0389,0.23,0.398,0.105,0.146,126.978,219066.0,3.0
193,,Feel Good Drag,,['Anberlin'],3EuiMoY8lTjAvIqNf8Uyr3,0.49,0.877,5.0,-4.37,0.0,0.0496,0.00437,5.05e-05,0.3,0.546,93.986,187853.0,4.0
194,,「Movement in Green - arrange -」 from FINAL FANTASY X,,['SQUARE ENIX MUSIC'],5J5K3ZobREfPQku5uU38B2,0.445,0.236,4.0,-13.674,0.0,0.0272,0.94,0.911,0.125,0.404,84.972,130133.0,3.0
195,,Rock N Roll Train,,['AC/DC'],4feXJ5IC3avXsVW9WNFSag,0.547,0.931,2.0,-2.356,1.0,0.0615,0.000998,0.0118,0.278,0.697,118.4,261507.0,4.0
196,,Does Your Mother Know - From 'Mamma Mia!' Original Motion Picture Soundtrack,,"['Christine Baranski', 'Philip Michael']",64DxdXTNY58CVu2j5QjCIk,0.74,0.899,9.0,-4.461,1.0,0.0321,0.0259,5.92e-06,0.0373,0.965,133.922,181307.0,4.0
197,,Madeline,,['Tickle Me Pink'],35sFrMX75ZeZmGdrkGuGH8,0.468,0.864,11.0,-3.54,1.0,0.0563,0.014,2.01e-06,0.218,0.397,157.022,218027.0,4.0
198,,A Dustland Fairytale,,['The Killers'],6HDxUR4nMVM69Vz9q1oHIk,0.429,0.841,2.0,-6.501,1.0,0.0553,0.0436,0.0,0.0976,0.33,134.37,225160.0,4.0
199,,"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)",,"['Usher', 'Beyoncé', 'Lil Wayne']",2bppvcuQhuMcJZHtM9So7r,0.623,0.487,1.0,-7.954,1.0,0.113,0.0322,0.0,0.146,0.507,138.893,309040.0,4.0
