,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
10,Talk To Me,Talk to Me,Stevie Nicks,['Stevie Nicks'],0lqNtjLgTJYScspOhJXxtx,0.643,0.712,5.0,-6.385,1.0,0.0266,0.0576,0.00467,0.287,0.636,103.07,250027.0,4.0
11,Sleeping Bag,Sleeping Bag,ZZ Top,['ZZ Top'],1ESuT2y9AKu1zMdxq47qW5,0.62,0.688,7.0,-12.892,1.0,0.0435,0.00181,0.00482,0.0464,0.793,112.122,242333.0,4.0
12,Walk Of Life,Walk of Life,Dire Straits,['Dire Straits'],423o3ZHIaBtGXyhF1uH41a,0.461,0.936,4.0,-6.866,1.0,0.109,0.435,9.13e-05,0.124,0.804,172.404,252467.0,4.0
13,Perfect Way,Perfect Way,Scritti Politti,['Scritti Politti'],6B8o3jaaROfqsvj50xhkfz,0.72,0.64,4.0,-11.882,0.0,0.066,0.104,0.0414,0.353,0.741,104.576,284120.0,4.0
14,Burning Heart,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,['Survivor'],2VN7uPrbryJ7nE2MXX3f9a,0.652,0.609,9.0,-9.684,0.0,0.028,0.298,8.79e-06,0.0573,0.646,98.125,230107.0,4.0
15,My Hometown,My Hometown,Bruce Springsteen,['Bruce Springsteen'],6dahFmHrgncgVJjsI1ws7e,0.652,0.338,9.0,-11.58,1.0,0.0367,0.486,5.9e-05,0.0744,0.392,116.881,279667.0,4.0
16,Love Is The Seventh Wave,Love Is The Seventh Wave,Sting,['Sting'],2tnlTf2pIIYlQtUAo5AbNE,0.55,0.465,7.0,-16.189,1.0,0.0373,0.284,0.0,0.0684,0.872,81.332,212400.0,4.0
17,Emergency,Emergency,Kool & The Gang,['Kool & The Gang'],7qDG0cqLV83tNePOvda4Jm,0.932,0.509,1.0,-14.598,0.0,0.0469,0.0118,0.0081,0.185,0.981,124.586,320840.0,4.0
18,It's Only Love,It's Only Love,Bryan Adams/Tina Turner,"['Bryan Adams', 'Tina Turner']",5xGsNXXTu545MWoeuFfjxT,0.515,0.805,5.0,-4.491,1.0,0.0345,0.00993,1.57e-05,0.419,0.743,101.161,194618.0,4.0
19,I'm Your Man,,Wham!,,,,,,,,,,,,,,,
20,Conga,Conga!,Miami Sound Machine,['Miami Sound Machine'],3FdHgoJbH3DXNtGLh56pFu,0.789,0.656,2.0,-14.825,1.0,0.0474,0.168,0.0409,0.0311,0.865,122.237,254000.0,4.0
21,Go Home,Go Home,Stevie Wonder,['Stevie Wonder'],5zSwmohdHeH2xmrWDFZUZZ,0.75,0.498,7.0,-15.939,0.0,0.0372,0.141,5.61e-05,0.135,0.857,119.238,318040.0,4.0
22,You're A Friend Of Mine,,Clarence Clemons & Jackson Browne,,,,,,,,,,,,,,,
23,Spies Like Us,,Paul McCartney,,,,,,,,,,,,,,,
24,Never,Never - Remastered 2000,Heart,['Heart'],3FElzGeMkc8Xwv882NmRWd,0.6,0.788,10.0,-6.925,0.0,0.0328,0.61,1.27e-06,0.402,0.696,96.25,245667.0,4.0
25,We Built This City,We Built This City,Starship,['Starship'],6OnfBiiSc9RGKiBKKtZXgQ,0.661,0.908,5.0,-4.897,1.0,0.039,0.052,0.0,0.0708,0.656,144.091,296080.0,4.0
26,Goodbye,Goodbye,Night Ranger,['Night Ranger'],50vyUOJM5ncJ6Y5YWZzXvX,0.477,0.496,4.0,-13.522,1.0,0.0262,0.112,0.00222,0.29,0.643,84.137,259373.0,4.0
27,Everybody Dance,Everybody Dance - Single Version,Ta Mara & The Seen,['Ta Mara & The Seen'],2y7UQ4maAhvbOmFXzNLkEz,0.807,0.767,1.0,-9.648,1.0,0.0729,0.0469,0.00434,0.0781,0.745,119.201,235200.0,4.0
28,Object Of My Desire,Object of My Desire,Starpoint,['Starpoint'],63Ql2zSLiBryLRPihaUToK,0.78,0.695,5.0,-10.906,0.0,0.0539,0.0412,0.0036,0.0345,0.887,116.122,306453.0,4.0
29,Sidewalk Talk,,Jellybean Featuring Catherine Buchanan,,,,,,,,,,,,,,,
30,"When The Going Gets Tough, The Tough Get Going","When the Going Gets Tough, The Tough Get Going",Billy Ocean,['Billy Ocean'],5UU5FbITNm5OunvHQdsKME,0.755,0.763,4.0,-6.318,1.0,0.0473,0.405,0.0,0.318,0.932,122.045,248000.0,4.0
31,Sex As A Weapon,Sex As A Weapon,Pat Benatar,['Pat Benatar'],6bhE7I4xF5un9bc5d2YQSA,0.565,0.771,4.0,-11.412,0.0,0.0318,0.0137,0.106,0.324,0.574,126.182,260574.0,4.0
32,Face The Face,Face The Face,Pete Townshend,['Pete Townshend'],2PFOLIT19EDg8J5GSVeVjT,0.701,0.896,0.0,-11.783,0.0,0.047,0.0411,0.0598,0.0473,0.45,102.389,354320.0,4.0
33,Who's Zoomin' Who,Who's Zoomin' Who?,Aretha Franklin,['Aretha Franklin'],2kDMh0Imubeo6BkV1mY7vm,0.788,0.532,8.0,-10.334,1.0,0.0375,0.376,1.63e-06,0.0622,0.841,110.057,284507.0,4.0
34,Wrap Her Up,Wrap Her Up,Elton John,"['Elton John', 'George Michael']",0sIiAyckK90a6KOKhIeGwM,0.67,0.89,2.0,-8.017,1.0,0.0307,0.012,0.0276,0.124,0.895,138.854,381493.0,4.0
35,How Will I Know,How Will I Know,Whitney Houston,['Whitney Houston'],5tdKaKLnC4SgtDZ6RlWeal,0.832,0.544,6.0,-12.697,1.0,0.0442,0.201,0.000139,0.632,0.928,119.49,275533.0,4.0
36,A Love Bizarre,A Love Bizarre,Sheila E.,['Sheila E.'],5R6ol4f8WCUCWNrB7Ymf99,0.768,0.612,1.0,-13.381,1.0,0.0454,0.0217,0.0239,0.0513,0.878,113.798,738053.0,4.0
37,The Sweetest Taboo,The Sweetest Taboo,Sade,['Sade'],0sKfhhj6hYyJIXnTiZV9vf,0.752,0.823,10.0,-9.455,0.0,0.0447,0.128,0.0098,0.303,0.962,91.563,277373.0,4.0
38,Everything In My Heart,Everything In My Heart,Corey Hart,['Corey Hart'],4XlXFUSN9HGw7xiJFeQW5v,0.458,0.559,2.0,-10.325,1.0,0.037,0.43,0.0,0.133,0.604,159.939,293080.0,4.0
39,Lay Your Hands On Me,Lay Your Hands On Me (Album Version),Thompson Twins,['Thompson Twins'],6zjTy8WRsNprVqZOIyS7Kp,0.789,0.796,7.0,-8.785,1.0,0.0337,0.115,0.000101,0.203,0.865,102.846,312640.0,4.0
40,Sun City,Sun City,Artists United Against Apartheid,['Artists United Against Apartheid'],5fIooQsVIVja8kP3ojyAV7,0.63,0.943,7.0,-8.13,0.0,0.0558,0.0146,0.000734,0.299,0.398,115.272,432413.0,4.0
41,Sisters Are Doin' It For Themselves,Sisters Are Doin' It for Themselves - ET Mix,Eurythmics & Aretha Franklin,"['Eurythmics', 'Annie Lennox', 'Dave Stewart', 'Aretha Franklin']",03jdBN8vd1xK38TlvXvCAr,0.676,0.73,5.0,-7.699,1.0,0.0651,0.0331,0.0,0.0552,0.863,133.919,468533.0,4.0
42,The Sun Always Shines on T.V.,The Sun Always Shines on T.V.,a-ha,['a-ha'],0HoaLXRp7jJtdQFunUyUGc,0.494,0.839,9.0,-8.79,0.0,0.0647,0.0534,0.0706,0.253,0.219,126.329,302400.0,4.0
43,Living In America,"Living in America - From ""Rocky IV"" Soundtrack",James Brown,['James Brown'],4Y5yjzs9FFw5qIgfZBd43I,0.754,0.854,0.0,-7.114,1.0,0.0363,0.00148,0.00692,0.0675,0.761,113.908,282840.0,4.0
44,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",,Baltimora,,,,,,,,,,,,,,,
45,Life In A Northern Town,Life in a Northern Town,The Dream Academy,['The Dream Academy'],4m3OS54KWywYhP7WD7z1cg,0.563,0.476,4.0,-13.342,1.0,0.0329,0.265,0.0,0.494,0.432,121.67,259293.0,4.0
46,You Belong To The City,You Belong To The City,Glenn Frey,['Glenn Frey'],0b8eSsBka9epA2J0wnPMax,0.669,0.703,4.0,-5.789,0.0,0.0299,0.06,0.00147,0.0623,0.436,109.48,352760.0,4.0
47,The Big Money,The Big Money,Rush,['Rush'],4f6CJbnASHEtQspSwqoYlr,0.462,0.96,9.0,-5.966,1.0,0.0835,0.129,0.0357,0.142,0.454,145.475,334493.0,4.0
48,Do It For Love,Do It For Love,Sheena Easton,['Sheena Easton'],18oqrmevZgiY87mBYjr0Wj,0.768,0.707,7.0,-12.212,0.0,0.0294,0.166,0.000242,0.292,0.973,116.014,305667.0,4.0
49,Kyrie,Kyrie - Single Version,Mr. Mister,['Mr. Mister'],5BXj1QDRU77J1ngVavG1tI,0.489,0.676,0.0,-8.769,1.0,0.0368,0.287,0.0,0.389,0.622,89.749,256960.0,4.0
50,To Live And Die In L.A.,"To Live And Die In L.A. - From ""To Live And Die In L.A."" Soundtrack",Wang Chung,['Wang Chung'],484UGDCYPabFJ7JqhmU6RN,0.745,0.498,5.0,-12.887,0.0,0.0322,0.183,0.16,0.285,0.763,106.993,293693.0,4.0
51,Silent Running (On Dangerous Ground),,Mike + The Mechanics,,,,,,,,,,,,,,,
52,Go,Don't Let Me Go,Asia,['Asian Doll'],25dwB4fC6b0g4bUu0OLZNI,0.695,0.359,9.0,-14.3,1.0,0.144,0.21,0.0,0.0837,0.279,147.947,173514.0,4.0
53,Digital Display,Digital Display,Ready For The World,['Ready For The World'],7qwZHrDh5uPfyk6yl6Hl7Y,0.703,0.758,11.0,-6.814,0.0,0.0605,0.0371,0.00609,0.301,0.876,130.372,346293.0,4.0
54,Count Me Out,Count Me Out,New Edition,['New Edition'],0XpJaafBTohHGhhdrp83rJ,0.749,0.695,6.0,-11.977,1.0,0.067,0.073,1.44e-06,0.339,0.764,119.608,340493.0,4.0
55,Leader Of The Pack,Leader of the Pack,Twisted Sister,['Twisted Sister'],7eH6DXZt1hWbUWkRV7rade,0.604,0.592,8.0,-13.002,1.0,0.0347,0.0108,1.08e-06,0.194,0.376,127.905,225280.0,4.0
56,Everything Must Change,Everything Must Change,Paul Young,['Paul Young'],7i3UR6Z3IO26idhJo0GovP,0.431,0.669,10.0,-9.95,1.0,0.0462,0.175,0.0,0.233,0.531,155.192,335160.0,4.0
57,Part-Time Lover,Part-Time Lover,Stevie Wonder,['Stevie Wonder'],0Dm43YLUlGdePpSbI1ct8h,0.662,0.624,10.0,-13.606,0.0,0.0417,0.165,0.0,0.0674,0.961,174.513,252560.0,4.0
58,Too Young,Too Young,Jack Wagner,['Jack Wagner'],42W8NXxt46ZWahftrm4mYX,0.543,0.504,0.0,-9.726,0.0,0.0443,0.35,0.0,0.114,0.29,69.839,251133.0,4.0
59,You Are My Lady,You Are My Lady,Freddie Jackson,['Freddie Jackson'],5MPxgVGxq79wcoNKtlRaTf,0.7,0.254,10.0,-16.019,1.0,0.0429,0.46,0.0,0.1,0.408,91.437,284119.0,4.0
60,Miami Vice Theme,"Crockett's Theme - From ""Miami Vice II"" Soundtrack",Jan Hammer,['Jan Hammer'],5489SI8KRm1G9u1OtWUvsx,0.419,0.54,7.0,-11.741,0.0,0.0341,0.0149,0.684,0.117,0.474,191.414,211103.0,4.0
61,He'll Never Love You (Like I Do),,Freddie Jackson,,,,,,,,,,,,,,,
62,Somewhere,Somewhere (feat. Josh Groban),Barbra Streisand,"['Barbra Streisand', 'Josh Groban']",2mMgy7j53y0julP4fNWdNu,0.242,0.263,6.0,-11.182,1.0,0.0328,0.935,0.0047,0.181,0.0515,130.08,245320.0,3.0
63,One Vision,One Vision - Remastered 2011,Queen,['Queen'],0xzhryP1AoHUazYdJ5rj3B,0.46,0.922,2.0,-7.388,1.0,0.264,0.0449,0.000252,0.34,0.328,119.961,311027.0,4.0
64,Sara,Sara,Starship,['Starship'],0HzjKCZmFhwcO2vnnHpj9q,0.642,0.805,10.0,-5.675,1.0,0.0336,0.352,1.02e-06,0.118,0.365,100.273,292800.0,4.0
65,Day By Day,Day By Day,Hooters,['The Hooters'],5tggRH403EhmwsHH1jcdYa,0.445,0.951,2.0,-4.997,1.0,0.063,0.0193,0.0,0.076,0.608,147.641,200493.0,4.0
66,Caravan Of Love,Caravan of Love,"Isley, Jasper, Isley","['Isley, Jasper, Isley']",6IuoGXChH84tF9CT9PCN1h,0.665,0.502,7.0,-11.045,1.0,0.0258,0.586,0.0,0.19,0.81,88.295,341973.0,4.0
67,Love Theme From St. Elmo's Fire (Instrumental),Love Theme from St. Elmo's Fire - Instrumental,David Foster,['David Foster'],65Wspymr1UkFIT0WRyVJnI,0.57,0.404,8.0,-13.761,1.0,0.0361,0.501,0.668,0.104,0.312,125.201,209400.0,4.0
68,Head Over Heels,"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,"['Tears For Fears', 'Dave Bascombe']",5lwQGZYF4BXOzFtXc5zk8q,0.623,0.739,7.0,-8.116,1.0,0.0244,0.338,1.88e-05,0.109,0.642,95.007,257316.0,4.0
69,Can You Feel The Beat,Can You Feel the Beat (with Full Force),Lisa Lisa And Cult Jam With Full Force,"['Lisa Lisa & Cult Jam', 'Full Force']",6ArFGc1tVxYEhmGreRYoAi,0.709,0.855,9.0,-8.498,0.0,0.0734,0.0215,0.00229,0.657,0.728,122.54,410693.0,4.0
70,Everyday,Everyday,James Taylor,['James Taylor'],4fqlTmlufMMWMBWxbLywKl,0.755,0.335,4.0,-16.312,1.0,0.0316,0.491,0.000271,0.0685,0.481,102.583,193960.0,4.0
71,Morning Desire,Morning Desire,Kenny Rogers,['Kenny Rogers'],0jXWmuH5zjZyRFv04yjvHy,0.531,0.648,6.0,-8.302,1.0,0.0577,0.807,0.000205,0.0744,0.772,84.338,245440.0,4.0
72,One Of The Living,One Of The Living - Extended Version,Tina Turner,['Tina Turner'],7wFjrruuRzT6tE82AiBUio,0.711,0.909,5.0,-6.742,0.0,0.0341,0.052,0.00369,0.0717,0.898,111.128,358373.0,4.0
73,Beat's So Lonely,Beat's So Lonely,Charlie Sexton,['Charlie Sexton'],6LQvtsFHnhn28rW4qU8UTB,0.541,0.873,0.0,-11.749,1.0,0.0449,0.034,3.62e-05,0.0608,0.565,156.082,316773.0,4.0
74,Running Up That Hill,Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,['Kate Bush'],29d0nY7TzCoi22XBqDQkiP,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840.0,4.0
75,The Heart Is Not So Smart,,El DeBarge With DeBarge,,,,,,,,,,,,,,,
76,Secret,Secret,Orchestral Manoeuvres In The Dark,['Orchestral Manoeuvres In The Dark'],0WnVjkW8k8Zo37JAI7K8zF,0.717,0.651,9.0,-8.597,1.0,0.0284,0.276,0.00272,0.0488,0.904,114.471,236333.0,4.0
77,Own The Night,,Chaka Khan,,,,,,,,,,,,,,,
78,Be Near Me,Be Near Me,ABC,['ABC'],1l3fRzoUngJr6hSMIT1Hfq,0.719,0.589,5.0,-11.87,1.0,0.0302,0.128,0.1,0.13,0.819,124.685,219827.0,4.0
79,Secret Lovers,Secret Lovers,Atlantic Starr,['Atlantic Starr'],4nKPgKXfFiPW7cNex5oDtt,0.339,0.379,0.0,-15.08,1.0,0.0528,0.653,3.56e-06,0.219,0.429,74.142,330667.0,4.0
80,I Knew The Bride (When She Use To Rock And Roll),,Nick Lowe And His Cowboy Outfit,,,,,,,,,,,,,,,
81,Don't Say No Tonight,,Eugene Wilde,,,,,,,,,,,,,,,
82,Small Town Girl,Small Town Girl,John Cafferty & The Beaver Brown Band,['John Cafferty & the Beaver Brown Band'],1PCZ7jXQ7DC3Iipp6iAmQ0,0.564,0.557,0.0,-9.91,1.0,0.0243,0.407,3.22e-06,0.145,0.887,82.779,262160.0,4.0
83,Dangerous,Dangerous,Loverboy,['Loverboy'],2FtUxAQzfkZF1b7HwYNzZq,0.628,0.673,4.0,-12.029,1.0,0.0326,0.0148,1.29e-06,0.335,0.72,119.266,213573.0,4.0
84,Let's Go All The Way,Let's Go All The Way,Sly Fox,['Sly Fox'],6eLDMmVI7HF7W56cOrJj00,0.633,0.714,5.0,-13.574,1.0,0.0325,0.193,0.000307,0.296,0.865,98.149,239107.0,4.0
85,Stacy,Stacy,Fortune,['Fortune'],6zjZjjgj8pvvRvZhl9AFOI,0.258,0.659,11.0,-5.987,1.0,0.0385,0.0182,0.000248,0.205,0.303,201.208,244587.0,4.0
86,Baby Talk,Baby Talk - Edit,Alisha,['Alisha'],1JYfHi3cPAR8983cL45bLp,0.707,0.932,6.0,-7.538,0.0,0.0511,0.0117,0.0157,0.384,0.835,114.658,338227.0,4.0
87,Good Friends,Good Friends,Joni Mitchell,['Joni Mitchell'],3Fh8qnLTdkWXStJwBpMtq6,0.791,0.648,9.0,-14.258,1.0,0.0365,0.296,4.65e-05,0.0721,0.808,115.896,268293.0,4.0
88,Let Me Down Easy,Let Me Down Easy,Roger Daltrey,['Roger Daltrey'],7E4LQm69dSSClDJXIorJQH,0.578,0.787,9.0,-11.16,1.0,0.0364,0.0217,7.04e-06,0.155,0.6,110.864,247893.0,4.0
89,Tears Are Falling,Tears Are Falling,KISS,['KISS'],1hxt3chzYLAzS4NmSSi5A3,0.535,0.917,1.0,-7.698,1.0,0.0903,0.00332,1.29e-06,0.102,0.266,124.318,235933.0,4.0
90,Strength,Strength,The Alarm,['The Alarm'],0vY5EeV8pIIAcyFdf1iSlc,0.454,0.939,11.0,-4.158,1.0,0.0604,0.0088,0.0,0.132,0.632,152.162,214627.0,4.0
91,Saving All My Love For You,Saving All My Love for You,Whitney Houston,['Whitney Houston'],1lx8ddGT5wCD6W2xmLeRKG,0.636,0.264,6.0,-14.567,0.0,0.0263,0.593,4.22e-05,0.275,0.264,99.304,238467.0,3.0
92,Lovin' Every Minute Of It,Lovin' Every Minute of It,Loverboy,['Loverboy'],7wxRteSKMVVYD570x3D7bx,0.523,0.69,9.0,-13.527,1.0,0.0414,0.21,0.0,0.243,0.845,173.266,213293.0,4.0
93,And She Was,And She Was,Talking Heads,['Talking Heads'],5JwK7v6XhG0YgqDuCgzOy8,0.763,0.629,9.0,-9.947,1.0,0.0322,0.013,0.0585,0.0756,0.973,126.477,219200.0,4.0
94,Freedom,Freedom,The Pointer Sisters,['The Pointer Sisters'],028ULw79ZJsrYJQrIuRW44,0.606,0.672,0.0,-7.749,1.0,0.0356,0.532,1.28e-05,0.12,0.567,140.231,378893.0,4.0
95,Soul Kiss,Soul Kiss,Olivia Newton-John,['Olivia Newton-John'],7GIRz8qmlb2H9aB3r6oslV,0.555,0.536,0.0,-9.227,1.0,0.0366,0.00623,0.00111,0.0719,0.84,206.312,270867.0,4.0
96,Take On Me,Take on Me,a-ha,['a-ha'],2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280.0,4.0
97,Fortress Around Your Heart,Fortress Around Your Heart,Sting,['Sting'],06IsyJksK6vgJX66rU77Ij,0.681,0.476,7.0,-15.447,1.0,0.0294,0.294,6.18e-06,0.079,0.668,120.535,279693.0,4.0
98,Girls Are More Fun,Girls Are More Fun - Single Version,Ray Parker Jr.,['Ray Parker Jr.'],0g9FkoSUdv1R9vm90svsn2,0.721,0.782,11.0,-9.029,0.0,0.0343,0.0369,0.00381,0.0764,0.418,118.972,264467.0,4.0
99,Lonely Ol' Night,Lonely Ol' Night,John Mellencamp,['John Mellencamp'],0TBMx8wWJkwSEVSOJUn21e,0.634,0.886,9.0,-3.988,1.0,0.0329,0.00453,0.00892,0.0397,0.756,126.558,225173.0,4.0
100,,Saturday Love,,"['Cherrelle', ""Alexander O'Neal""]",2CMBjJ59FVIVDTeJvlkJCz,0.782,0.477,11.0,-14.22,1.0,0.0623,0.104,0.000138,0.0629,0.414,115.725,390600.0,4.0
101,,Magic of Love,,['Sheena Easton'],18P11KXLRyd8h54YNRsLIY,0.74,0.537,2.0,-13.24,0.0,0.0298,0.246,0.0,0.0708,0.873,155.955,308067.0,4.0
102,,Murderer,,['Helloween'],0qdq3BV77AUuheCRvckLX5,0.22,0.969,0.0,-6.83,1.0,0.127,0.0003,0.000593,0.242,0.162,154.23,266773.0,4.0
103,,Fisticuffs in Frederick Street,,['Toy Dolls'],6pUmLJujDN7Bm1nzBKsh1F,0.478,0.942,9.0,-5.772,1.0,0.0588,0.00635,0.0,0.185,0.495,92.697,201680.0,4.0
104,,Phantoms of Death,,['Helloween'],53vQaHnfieWNGCq70L0Mpt,0.182,0.976,9.0,-6.502,0.0,0.119,7.19e-06,0.00366,0.0856,0.0957,99.239,395133.0,4.0
105,,Osamu's Theme: KYOKO'S HOUSE,,"['Philip Glass', 'Kronos Quartet', 'Michael Riesman']",2emAke19a5osu3yr1YbJV9,0.193,0.16,0.0,-20.455,0.0,0.0375,0.21,0.457,0.135,0.189,176.246,179573.0,4.0
106,,Nothing's Gonna Change My Love for You,,['George Benson'],0vB4Vd6PtkJSEnWsmqATnZ,0.553,0.614,1.0,-5.098,1.0,0.0306,0.764,0.0,0.0811,0.345,136.628,242679.0,4.0
107,,Don't Come Around Here No More,,['Tom Petty and the Heartbreakers'],3BSoskNONnjn05yRO2tYFX,0.502,0.54,10.0,-15.93,1.0,0.0318,0.00105,0.00849,0.243,0.922,160.531,307333.0,4.0
108,,Appetite - 2007 Remastered Version,,['Prefab Sprout'],77cfjfsqAgEEadv70zcZgK,0.678,0.725,11.0,-8.092,0.0,0.0362,0.074,0.0,0.303,0.535,129.737,239147.0,4.0
109,,War/Fanfare from Rocky IV,,['Vince DiCola'],409WAJPEw4a73vs2c5FIZI,0.381,0.63,1.0,-8.983,0.0,0.0315,0.111,0.436,0.131,0.0575,93.742,355893.0,4.0
110,,Cuando Pase El Temblor - Remasterizado 2007,,['Soda Stereo'],3uMYq07Kj5m564OQwdSCrD,0.652,0.607,0.0,-8.657,1.0,0.0368,0.0314,0.00285,0.0721,0.72,94.089,229160.0,4.0
111,,Jockey Full Of Bourbon,,['Tom Waits'],6PVCcLstrgObm8aw6GsV02,0.686,0.523,11.0,-16.404,1.0,0.0656,0.907,0.794,0.286,0.952,82.94,166040.0,4.0
112,,Dancing in the Street - 2002 Remaster,,"['David Bowie', 'Mick Jagger']",6FnuMo55jNECTDdS1nD5H0,0.6,0.816,4.0,-13.64,1.0,0.0431,0.117,0.0,0.126,0.744,130.99,204787.0,4.0
113,,Voices Carry,,"[""'Til Tuesday""]",0ZYf6N5eBeXStMri0mf3DZ,0.583,0.574,0.0,-9.044,1.0,0.0239,0.0282,2.14e-06,0.114,0.578,104.995,263573.0,4.0
114,,Well I Wonder - 2011 Remaster,,['The Smiths'],3OS4XXm4S42pnESQmtN9MG,0.643,0.59,11.0,-10.843,0.0,0.0284,0.0806,0.00578,0.174,0.818,126.651,239427.0,4.0
115,,Who's Holding Donna Now?,,['DeBarge'],66rdGSb6FMm0neFXxmJdPQ,0.658,0.334,3.0,-14.648,0.0,0.0254,0.423,2.21e-05,0.127,0.647,90.173,267733.0,4.0
116,,Weird Science,,['Oingo Boingo'],03AhYPRQeOqG2j54Tdg94E,0.657,0.826,4.0,-12.339,1.0,0.0358,0.0254,0.00974,0.708,0.685,128.144,368760.0,4.0
117,,Kerosene,,['Big Black'],6tHZNpTqtOy64NMWqxMCjT,0.482,0.978,1.0,-9.463,0.0,0.056,0.00031,0.0146,0.333,0.114,101.95,363907.0,4.0
118,,Florence Is Deaf (But There's No Need to Shout),,['Toy Dolls'],1C0LUbGL9iQcdDoNa5g36b,0.539,0.91,2.0,-5.155,1.0,0.268,0.0252,0.000479,0.223,0.342,146.45,154507.0,3.0
119,,Stars and Stripes of Corruption,,['Dead Kennedys'],3rhwLu0hOLT1SpRV5J4ToF,0.342,0.983,2.0,-5.161,1.0,0.142,0.00172,0.0,0.108,0.434,139.786,385427.0,4.0
120,,Ride the Sky - Remix,,['Helloween'],0eNGwmFaIeEKQgudTcs1rV,0.125,0.89,1.0,-7.875,0.0,0.07,1.33e-05,0.0337,0.0552,0.046,153.264,404307.0,4.0
121,,Who Knows What Love Is?,,['Strawberry Switchblade'],08wxu4y4LukTbWywWtxRYz,0.779,0.486,0.0,-11.719,0.0,0.0382,0.0417,0.00227,0.0947,0.692,112.377,227160.0,4.0
122,,Bastards of Young - 2008 Remaster,,['The Replacements'],0ritgEzDOsxbd2IfYX96S9,0.438,0.916,4.0,-8.318,1.0,0.124,0.00573,1.07e-06,0.334,0.391,143.101,218067.0,4.0
123,,Just Because,,['Johnnie Taylor'],0iOL2YENPUSiTYNWxrkOEo,0.479,0.501,1.0,-5.515,1.0,0.0295,0.286,0.0,0.108,0.226,135.768,259467.0,4.0
124,,Kid Charlemagne,,['Steely Dan'],4jUOzpOBTdmyjEuE1QIZnX,0.537,0.665,0.0,-10.674,1.0,0.058,0.246,0.00984,0.625,0.772,96.644,279307.0,4.0
125,,White Wedding (Parts 1 And 2) - Shotgun Mix / 24-Bit Digitally Remastered 2001,,['Billy Idol'],4OYRJv1tcOEPe38Fwc7y1m,0.672,0.792,9.0,-6.436,1.0,0.0333,0.0175,0.0119,0.313,0.649,146.907,505093.0,4.0
126,,Just Another Day,,['Oingo Boingo'],6w6I3AFRv7tQMmUTgAghUB,0.568,0.771,9.0,-10.715,1.0,0.0399,0.0817,2.11e-05,0.329,0.805,134.099,312467.0,4.0
