,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
33,Take A Picture,Take A Picture,Filter,['Filter'],6q4aoWgTQ8td2AvqQXuFqm,0.541,0.776,2.0,-8.042,1.0,0.0298,0.00147,0.000221,0.178,0.282,98.986,363800.0,4.0
34,Get Gone,Get Gone,Ideal,['Ideal'],0CofintZCm8MhxiOMrauiT,0.702,0.52,10.0,-8.581,1.0,0.0725,0.435,0.0,0.299,0.467,120.005,275173.0,4.0
35,Someday,Someday,Sugar Ray,['Sugar Ray'],6zeDYmP3ARpURvpK29Q09P,0.745,0.682,1.0,-4.39,0.0,0.0287,0.0105,0.0862,0.21,0.938,110.857,242800.0,4.0
36,He Didn't Have To Be,He Didn't Have to Be,Brad Paisley,['Brad Paisley'],1LONTBZZRxDVx4wEvdcCLd,0.476,0.443,9.0,-7.563,1.0,0.0282,0.105,7.97e-06,0.123,0.165,72.888,282227.0,4.0
37,Got Your Money,,Ol' Dirty Bastard Featuring Kelis,,,,,,,,,,,,,,,
38,Shake Your Bon-Bon,Shake Your Bon-Bon,Ricky Martin,['Ricky Martin'],1yKDl9K9lrbIFSpPBzEQtb,0.638,0.937,0.0,-4.642,1.0,0.0444,0.0942,0.0,0.327,0.762,100.03,192333.0,4.0
39,If You Love Me,If You Love Me,Mint Condition,['Mint Condition'],3VZMAx8GdrO73kvTZDD8rU,0.442,0.585,6.0,-6.012,1.0,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720.0,4.0
40,Black Balloon,Black Balloon,Goo Goo Dolls,['The Goo Goo Dolls'],5zmaypMaWb21FUGBxbw8hT,0.339,0.625,1.0,-8.57,1.0,0.028,0.057,0.000102,0.229,0.334,104.68,249533.0,4.0
41,Rhythm Divine,Rhythm Divine,Enrique Iglesias,['Enrique Iglesias'],067sYyLu6IdRP5bCubdSfl,0.622,0.97,9.0,-2.722,0.0,0.156,0.13,0.0,0.188,0.429,102.025,209467.0,4.0
42,Thank God I Found You,,Mariah Carey Featuring Joe & 98 Degrees,,,,,,,,,,,,,,,
43,Satisfy You,,Puff Daddy Featuring R. Kelly,,,,,,,,,,,,,,,
44,Amazed,Amazed,Lonestar,['Lonestar'],6qc34bnVOyqGDPni8H5W0U,0.561,0.543,1.0,-8.498,1.0,0.0324,0.26,0.0,0.124,0.243,139.803,240867.0,4.0
45,What Do You Say,What Do You Say,Reba,['Reba McEntire'],5hc4uC9JxovPgPF3xRHUEV,0.461,0.413,8.0,-12.555,1.0,0.0432,0.141,0.0,0.1,0.368,171.186,209933.0,4.0
46,You Can Do It,,Ice Cube Featuring Mack 10 & Ms. Toi,,,,,,,,,,,,,,,
47,Cowboy Take Me Away,,Dixie Chicks,,,,,,,,,,,,,,,
48,When I Said I Do,When I Said I Do (with Lisa Hartman Black),Clint Black,"['Clint Black', 'Lisa Hartman Black']",6NBaOUmCVpNAaqBDFiJkCn,0.507,0.411,10.0,-8.657,1.0,0.0276,0.308,0.0,0.106,0.184,102.806,268960.0,3.0
49,My Best Friend,My Best Friend,Tim McGraw,['Tim McGraw'],5BeY2wY4rGFD1Q3aXO83Bv,0.444,0.484,9.0,-8.311,1.0,0.0289,0.12,0.0,0.135,0.263,147.715,279867.0,4.0
50,Got To Get It,,Sisqo Featuring Make It Hot,,,,,,,,,,,,,,,
51,All The Small Things,All The Small Things,Blink-182,['blink-182'],2m1hi0nfMR9vdGC8UcrnwU,0.434,0.897,0.0,-4.918,1.0,0.0488,0.0103,0.0,0.612,0.684,148.726,167067.0,4.0
52,This Gift,This Gift,98 Degrees,['98º'],2pl2Fmuzr5H0fjxmaqq5kz,0.606,0.597,0.0,-6.839,1.0,0.0324,0.479,0.0,0.112,0.414,86.95,246933.0,4.0
53,Auld Lang Syne,Auld Lang Syne,Kenny G,['Kenny G'],7h4FywzqhgZrrvpiLDJ2vw,0.16,0.296,0.0,-11.86,1.0,0.0348,0.111,0.847,0.101,0.0388,62.33,293347.0,4.0
54,Angels,Angels,Robbie Williams,['Robbie Williams'],7fH9ZS8gezOtky5bkYHvCN,0.437,0.586,4.0,-6.708,1.0,0.0274,0.151,3.13e-06,0.0996,0.252,150.14,265733.0,4.0
55,Say My Name,Say My Name,Destiny's Child,"[""Destiny's Child""]",7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5.0,-3.525,0.0,0.102,0.273,0.0,0.149,0.734,138.009,271333.0,4.0
56,Pop A Top,Pop a Top,Alan Jackson,['Alan Jackson'],3KIUKvwteP1HFA5UcvvL11,0.699,0.477,2.0,-9.339,1.0,0.031,0.291,0.0,0.164,0.83,118.382,185427.0,4.0
57,Caught Out There,Caught Out There,Kelis,['Kelis'],65o47TFafSLUcHoTmhaaUF,0.848,0.691,7.0,-6.775,1.0,0.093,0.0511,0.0081,0.0723,0.922,92.996,291707.0,4.0
58,15 Minutes,,Marc Nelson,,,,,,,,,,,,,,,
59,Heartbreaker,,Mariah Carey Featuring Jay-Z,,,,,,,,,,,,,,,
60,Higher,Higher,Creed,['Creed'],1ZozJfi8u9cO2Ob8KwiwNT,0.459,0.83,2.0,-6.254,1.0,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,316733.0,4.0
61,Bling Bling,,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",,,,,,,,,,,,,,,
62,Will 2K,,Will Smith Featuring K-Ci,,,,,,,,,,,,,,,
63,Deep Inside,Deep Inside,Mary J. Blige,"['Mary J. Blige', 'Elton John']",5hXIG7ldYtrTPV7Unonr8N,0.762,0.566,0.0,-6.749,1.0,0.0385,0.0341,2.73e-06,0.0779,0.666,129.28,326000.0,4.0
64,All Things Considered,All Things Considered,Yankee Grey,['Yankee Grey'],6UFpbLu6DpxTZzCHlb1A1j,0.656,0.746,8.0,-5.379,1.0,0.0325,0.237,0.0,0.0214,0.96,140.865,159667.0,4.0
65,I Love You,I'm Gonna Love You Through It,Martina McBride,['Martina McBride'],4GwbSrCJFRze2tK4H12Zew,0.431,0.657,5.0,-5.12,1.0,0.0304,0.317,0.0,0.0893,0.259,142.527,227613.0,4.0
66,Sexual (Li Da Di),Sexual (Li Da Di) - Thunderpuss Remix,Amber,"['Amber', 'Thunderpuss']",4jCWcK6PhbnzOCAFJEztUm,0.623,0.898,4.0,-6.604,0.0,0.0309,0.000192,0.303,0.138,0.786,130.993,226227.0,4.0
67,None Of Ur Friends Business,None Of Ur Friends Business,Ginuwine,['Ginuwine'],6t8JpJtI0PgVRSuMDGWZlH,0.83,0.414,9.0,-11.136,0.0,0.197,0.243,0.0,0.627,0.556,99.234,365800.0,4.0
68,Deck The Halls,Deck The Halls,SHeDAISY,['SHeDAISY'],3MAQlKrBxFN5QXR7SqxYQh,0.568,0.828,1.0,-7.123,0.0,0.0403,0.0151,2.05e-05,0.167,0.407,118.836,229773.0,4.0
69,Left & Right,,D'Angelo Featuring Method Man And Redman,,,,,,,,,,,,,,,
70,Smile,Smile,Lonestar,['Lonestar'],1aDoyG4LiKT3o4ZrQK1auW,0.467,0.492,7.0,-8.908,1.0,0.0295,0.234,0.0,0.113,0.156,74.945,213760.0,4.0
71,The Great Beyond,The Great Beyond,R.E.M.,['R.E.M.'],7w57O4o0xCTn9YpKuaPZDd,0.329,0.747,10.0,-6.411,1.0,0.0297,0.125,2.08e-06,0.197,0.177,109.702,307000.0,4.0
72,Bug A Boo,Bug a Boo (H-Town Screwed Mix),Destiny's Child,"[""Destiny's Child""]",3iZizHVmWHdaJbvcU65S6x,0.76,0.718,6.0,-3.087,1.0,0.147,0.00413,7.63e-06,0.18,0.927,104.42,212440.0,4.0
73,Show Me The Meaning Of Being Lonely,Show Me the Meaning of Being Lonely,Backstreet Boys,['Backstreet Boys'],3BsaRV5QIulYz2lV9WWa8T,0.63,0.625,6.0,-5.088,0.0,0.0252,0.231,0.0,0.0765,0.683,167.998,234960.0,4.0
74,We Can't Be Friends,We Can't Be Friends (with R.L.),Deborah Cox With R.L.,"['Deborah Cox', 'R.L.']",5DgfKcbzW0cyEAur0e9N68,0.556,0.436,7.0,-7.906,1.0,0.0335,0.0409,0.0,0.119,0.0799,119.91,281200.0,4.0
75,(You Drive Me) Crazy,(You Drive Me) Crazy,Britney Spears,['Britney Spears'],1DSJNBNhGZCigg9ll5VeZv,0.748,0.939,0.0,-4.288,0.0,0.0341,0.0534,0.0,0.32,0.96,104.001,198067.0,4.0
76,One Night Stand,One Night Stand (feat. LaTocha Scott of Xscape),J-Shin Featuring LaTocha Scott,['J-Shin (Featuring LaTocha Scott of Xscape)'],2DAMyjwmmMDcyPUR0xt5i4,0.897,0.668,1.0,-4.335,1.0,0.327,0.00709,0.0,0.0751,0.685,103.952,202493.0,4.0
77,N 2 Gether Now,,Limp Bizkit Featuring Method Man,,,,,,,,,,,,,,,
78,No More Rain (In This Cloud),No More Rain (In This Cloud),Angie Stone,['Angie Stone'],6mZI2vbLv1UvlclwDQ4uvc,0.698,0.662,7.0,-7.997,0.0,0.0861,0.567,1.44e-06,0.0876,0.815,141.666,283701.0,4.0
79,Home To You,Home to You,John Michael Montgomery,['John Michael Montgomery'],3iR9PLIjOlmi212gyGLPYe,0.646,0.366,5.0,-11.183,1.0,0.0233,0.582,0.000228,0.128,0.272,90.338,209067.0,4.0
80,The Chemicals Between Us,The Chemicals Between Us,Bush,['Bush'],2jOdqw7a9uV1s256FXXR4W,0.512,0.958,7.0,-3.979,1.0,0.16,0.00317,0.0403,0.295,0.39,97.715,217493.0,4.0
81,Tha Block Is Hot,,Lil' Wayne Featuring Juvenile & B.G.,,,,,,,,,,,,,,,
82,Guerrilla Radio,Guerrilla Radio,Rage Against The Machine,['Rage Against The Machine'],1wsRitfRRtWyEapl0q22o8,0.599,0.957,11.0,-5.764,1.0,0.188,0.0129,7.06e-05,0.155,0.489,103.68,206200.0,4.0
83,"Live, Laugh, Love","Live, Laugh, Love",Clay Walker,"['Clay Walker', 'Ed Seay']",3Th5HBAlRZF0oN31ubxHA9,0.647,0.746,2.0,-10.597,1.0,0.0437,0.195,0.0,0.0271,0.946,98.991,246267.0,4.0
84,Notorious B.I.G.,,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,,,,,,,,,,,,,,,
85,She Thinks My Tractor's Sexy,She Thinks My Tractor's Sexy,Kenny Chesney,['Kenny Chesney'],3QV7NYkrmV0Q0IHdFJw9hO,0.689,0.886,10.0,-7.066,0.0,0.0382,0.0664,0.0,0.278,0.906,122.07,248067.0,4.0
86,Larger Than Life,Larger Than Life,Backstreet Boys,['Backstreet Boys'],6sbXGUn9V9ZaLwLdOfpKRE,0.661,0.973,0.0,-2.994,0.0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827.0,4.0
87,There She Goes,There She Goes,Sixpence None The Richer,['Sixpence None The Richer'],43z6scIZU2QcEieMQFAJRG,0.498,0.789,10.0,-5.724,1.0,0.0319,0.000856,5.83e-06,0.104,0.455,120.176,164280.0,4.0
88,The Greatest Romance Ever Sold,The Greatest Romance Ever Sold,Prince,['Prince'],3A8pzjcWgAHry1Ix19z7ip,0.844,0.457,8.0,-6.859,1.0,0.0422,0.37,4.88e-06,0.0768,0.594,90.022,333227.0,4.0
89,The Rockafeller Skank,The Rockafeller Skank,Fatboy Slim,['Fatboy Slim'],7mCQK9YB25WZw1saUjfL4e,0.665,0.991,7.0,-6.725,1.0,0.256,0.0117,0.00392,0.339,0.0676,152.596,413880.0,4.0
90,Give You What You Want (Fa Sure),Give You What You Want (Fa Sure),Chico DeBarge,['Chico DeBarge'],2ZDxfuXmTIRCdXChbtHpW9,0.85,0.675,10.0,-7.915,0.0,0.0442,0.0107,0.0,0.0914,0.816,131.996,280040.0,4.0
91,Music Of My Heart,Music of My Heart (Karaoke Version) - Originally Performed By N Sync & Gloria Estefan,'N Sync & Gloria Estefan,['A Nice Vibe'],5smPCwVq1pp9b9mnhKRxQj,0.671,0.292,1.0,-13.687,0.0,0.0288,0.752,0.00553,0.179,0.187,114.924,261975.0,4.0
92,A Country Boy Can Survive (Y2K Version),,Chad Brock With Hank Williams Jr. & George Jones,,,,,,,,,,,,,,,
93,I Wanna Know,I Wanna Know,Joe,['Joe'],1m2xMsxbtxv21Brome189p,0.725,0.487,8.0,-5.959,0.0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,296693.0,4.0
94,Re-arranged,Re-Arranged,Limp Bizkit,['Limp Bizkit'],6IPJ7LeWIOhxPW8Sq3nIGc,0.527,0.771,11.0,-7.177,1.0,0.0769,0.1,0.0529,0.0612,0.411,104.386,354733.0,4.0
95,L.A. Song,L.a. Song,Beth Hart,['Beth Hart'],7215hi8TSJYPzk2eeI2udu,0.351,0.615,7.0,-7.621,1.0,0.0451,0.206,0.0,0.985,0.337,127.798,271107.0,3.0
96,Gotta Man,Gotta Man,Eve,['Eve'],5GDzpCJAhKjfzMEiXpYdhl,0.8,0.867,5.0,-4.001,0.0,0.133,0.165,0.000352,0.114,0.926,90.53,264733.0,4.0
97,The Quittin' Kind,The Quittin' Kind,Joe Diffie,['Joe Diffie'],4u6U5nwYHok67BBymI9ldh,0.595,0.904,7.0,-4.803,1.0,0.0355,0.03,4.43e-05,0.397,0.6,102.002,207467.0,4.0
98,Steam,Steam,Ty Herndon,['Ty Herndon'],2sPXJCnKyQ1SWjc2JdFnQK,0.676,0.738,6.0,-6.693,1.0,0.0262,0.0497,2.7e-06,0.0784,0.697,101.944,216693.0,4.0
99,NAStradamus,Nastradamus,Nas,['Nas'],5IUceLAshLX0OSTAdSLcPv,0.823,0.62,8.0,-8.002,1.0,0.329,0.000484,0.0,0.494,0.628,90.57,251933.0,4.0
100,,Feelin' So Good (feat. Big Pun & Fat Joe),,"['Jennifer Lopez', 'Big Pun', 'Fat Joe']",1AlvKwk3NBZ8lAt7GC6SiT,0.738,0.84,10.0,-7.995,0.0,0.0606,0.00437,0.00629,0.0807,0.862,107.755,326000.0,4.0
101,,Faded Pictures,,"['Case', 'Joe']",1CAw3ethNuSDPf3E7luSFF,0.705,0.511,6.0,-7.422,0.0,0.202,0.125,1.72e-06,0.153,0.581,82.011,229773.0,4.0
102,,Hey Leonardo (She Likes Me for Me),,['Blessid Union Of Souls'],6xP5TGWu1GBEHjMBmHRbjT,0.611,0.871,1.0,-2.965,1.0,0.0393,0.0384,1.21e-06,0.0965,0.7,103.094,207227.0,4.0
103,,What's My Age Again?,,['blink-182'],4LJhJ6DQS7NwE7UKtvcM52,0.391,0.951,6.0,-7.419,1.0,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360.0,4.0
104,,Static (feat. Sadat X),,"['Kool Keith', 'Sadat X']",1Ht9tqQEZlZQEUXCclApcN,0.802,0.54,1.0,-8.02,0.0,0.335,0.045,2.93e-05,0.098,0.65,171.072,271307.0,4.0
105,,96 Quite Bitter Beings,,['CKY'],7AimHQrOUoUTYbVX87D3Zl,0.458,0.779,3.0,-8.312,0.0,0.0486,0.00184,4.28e-05,0.313,0.729,99.093,201920.0,4.0
106,,Write This Down,,['George Strait'],1TanmIWbaUj5NVwJ3k4XPd,0.729,0.688,3.0,-7.468,1.0,0.0264,0.127,9.44e-06,0.295,0.671,123.867,219600.0,4.0
107,,Y yo que te amo,,['Banda Pequeños Musical'],5an6zLElxCiCAEbeInEqRY,0.744,0.593,9.0,-7.061,1.0,0.0272,0.248,9.92e-06,0.114,0.689,103.205,196348.0,4.0
108,,Me and Mrs. Jones,,['Billy Paul'],5GYcaVfaFBHe2gzA6Oybgj,0.416,0.404,0.0,-14.133,0.0,0.0373,0.479,0.000105,0.056,0.413,100.423,285293.0,1.0
109,,Some X,,"['Ruff Ryders', 'DMX']",6xCSIiahf3syCoY5dxrPbG,0.633,0.905,6.0,-5.546,0.0,0.312,0.0853,0.0,0.27,0.83,176.796,287293.0,4.0
110,,Just A Dog,,['Big Moe'],3hUXBzW8zP2koWrxG5fNeL,0.626,0.668,8.0,-3.763,1.0,0.194,0.482,0.0,0.121,0.793,160.121,253547.0,4.0
111,,5 O'clock (K-Def Remix) [feat. Nonchalant] [Bonus Track],,"['Pete Rock, Marley Marl']",5anZi6BM5SWn6u6wrVYsgy,0.759,0.803,10.0,-6.152,0.0,0.233,0.143,0.0235,0.111,0.789,172.043,263221.0,4.0
112,,Voy a Pintar Mi Raya,,['Banda Arkangel R-15'],0JFOXqd9N6RlMaAFlaaqFw,0.457,0.541,9.0,-8.658,1.0,0.033,0.169,8.5e-06,0.0825,0.264,77.349,226813.0,4.0
113,,Calm Like a Bomb,,['Rage Against The Machine'],1hR0fIFK2qRG3f3RF70pb7,0.315,0.97,7.0,-5.424,1.0,0.483,0.0234,2.03e-06,0.122,0.37,149.749,298893.0,4.0
114,,Our Generation - Contains Hidden Track 'Ole Time Pigeon Farm',,['Marcy Playground'],5ghhFgWsnCiMdKKPd4VC5M,0.577,0.00664,9.0,-9.462,1.0,0.0505,0.246,9.89e-05,0.166,0.247,126.202,493533.0,4.0
115,,Xpander - Edit,,['Sasha'],75653mwqn2ikumvrHuhEKf,0.477,0.995,5.0,-5.121,0.0,0.0532,0.000781,0.902,0.136,0.704,128.098,202027.0,4.0
116,,Una Página Más,,['Ezequiel Peña'],2eVPRDZqjO0sMD32ecDPyP,0.386,0.389,9.0,-5.687,1.0,0.0325,0.573,0.0,0.385,0.676,188.732,161427.0,4.0
117,,We're In This Together,,['Nine Inch Nails'],3aN2V18W3EiW7eg5tHALpF,0.551,0.683,0.0,-7.308,1.0,0.0345,0.000297,0.305,0.105,0.179,100.03,436000.0,4.0
118,,Genie In a Bottle,,['Christina Aguilera'],11mwFrKvLXCbcVGNxffGyP,0.633,0.8,1.0,-6.945,1.0,0.166,0.209,0.000123,0.137,0.913,175.716,217573.0,4.0
119,,Soy Como Quise Ser,,['Ana Gabriel'],4fbkYivlblH2hmA4ezlscp,0.599,0.627,11.0,-6.181,1.0,0.0358,0.245,0.0,0.325,0.307,121.873,205933.0,4.0
120,,Down 4 My N's,,"['Snoop Dogg', 'C-Murder', 'Magic']",14uUTfHIwIp587cz13UI5A,0.831,0.765,6.0,-5.661,0.0,0.273,0.0412,0.0,0.352,0.523,90.995,226800.0,4.0
121,,Tango X.T.C. - Live,,['Joe Hisaishi'],2WjQJbP0aYjc2k5r35bQif,0.184,0.212,7.0,-20.469,0.0,0.0315,0.907,0.797,0.159,0.165,95.687,292800.0,4.0
122,,Dime Si Te Gusto,,['Aventura'],51FH6yUZRNKbGkN3qzyiXK,0.798,0.614,11.0,-7.951,1.0,0.0462,0.501,0.000259,0.275,0.967,147.985,267693.0,4.0
123,,Bonus Track 1,,['Chants From the Holyland- Graz Gregorian Chants School of Austri'],1VQmeoKT8uI2mvHtLTAwHL,0.253,0.213,2.0,-15.264,0.0,0.0407,0.993,6e-05,0.107,0.0387,91.094,184372.0,5.0
124,,Heartbreaker (feat. Da Brat & Missy Elliott),,"['Mariah Carey', 'Da Brat', 'Missy Elliott']",6Q9zbu651WpndktBRgTjVl,0.861,0.666,5.0,-6.492,0.0,0.174,0.226,3.5e-06,0.106,0.648,100.575,272067.0,4.0
125,,Pennies From Heaven - Remastered 1999,,['Louis Prima'],56MXe6hU56xY1PKw1RtZTe,0.666,0.428,8.0,-10.613,1.0,0.114,0.592,0.0,0.0609,0.904,92.543,140933.0,4.0
126,,Deceptacon,,['Le Tigre'],4l0HxP8wm5iWHqo9myvFsm,0.6,0.87,9.0,-3.413,0.0,0.0704,0.0593,0.00635,0.104,0.659,160.502,184687.0,4.0
127,,Pride And Joy,,"['Albert King', 'Stevie Ray Vaughan']",5LNkpie03tsGvZgFxc2R0P,0.522,0.892,9.0,-4.925,1.0,0.172,0.412,0.00176,0.41,0.591,115.658,359267.0,4.0
128,,You'll Be In My Heart,,['Phil Collins'],4Y8vb1uy9IjM2V1hqvrAid,0.568,0.748,8.0,-6.54,1.0,0.0299,0.0626,2.18e-06,0.0947,0.623,96.59,256733.0,4.0
129,,Ken Kaniff - Skit,,"['Eminem', 'Aristotle', 'Mark Bass']",1A6N0uZ1gp5BGU7fv7PUlu,0.78,0.368,5.0,-20.591,1.0,0.897,0.984,0.0,0.689,0.185,108.112,76293.0,5.0
130,,River,,['Out Of Eden'],29rt9rnIUaFvYmw7oJTR9T,0.707,0.836,8.0,-4.945,1.0,0.037,0.0253,0.000865,0.0855,0.901,100.012,249507.0,4.0
131,,Somebody Get My Mom - Bonus Track,,['Bowling For Soup'],3MsLgODD71k395VoIDyov6,0.483,0.947,7.0,-4.916,1.0,0.0638,0.00189,9.51e-06,0.12,0.878,169.903,198040.0,4.0
