,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
11,Swing The Mood,['Jive Bunny and the Mastermixers'],3Aimpqxpvmz7jhJlNnEd5c,0.865,0.512,8.0,-13.376,1.0,0.0521,0.049,0.0173,0.201,0.879,92.512,259573.0,4.0
12,Just Between You and Me,['Lou Gramm'],1fMvhGvNGrumP5MKKDf61e,0.773,0.617,0.0,-10.52,1.0,0.027,0.23,3.65e-05,0.0623,0.905,121.552,296133.0,4.0
13,Free Fallin',['Tom Petty'],5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,256000.0,4.0
14,Love Song,['Tesla'],0vJUdIefT5caKla9H8b1q4,0.354,0.318,2.0,-9.974,1.0,0.034,0.343,0.0389,0.113,0.281,81.854,323360.0,4.0
15,Downtown Train,['Rod Stewart'],5XJzh2c0roCc6GDs8PrILx,0.527,0.584,10.0,-7.965,1.0,0.0314,0.0878,0.000103,0.117,0.271,114.941,279413.0,4.0
16,When the Night Comes,"['Joe Cocker', 'Chris Lord-Alge']",2HM42m9OHA1kEHbB5j7rDk,0.535,0.63,1.0,-9.776,1.0,0.028,0.111,0.000297,0.3,0.454,82.003,288733.0,4.0
17,Two To Make It Right,['Seduction'],6GS6uE1vDmtzxO8GztAR2O,0.772,0.598,7.0,-10.857,0.0,0.0429,0.204,0.00345,0.513,0.717,114.419,282267.0,4.0
18,Living In Sin,['Bon Jovi'],4urd42euwvihhC3j1G8Jt2,0.267,0.793,4.0,-7.12,1.0,0.0415,0.0247,0.0,0.0634,0.526,174.118,279053.0,4.0
19,Oh Father,['Madonna'],5vk7txLRuAjNatZD8OCrf4,0.576,0.268,0.0,-14.313,1.0,0.0294,0.547,5.17e-05,0.118,0.175,115.952,298760.0,3.0
20,Blame It on the Rain,['Milli Vanilli'],0UUpyDCYzkziXJ1TM4awHM,0.758,0.827,4.0,-6.151,0.0,0.0774,0.00326,0.000169,0.0946,0.506,97.515,248533.0,4.0
21,I Remember You,['Skid Row'],4ZpXHlV2vQVfPXUvbDSZ92,0.345,0.531,0.0,-12.708,1.0,0.0305,0.00642,7.28e-06,0.14,0.49,176.302,313693.0,4.0
22,Rock And A Hard Place,['The Rolling Stones'],7aZB40a3Zydggr8wJf1lhO,0.598,0.957,9.0,-4.391,0.0,0.0451,0.00934,5.36e-05,0.0902,0.864,129.082,324493.0,4.0
23,Janie's Got A Gun,['Aerosmith'],5fMwvrqujbQjUxcNPcYrUF,0.633,0.823,5.0,-5.792,1.0,0.0287,0.0516,0.000496,0.188,0.444,115.107,330533.0,4.0
24,I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,,,,,,,,,,,,,,
25,Tender Lover,['Babyface'],00GfGwzlSB8DoA0cDP2Eit,0.743,0.86,5.0,-6.346,1.0,0.0445,0.226,0.000422,0.0513,0.687,102.459,259267.0,4.0
26,Peace In Our Time,['Eddie Money'],4DINaOcmczOIrUwKsNqmew,0.617,0.801,11.0,-7.333,1.0,0.0624,0.366,0.0,0.141,0.402,122.03,301840.0,4.0
27,Love Shack,"[""The B-52's""]",4W4wYHtsrgDiivRASVOINL,0.701,0.803,5.0,-6.786,0.0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680.0,4.0
28,What Kind of Man Would I Be?,['Chicago'],6XvDozCQhTvSutezyoYgB0,0.537,0.707,0.0,-8.104,1.0,0.0269,0.122,0.0,0.181,0.232,88.141,256200.0,4.0
29,Don’t Close Your Eyes (Re-Recorded / Remastered),['Kix'],51NIPObR2BUTz3URTV66A1,0.481,0.7,6.0,-8.749,0.0,0.0342,0.102,0.0806,0.231,0.218,151.281,252633.0,4.0
30,Tell Me Why,['Exposé'],0LuJHeLpbTw1dcXVYgBPyS,0.648,0.894,11.0,-8.889,0.0,0.0679,0.154,0.0,0.151,0.847,99.334,267027.0,4.0
31,Opposites Attract,Paula Abdul (Duet With The Wild Pair),,,,,,,,,,,,,,
32,(It’s Just) The Way That You Love Me - Single Version,['Paula Abdul'],6Vx6TVui8rcatNrlAnUXPz,0.812,0.736,6.0,-9.889,1.0,0.0864,0.0655,0.00216,0.0508,0.833,119.973,241760.0,4.0
33,Was It Nothing At All,['Michael Damian'],3SCeWq0qHsc8i2JxtJPSkd,0.487,0.648,2.0,-5.332,1.0,0.0279,0.0397,0.00072,0.321,0.442,134.95,282665.0,4.0
34,Principal's Office,Young M.C.,,,,,,,,,,,,,,
35,I Come Off / Bust A Move (Live),['Young MC'],6mwftsJLdAtoZSQAbE7X8P,0.498,0.941,8.0,-4.17,0.0,0.18,0.127,0.045,0.872,0.679,118.963,483000.0,4.0
36,Kickstart My Heart,['Mötley Crüe'],7GonnnalI2s19OCQO1J7Tf,0.359,0.981,7.0,-3.622,0.0,0.303,0.00125,0.00236,0.284,0.271,178.98,282653.0,4.0
37,When I See You Smile,['Bad English'],0tKjVEJlX3IZ5L1rEJc5hh,0.495,0.609,7.0,-9.902,1.0,0.0339,0.42,0.0,0.187,0.33,135.671,257440.0,4.0
38,Steamy Windows,['Tina Turner'],3dYmruq1HiKJeOQ8h1OEfz,0.745,0.755,9.0,-7.53,1.0,0.0318,0.0626,0.00659,0.169,0.847,133.771,245133.0,4.0
39,Dangerous,['Roxette'],7LwsqxyIqOCF9vbdHmdIvT,0.712,0.898,4.0,-4.893,1.0,0.0336,0.0485,7.76e-06,0.148,0.961,124.409,228867.0,4.0
40,I Want You,['Shana'],0sdtAStTSLikyTg9PTTyys,0.741,0.81,5.0,-10.751,1.0,0.0524,0.241,0.18,0.0921,0.827,119.629,305773.0,4.0
41,Don't Make Me Over,Sybil,,,,,,,,,,,,,,
42,Nothin' To Hide,['Poco'],6wVq5XSLtGxpsZhbFGaVVr,0.511,0.377,0.0,-11.948,1.0,0.0241,0.312,5.17e-06,0.0531,0.409,95.341,313267.0,3.0
43,Here We Are,['Gloria Estefan'],4asTNYhhrp323lLp81KIKQ,0.694,0.467,9.0,-14.437,1.0,0.0329,0.639,1.61e-05,0.0869,0.63,142.132,289707.0,4.0
44,We Can't Go Wrong,['The Cover Girls'],1DTLJp3baHKyTYZMWD4zgp,0.587,0.409,9.0,-15.075,1.0,0.0279,0.0168,0.0353,0.0458,0.449,143.639,316627.0,4.0
45,Fool for Your Loving - 2009 Remaster,['Whitesnake'],0BdTZNyYnSIDmkqjxSB0ef,0.503,0.943,9.0,-4.951,0.0,0.0403,0.00171,4.1e-05,0.253,0.536,125.861,248547.0,4.0
46,The Last Worthless Evening,['Don Henley'],5xFXOthzXYku3MvAlc5EKg,0.731,0.505,5.0,-11.334,1.0,0.0262,0.212,0.0,0.0409,0.396,99.99,362467.0,4.0
47,No More Lies,Michel'le,,,,,,,,,,,,,,
48,Angelia,['Richard Marx'],2cG2bZy32qIxWVbFrobSQ1,0.54,0.64,8.0,-8.557,1.0,0.0251,0.114,0.000685,0.245,0.523,97.033,317933.0,4.0
49,Me So Horny,The 2 Live Crew,,,,,,,,,,,,,,
50,All or Nothing,['Milli Vanilli'],7sS1P9f8SDyl03hqC1etWU,0.877,0.85,1.0,-13.03,1.0,0.0725,0.0154,0.00369,0.114,0.808,100.733,200600.0,4.0
51,If You Leave Me Now,Jaya,,,,,,,,,,,,,,
52,Price of Love,['Bad English'],56y9EmjGAAejQ6QX9blIGI,0.348,0.444,9.0,-10.001,1.0,0.0288,0.0201,1.23e-05,0.0639,0.241,138.194,286040.0,4.0
53,Woman In Chains,"['Tears For Fears', 'Oleta Adams']",5jmwL2MniQj9ldptIm1h1B,0.434,0.609,5.0,-8.295,1.0,0.0306,0.0232,0.00108,0.0557,0.372,159.994,391000.0,4.0
54,Leave A Light On,['Belinda Carlisle'],6XEoRP3ligos6GnuCkxBkj,0.557,0.824,2.0,-9.053,1.0,0.0524,0.0291,0.0,0.0829,0.549,128.688,277293.0,4.0
55,Everything You Do (You're Sexing Me) (Duet with Kip Winger),['Fiona'],2LBu8ppBl3aenuqUnBxysH,0.604,0.814,1.0,-9.873,1.0,0.0286,0.056,0.0,0.29,0.822,108.766,254173.0,4.0
56,Poison,['Alice Cooper'],5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2.0,-5.509,0.0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,4.0
57,Wait for You,"['Bonham', 'The Jason Bonham Band']",0LdPlZKpROaZMLkR0CBpz2,0.568,0.749,5.0,-11.12,1.0,0.0328,0.0277,0.000113,0.291,0.617,111.968,302067.0,4.0
58,Electric Boogie,['Marcia Griffiths'],1JyaAeaXVFnVv5ikwWQVQ4,0.769,0.898,1.0,-9.347,1.0,0.0355,0.116,0.000648,0.261,0.968,108.141,242773.0,4.0
59,I Live by the Groove,['Paul Carrack'],77LVgYgRJU8LVDcC87otHv,0.682,0.748,9.0,-10.862,0.0,0.036,0.0409,1.3e-05,0.103,0.933,122.847,252373.0,4.0
60,C'mon And Get My Love,D-Mob Introducing Cathy Dennis,,,,,,,,,,,,,,
61,I Will Survive,SaFire,,,,,,,,,,,,,,
62,The Arms Of Orion,Prince With Sheena Easton,,,,,,,,,,,,,,
63,Don't Take It Personal,Jermaine Jackson,,,,,,,,,,,,,,
64,Don't Shut Me Out,Kevin Paige,,,,,,,,,,,,,,
65,The Angel Song,['Great White'],1JxRLFVoFx2f7zumJwRDSw,0.595,0.21,9.0,-17.807,0.0,0.0293,0.685,0.00184,0.0918,0.099,110.415,291067.0,4.0
66,Personal Jesus - Original Single Version,"['Depeche Mode', 'Francois Kevorkian']",1xShPgQbOUa98avWJQFDBY,0.637,0.682,11.0,-11.625,1.0,0.0366,0.0112,0.0234,0.0473,0.714,129.983,224907.0,4.0
67,Over and Over,['Pajama Party'],4mh8QUBjztJtEW6JLmKLwO,0.66,0.794,10.0,-11.203,1.0,0.0334,0.106,0.00445,0.0974,0.835,119.705,365173.0,4.0
68,Here and Now,['Luther Vandross'],042pmCix7CPth3l3X28jl1,0.571,0.285,7.0,-14.453,1.0,0.027,0.528,0.0,0.0853,0.244,74.967,323000.0,4.0
69,Roam,"[""The B-52's""]",5fqcIHU6DhQtFKVO5XSdQs,0.636,0.939,9.0,-5.551,1.0,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,295133.0,4.0
70,Going Home - Edit,['Kenny G'],7klcN1Hjle0xBe2KQsYGxY,0.543,0.257,7.0,-14.322,1.0,0.0246,0.00483,0.359,0.121,0.271,80.056,256507.0,4.0
71,Pretending,['Eric Clapton'],2cu4KvdykqkUOUsHu3NiTD,0.602,0.872,9.0,-6.211,1.0,0.029,0.168,0.000705,0.0545,0.668,98.452,283280.0,4.0
72,Heart,['Neneh Cherry'],7wYlTznyA4pwedDSVZmSfC,0.745,0.645,6.0,-12.039,0.0,0.151,0.133,8.97e-06,0.0556,0.968,101.74,309200.0,4.0
73,Never 2 Much Of U,['DINO'],0El4vsM1m7ef4nMTb0vyrV,0.587,0.396,7.0,-14.701,0.0,0.032,0.102,0.00062,0.307,0.779,81.265,329960.0,4.0
74,Listen To Your Heart,['Roxette'],1qIKynV6YQZgocodkPdCy7,0.539,0.583,1.0,-4.935,0.0,0.0275,0.108,0.0,0.111,0.337,86.063,328093.0,4.0
75,Serious Kinda Girl - Extended Mix,['Christopher Max'],2Y3299bX3dNCgtsXv2DZ67,0.77,0.596,7.0,-12.194,1.0,0.0527,0.0122,0.00311,0.0483,0.93,112.107,281800.0,4.0
76,A Girl Like You,['The Smithereens'],4qz8PpznLcX5AtoUusIiAh,0.657,0.828,1.0,-9.344,1.0,0.0283,0.0892,0.0,0.0575,0.908,123.799,282867.0,4.0
77,Didn't I (Blow Your Mind),New Kids On The Block,,,,,,,,,,,,,,
78,Rock Wit'cha,['Bobby Brown'],7BVMXNnQSswMX8IJeZUb5T,0.685,0.547,11.0,-12.417,0.0,0.0487,0.0306,1.05e-05,0.0694,0.909,77.509,289533.0,4.0
79,Get on Your Feet,['Gloria Estefan'],7awBgmQ3B0YscMXPBwE1gQ,0.724,0.779,9.0,-10.036,1.0,0.037,0.102,0.00152,0.129,0.93,123.934,218133.0,4.0
80,Sometimes She Cries,['Warrant'],0m5RdyFFcOKhut3sGkeWHG,0.442,0.523,11.0,-11.716,1.0,0.0273,0.00254,6.18e-06,0.349,0.654,146.501,283933.0,4.0
81,Lullaby - 2010 Remaster,['The Cure'],4d4oXk7O2lEhZ83ivV93li,0.718,0.557,9.0,-10.679,1.0,0.0328,0.185,0.707,0.055,0.586,94.095,249880.0,4.0
82,Hide Your Heart,['KISS'],47o525G86mLspoGnUCaMd9,0.572,0.846,11.0,-10.081,0.0,0.0617,0.306,1.31e-05,0.169,0.596,122.384,264133.0,4.0
83,Too Hot,['Loverboy'],5Q1Q2GdMdVdXbo4WgJs3Cc,0.506,0.827,4.0,-8.788,0.0,0.0341,0.000214,0.0027,0.0937,0.687,126.815,263867.0,4.0
84,No Myth,['Michael Penn'],4SZozsPsG0vJ2Ti8BGxKsR,0.633,0.795,0.0,-7.617,1.0,0.0319,0.054,8.83e-05,0.34,0.833,103.504,250813.0,4.0
85,Black Velvet,['Alannah Myles'],1KU5EHSz04JhGg3rReGJ0N,0.754,0.366,8.0,-10.07,1.0,0.0312,0.273,9.04e-05,0.106,0.469,91.147,287440.0,4.0
86,Gimme Your Good Lovin',Diving For Pearls,,,,,,,,,,,,,,
87,French Kiss - The Original Underground Mix,"[""Lil' Louis"", 'The World']",7hnqJYCKZFW7vMoykaraZG,0.689,0.505,6.0,-13.846,1.0,0.0867,0.0133,0.818,0.345,0.564,123.948,591733.0,4.0
88,Right And Hype,Abstrac',,,,,,,,,,,,,,
89,I Don't Know,['Michael Morales'],6wKfivQMFI74aq6rxxSqtu,0.593,0.618,10.0,-11.099,1.0,0.034,0.46,0.0,0.121,0.549,97.093,236840.0,4.0
90,Girl I Am Searching for You,['Stevie B'],4VG6a2JFWsX3CMHunLf4nO,0.668,0.761,11.0,-13.509,0.0,0.0462,0.0108,0.000272,0.0679,0.625,119.48,281507.0,4.0
91,Miss You Much,['Janet Jackson'],4r5VaK6H1bq0cTGPMTN97Z,0.702,0.975,6.0,-7.968,0.0,0.0396,0.0305,0.000134,0.165,0.646,115.185,252333.0,4.0
92,I Didn't Mean to Stay All Night,['Starship'],0r3vcHAYvgyK0Yttwz5wOd,0.601,0.857,1.0,-5.944,1.0,0.0267,0.0185,2.13e-05,0.0437,0.719,137.915,290427.0,4.0
93,Foolish Heart,['Sharon Bryant'],7JR5s8DtDZxhVHAqawvo20,0.642,0.419,1.0,-12.609,1.0,0.0316,0.481,0.0,0.0523,0.755,95.6,279840.0,4.0
94,Talk To Myself,['Christopher Williams'],4ywZNNUKItstMw7akcYdKj,0.757,0.726,9.0,-9.318,1.0,0.0553,0.0576,0.0,0.144,0.797,112.796,260093.0,4.0
95,Heat Of The Moment,['After 7'],2Sf6ryueL9oJ1eDE2HfIvJ,0.693,0.733,9.0,-11.365,0.0,0.0467,0.0571,1.05e-06,0.205,0.899,100.191,267067.0,4.0
96,Cover Girl,['New Kids On The Block'],6CCYX0JVy5qYqUvWpCvHXh,0.721,0.765,6.0,-13.036,1.0,0.0345,0.0344,2.83e-06,0.322,0.948,119.95,241840.0,4.0
97,500 Miles,['The Hooters'],4NTVgBIkIO63F7V4cTTDtr,0.534,0.732,7.0,-7.29,0.0,0.0404,0.548,4.91e-05,0.0845,0.67,74.799,262240.0,4.0
98,Back to the Bullet,['Saraya'],0vFOxSmQ2DvSlqeicQFGZO,0.406,0.779,1.0,-8.454,0.0,0.0337,0.0261,2.71e-06,0.115,0.47,106.018,229840.0,4.0
99,Owwww!,Chunky A,,,,,,,,,,,,,,
100,Hey Ladies,['Beastie Boys'],5ulZo7nk3MByXLvja3NCAc,0.949,0.728,1.0,-10.653,1.0,0.211,0.286,0.0,0.0465,0.795,101.718,227773.0,4.0
101,Dancing for Money,['Graham Parker'],6rqpYOmMBYj0L4NQSAfHRO,0.658,0.595,9.0,-11.045,1.0,0.0286,0.0443,8.54e-06,0.119,0.944,126.058,173307.0,4.0
102,"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto","['Antonio Vivaldi', 'Nigel Kennedy', 'English Chamber Orchestra']",2nnXe7n3Vivs7OfQKRsfWD,0.362,0.569,7.0,-15.394,0.0,0.0345,0.876,0.91,0.327,0.746,148.692,173427.0,3.0
103,Don't Wanna Fall in Love,['Jane Child'],6eozUVzr02EXMji1vuxgiP,0.708,0.681,1.0,-11.226,1.0,0.0422,0.0152,3.43e-05,0.0373,0.814,111.574,247840.0,4.0
104,Pet Sematary,['Ramones'],2PN0JeaGtkHrlcmwZFWzBM,0.468,0.825,2.0,-12.853,0.0,0.0365,0.00159,0.000169,0.143,0.661,148.295,210333.0,4.0
105,All In,['King Sun'],5ymuFwQnT0cQJqWXduMpkQ,0.632,0.685,1.0,-14.62,1.0,0.184,0.165,0.0,0.266,0.581,110.007,343987.0,4.0
106,Waiting Room,['Fugazi'],5FFowl1Ve4S5OehL6OywSg,0.616,0.727,1.0,-8.176,0.0,0.0365,0.00401,0.86,0.157,0.54,92.259,173267.0,4.0
107,Sanity - Live Version - Bonus Track,['Phish'],3eiCVzBm23nJby0Q8jcRAs,0.413,0.128,8.0,-21.624,1.0,0.0764,0.764,0.000814,0.884,0.427,101.189,506067.0,4.0
108,Qué Manera De Perder - Versión Mariachi,['Rigo Tovar'],0uKrQs2xE332mO71m8ujIf,0.394,0.325,7.0,-9.612,1.0,0.0333,0.338,0.0,0.469,0.588,121.911,196213.0,3.0
109,That's What I Get,['Nine Inch Nails'],0wVXWYcLv2RHfNAyTwzB7Q,0.66,0.676,0.0,-10.378,1.0,0.0433,0.00965,0.204,0.432,0.336,112.044,270787.0,4.0
110,Jesus Is Real (feat. John P. Kee) - Live,"['The New Life Community Choir', 'John P. Kee']",6kMq92FFhi7q72hg2o3Zre,0.475,0.911,8.0,-6.811,1.0,0.111,0.248,0.0,0.48,0.458,171.448,277107.0,4.0
111,You Got It,['Roy Orbison'],6r20M5DWYdIoCDmDViBxuz,0.649,0.618,9.0,-10.728,1.0,0.0265,0.596,1.46e-06,0.192,0.667,114.688,210267.0,4.0
112,Pretty Little Ditty - Remastered,['Red Hot Chili Peppers'],0VNgwKioO0om8n9R3oBoIj,0.396,0.657,7.0,-7.691,1.0,0.0311,0.026,0.907,0.133,0.245,100.177,187813.0,3.0
113,A Town with an Ocean View,['Joe Hisaishi'],2ZJ28Rm7OXMYJshLtp5uff,0.524,0.345,7.0,-15.659,1.0,0.0261,0.489,0.013,0.342,0.771,106.621,180333.0,4.0
114,Tu Presa Fácil,"[""Los Yonic's""]",61Q38L4Tg7oqocmFEtSuWU,0.754,0.474,5.0,-11.132,1.0,0.0286,0.72,0.0,0.0603,0.78,115.555,242040.0,4.0
115,Dáng Xuân Xưa,['Anh Khoa'],2eDQZJxBj4jYVxySrNYaGK,0.271,0.197,1.0,-13.152,1.0,0.034,0.94,0.00303,0.33,0.137,123.942,248341.0,4.0
116,"Dido And Aeneas, Z.626 / Act 3: ""Thy Hand, Belinda...When I Am Laid In Earth""","['Henry Purcell', 'Anne Sofie von Otter', 'The English Concert', 'Trevor Pinnock']",0XjkjjOvesHHZi6ImXn5y9,0.159,0.0276,11.0,-25.563,0.0,0.0519,0.974,0.0125,0.128,0.0347,174.26,261867.0,5.0
117,Palabra De Honor,['Luis Miguel'],7wDmHqScAkBB8UvRDmD5Fo,0.486,0.663,7.0,-6.28,1.0,0.0346,0.443,0.0,0.0984,0.332,79.901,218952.0,4.0
118,Un Fin De Semana,['Bronco'],6anUlL6fxBVwXpICd4I244,0.434,0.716,5.0,-5.922,1.0,0.0282,0.367,2.59e-06,0.208,0.708,147.184,200533.0,4.0
119,Nuvem de Lágrimas (feat. Chitãozinho & Xororó),"['Fafá de Belém', 'Chitãozinho & Xororó']",3dg5bIZVUsAySwkjKBHsvZ,0.515,0.469,5.0,-9.995,1.0,0.0292,0.551,0.0,0.435,0.652,107.062,255960.0,3.0
120,Higher Ground - Remastered,['Red Hot Chili Peppers'],5arVt2Wg0zbiWwAOZef2Nl,0.476,0.979,4.0,-3.506,0.0,0.132,0.0014,0.00729,0.0944,0.416,140.404,202053.0,4.0
121,Slipping Away - Remastered,['The Rolling Stones'],3s8JGHAZvZKYUPknCIIkJC,0.562,0.762,9.0,-6.06,1.0,0.0256,0.215,1.05e-06,0.421,0.616,101.922,270200.0,4.0
122,The Healer,"['John Lee Hooker', 'Carlos Santana', 'The Santana Band']",3h7tr47MIwSz0i53YzliBg,0.576,0.49,0.0,-14.862,1.0,0.0434,0.381,0.0153,0.0806,0.683,107.937,340293.0,4.0
123,Wave Of Mutilation,['Pixies'],51Z2IzJvLCnZaIpBV0IYRr,0.587,0.811,5.0,-10.824,1.0,0.0328,0.000135,0.472,0.0901,0.75,132.727,123907.0,4.0
124,Going Back To Cali,['LL Cool J'],4Fkr6zTAxsXbG9kG8ISqos,0.916,0.662,9.0,-16.404,0.0,0.605,0.00464,0.00346,0.138,0.406,135.65,249267.0,4.0
125,(You're My One And Only) True Love,['Seduction'],0symbiCfmFvJDJgR6y8gkf,0.659,0.65,10.0,-12.115,0.0,0.05,0.0139,0.0028,0.0625,0.672,104.407,230267.0,4.0
126,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King","['Edvard Grieg', 'Esa-Pekka Salonen']",3VQ7hwiEfaHDl3AySgyaiR,0.436,0.151,11.0,-20.745,0.0,0.0603,0.955,0.793,0.11,0.359,103.777,153267.0,4.0
127,The Batman Theme,['Danny Elfman'],50csT5Qb2qOF7lHdDQ1Sbx,0.201,0.475,11.0,-10.097,0.0,0.0417,0.659,0.916,0.0748,0.0398,73.563,158333.0,3.0
128,Dancing In The End Zone,['Elton John'],2aLIDPBCq47lT0NI2AUblB,0.636,0.876,2.0,-8.041,1.0,0.0294,0.000216,0.339,0.277,0.91,142.028,233333.0,4.0
129,I Never Knew Her Name,['Elton John'],5t9gKY2Y0y3M0bs8J9V2e3,0.607,0.721,10.0,-9.891,1.0,0.0271,0.000483,2.15e-05,0.157,0.683,137.182,208133.0,3.0
130,La Puerta Negra,['Los Tigres Del Norte'],5TueyPDnDMPSRdQd7VYooI,0.698,0.54,4.0,-8.986,1.0,0.0331,0.315,2.25e-06,0.288,0.969,108.101,203587.0,4.0
131,Lovesong - 2010 Remaster,['The Cure'],0X5C4WjQNubRysTkHOubz3,0.611,0.813,9.0,-7.689,0.0,0.0279,0.339,0.898,0.224,0.821,140.112,209573.0,4.0
132,Club At The End Of The Street,['Elton John'],3spWfMlB39jSkstIslYnvG,0.65,0.755,2.0,-9.645,1.0,0.0281,8.12e-05,0.0145,0.326,0.782,124.844,292173.0,4.0
133,I Got It Made,['Special Ed'],68DGiGtJrVcGBeOf5UNpVz,0.816,0.471,10.0,-13.244,0.0,0.291,0.112,0.0,0.117,0.742,95.248,221987.0,4.0
134,Allá En El Kiosko,"['Hëctor Montemayor', 'Banda Movil']",3ht7KRSmyiQv5pSDHqADyG,0.692,0.567,5.0,-8.743,1.0,0.0808,0.586,0.0,0.302,0.892,125.882,130627.0,4.0
135,Monkey Gone to Heaven,['Pixies'],6BT7qiDY4A5tOyklohjQuW,0.654,0.39,6.0,-10.638,0.0,0.0307,0.00418,0.0069,0.271,0.566,116.572,175333.0,4.0
136,More Today Than Yesterday - Single Version,['Spiral Starecase'],1tpqEIXSdWdT3Z9G1VjyIZ,0.681,0.527,7.0,-12.307,1.0,0.0356,0.327,0.0,0.0889,0.842,141.782,169467.0,4.0
137,Here Comes Your Man,['Pixies'],4IvZLDtwBHmBmwgDIUbuwa,0.669,0.795,2.0,-10.865,1.0,0.0285,0.00772,0.0781,0.401,0.882,124.594,201187.0,4.0
138,Fire Woman,['The Cult'],2rbcCco3PrSyMinVJdh61J,0.49,0.854,7.0,-7.489,1.0,0.0407,0.000258,0.000735,0.299,0.443,132.032,307960.0,4.0
139,Mercury Blues,['Alan Jackson'],7JiCaZ93B0hdj3XwFqwn4W,0.538,0.786,7.0,-7.69,1.0,0.0336,0.371,0.00258,0.0517,0.917,172.019,218760.0,4.0
140,Overthrow (Bonus Track),['The Bruisers'],2X2Y7JnNEaarvwjps136gT,0.339,0.86,11.0,-7.679,1.0,0.0845,0.18,0.00573,0.398,0.932,153.935,115000.0,4.0
141,The Race Is On,['Sawyer Brown'],3kg4W7OIAVSNTLjXArK0Kn,0.586,0.527,4.0,-14.327,1.0,0.0526,0.311,0.0,0.116,0.867,179.892,176440.0,4.0
142,Quisiera Detener el Tiempo,['Marisela'],49CM8kXwcyCKAJvWI5jo8Q,0.525,0.331,3.0,-15.059,1.0,0.0432,0.756,2.4e-06,0.0861,0.538,201.674,219267.0,4.0
143,Fruit At The Bottom,['Wendy & Lisa'],0o9c3MGCj44MdSZXyVCfYj,0.701,0.837,2.0,-10.09,1.0,0.0784,0.0573,4.27e-06,0.433,0.645,124.63,274907.0,4.0
144,Zaralmondi - Colombianas,['Enrique De Melchor'],2g7F6mDctEtgtyJi7QMxuT,0.53,0.812,2.0,-6.402,1.0,0.0344,0.59,0.713,0.1,0.767,104.928,231400.0,4.0
145,(What This World Needs Is) A Few More Rednecks,['The Charlie Daniels Band'],0egmXjMeF4XP8HCRP5si1U,0.719,0.572,0.0,-11.463,1.0,0.0365,0.339,0.0,0.301,0.756,100.432,222067.0,4.0
