,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
30,Love U 4 Life,['Jodeci'],02D9uD9WQb834Lb54xCvDS,0.606,0.648,0.0,-7.802,1.0,0.0466,0.349,0.0,0.639,0.646,59.041,290067.0,4.0
31,Dreaming Of You,['Selena'],5EL8hqM8YQJHKKnzGdahly,0.553,0.458,8.0,-10.796,1.0,0.0381,0.325,9.71e-05,0.0583,0.247,165.807,314867.0,4.0
32,Set U Free,['Planet Soul'],3lX3jXOthWEzahVB1JSC2D,0.636,0.645,6.0,-11.64,1.0,0.0873,0.101,1.64e-05,0.0686,0.711,128.43,258933.0,4.0
33,"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,,,,,,,,,,,,,,
34,Carnival,['Natalie Merchant'],4QXhRjZacZ1gZUeL7Ukktw,0.601,0.48,6.0,-11.41,0.0,0.0732,0.2,0.0955,0.0297,0.802,188.214,361107.0,4.0
35,Roll To Me,['Del Amitri'],7LF0YY1gON8rBECsyEs0Wb,0.567,0.821,6.0,-5.894,1.0,0.0371,0.418,0.0,0.108,0.895,150.106,132307.0,4.0
36,No One Else (feat. Da Brat),"['Total', 'Da Brat']",2IOQOWr4P14saZqZlM7k84,0.782,0.515,6.0,-8.215,0.0,0.3,0.185,1.34e-05,0.0577,0.791,182.19,260467.0,4.0
37,Cold Heart - The Blessed Madonna Remix,"['Elton John', 'Dua Lipa', 'The Blessed Madonna']",0AXik9eoKYsfRYzJdS2GXH,0.616,0.892,10.0,-9.967,0.0,0.0371,0.0246,0.662,0.119,0.185,126.023,173175.0,4.0
38,Hook,['Blues Traveler'],27IRo2rYeizhRMDaNVplNM,0.562,0.742,9.0,-6.355,1.0,0.0346,0.0369,1.47e-06,0.102,0.793,165.6,289200.0,4.0
39,The World I Know,['Collective Soul'],1HSVpIU0XU1WuwiBLBWAZd,0.514,0.704,2.0,-4.724,1.0,0.0261,0.0508,0.00214,0.228,0.386,76.972,255467.0,4.0
40,Wonder,['Natalie Merchant'],5Hz6aGrZZizNBoJ6kE6Rqi,0.719,0.739,1.0,-5.577,1.0,0.0419,0.346,0.0102,0.0581,0.603,115.142,266008.0,4.0
41,"Natural One (From ""Kids"")",Folk Implosion,,,,,,,,,,,,,,
42,Run-Around,['Blues Traveler'],500Tkm3vJmVtdUwdCVxCTb,0.629,0.867,7.0,-7.307,1.0,0.0603,0.0865,0.0,0.126,0.876,151.695,279800.0,4.0
43,I'd Lie For You (And That's The Truth),Meat Loaf,,,,,,,,,,,,,,
44,Just Tah Let U Know,['Eazy-E'],6ZZOVqeM7Cvpxjv9zqvFt5,0.736,0.741,8.0,-3.857,0.0,0.292,0.0645,0.0,0.137,0.579,92.65,248867.0,4.0
45,In The Still Of The Nite (I'll Remember),['Boyz II Men'],2tbSiDmrerPi24rEIBwtkh,0.537,0.184,9.0,-15.886,1.0,0.0381,0.792,0.0,0.126,0.217,77.817,169840.0,4.0
46,Nobody Knows,['The Tony Rich Project'],2PsHIonOTmX6bSrzIJSjyS,0.64,0.433,5.0,-9.432,1.0,0.0375,0.509,5.16e-06,0.103,0.25,176.088,306933.0,4.0
47,Waterfalls,['TLC'],6qspW4YKycviDFjHBOaqUY,0.769,0.505,1.0,-7.345,1.0,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,279507.0,4.0
48,December,['Collective Soul'],7GNLvWRG9itrCk0zarYKmQ,0.683,0.645,0.0,-5.707,1.0,0.0272,0.589,0.00432,0.18,0.366,121.995,285000.0,4.0
49,Get Together,"['Big Mountain', 'Tom Lord-Alge']",2gJEYvp4QkpOgpOGj8y5ZD,0.68,0.914,0.0,-7.392,1.0,0.0418,0.0529,0.00493,0.226,0.879,97.055,303133.0,4.0
50,Cell Therapy,['Goodie Mob'],5wvxRlpUTSX9CE52yFZsIY,0.849,0.476,0.0,-10.479,1.0,0.445,0.0965,0.0,0.105,0.48,83.21,277133.0,4.0
51,We Got It,Immature (Featuring Smooth),,,,,,,,,,,,,,
52,Cruisin',D'Angelo,,,,,,,,,,,,,,
53,Danger - Original Mix,['Blahzay Blahzay'],5hHdrN23SMuJkAsoyUcN24,0.723,0.739,0.0,-7.943,1.0,0.401,0.403,0.0,0.365,0.805,177.886,225267.0,4.0
54,"I Like It, I Love It",['Tim McGraw'],3IvcWWehbBcBR4YZxlGM9R,0.643,0.961,0.0,-5.298,1.0,0.0315,0.0196,0.0,0.948,0.96,124.027,205707.0,4.0
55,You Are Not Alone,['Michael Jackson'],3AoeaZs8dFemFJr3JdzOL0,0.651,0.402,11.0,-9.303,1.0,0.028,0.639,7.73e-05,0.0765,0.258,119.873,345600.0,4.0
56,Pretty Girl,['Jon B.'],6AQMkpCxZ2Fu7CM48vDSQt,0.697,0.504,0.0,-9.753,1.0,0.0339,0.349,0.0,0.342,0.618,93.028,257613.0,4.0
57,Where Ever You Are,['Terry Ellis'],2AyRyaIASwwqE7RNVCedss,0.732,0.499,5.0,-6.794,1.0,0.0346,0.52,8.62e-06,0.0842,0.428,134.027,298080.0,4.0
58,Ridin' Low (feat. Darvy Traylor) - Radio Mix,['L.a.d.'],3PT25AfBT85mAQxqwyaLSh,0.699,0.722,5.0,-6.532,1.0,0.0735,0.158,0.000452,0.0523,0.673,197.562,252360.0,4.0
59,Comedown,['Bush'],2ox1STg6AbcEHoHWlFtFwr,0.46,0.81,11.0,-5.008,0.0,0.0557,6.54e-05,0.000189,0.123,0.38,139.671,326667.0,4.0
60,Brokenhearted (feat. Wanya Morris) - Single Version,"['Brandy', 'Wanya Morris']",6AzzMupvtP4u4B8d5OWVUi,0.329,0.517,6.0,-7.178,1.0,0.0353,0.488,0.0,0.0985,0.408,149.758,286493.0,4.0
61,I'll Be There For You/This House Is Not A Home,The Rembrandts,,,,,,,,,,,,,,
62,Let's Play House,Tha Dogg Pound Featuring Michel'le,,,,,,,,,,,,,,
63,East 1999,['Bone Thugs-N-Harmony'],55RXcZ0Mpwt97vj2Angnn1,0.878,0.607,11.0,-9.032,0.0,0.149,0.0748,0.0,0.659,0.735,129.472,261773.0,4.0
64,Do You Sleep?,['Lisa Loeb & Nine Stories'],43RL5EuY4yHXDKIbvtHWJ7,0.643,0.671,1.0,-7.158,0.0,0.0296,0.0383,4.65e-05,0.0496,0.26,90.396,233493.0,4.0
65,I Will Remember You - Live,['Sarah McLachlan'],0xzDbdFFnPz9CiQ0YZMq4K,0.449,0.487,9.0,-9.967,1.0,0.031,0.47,0.000129,0.691,0.389,76.487,213467.0,4.0
66,When Love And Hate Collide,['Def Leppard'],7Bj6xscdWnY8sarktaK19U,0.477,0.564,4.0,-8.582,1.0,0.028,0.0111,0.0,0.221,0.292,67.965,257680.0,4.0
67,Come With Me,['Shai'],09s7AzC1vXpkIBS8xphJgP,0.57,0.32,2.0,-8.965,1.0,0.0323,0.644,0.0,0.244,0.321,183.524,279960.0,3.0
68,Macarena (Bayside Boys Mix),Los Del Rio,,,,,,,,,,,,,,
69,"I Miss You (Come Back Home) (From ""New York Undercover"")",Monifah,,,,,,,,,,,,,,
70,Sexual Healing,['Max-A-Million'],4eeq2yQUeYn8Us9JwPS46y,0.775,0.745,8.0,-7.167,1.0,0.0563,0.0268,0.0,0.27,0.691,99.008,243613.0,4.0
71,Throw Your Hands Up - Treach Version,['L.V.'],5AQXqGCGr4AIKsWDMv18YB,0.849,0.727,9.0,-4.572,0.0,0.0534,0.148,2.17e-05,0.0453,0.7,100.927,230227.0,4.0
72,Hooked on You,['Silk'],7BihQhXm30m7nPFHVAeu7n,0.598,0.56,6.0,-7.401,1.0,0.0278,0.0429,1.2e-05,0.12,0.775,179.529,289933.0,4.0
73,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,Shania Twain,,,,,,,,,,,,,,
74,Hurricane,['The Click'],5qiDen4GXbcZixkS114QXw,0.824,0.48,0.0,-6.745,0.0,0.144,0.178,0.0,0.167,0.724,88.029,261080.0,4.0
75,Incarcerated Scarfaces/Ice Cream,Raekwon,,,,,,,,,,,,,,
76,It Matters to Me,['Faith Hill'],3rXdABev6vQtBCElztIl7m,0.613,0.355,6.0,-8.218,1.0,0.0247,0.567,0.0,0.0909,0.129,135.622,197667.0,4.0
77,Just A Girl,['No Doubt'],5lWRaa0fBxDE5yU91npPq7,0.638,0.906,2.0,-4.824,1.0,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,209200.0,4.0
78,Runnin',['The Pharcyde'],0XgpiStoxq1IJncYlPrvZ5,0.754,0.785,10.0,-8.178,0.0,0.18,0.0287,0.00144,0.319,0.821,94.123,296267.0,4.0
79,Ain't Nuthin' But A She Thing,Salt-N-Pepa,,,,,,,,,,,,,,
80,Boom Boom Boom (Radio Version),['The Outhere Brothers'],3zg4stPJlbNSBPA8HJzLZA,0.723,0.857,7.0,-9.989,1.0,0.241,0.0523,2.66e-05,0.149,0.642,129.87,201893.0,4.0
81,Magic Carpet Ride,The Mighty Dub Katz,,,,,,,,,,,,,,
82,Rosealia,['Better Than Ezra'],2NlX2HYLvnqpD8v1sBOUyK,0.392,0.676,7.0,-11.914,1.0,0.0327,0.00567,0.000111,0.155,0.548,120.926,278973.0,4.0
83,Fast Life (with Nas),"['Kool G Rap', 'Nas']",4TyOdHslAsrWZyXuStT2Ay,0.837,0.774,6.0,-8.707,1.0,0.265,0.0267,0.0,0.365,0.671,91.174,293627.0,4.0
84,Throw Your Set In the Air,['Cypress Hill'],5DLTWfzNkhcIIdNLqoVfxf,0.776,0.731,9.0,-12.264,1.0,0.43,0.0945,0.000274,0.318,0.485,92.394,245800.0,4.0
85,Where Do U Want Me To Put It,['Solo'],2PezcbOknrIxEylhhzedVT,0.782,0.759,8.0,-5.87,1.0,0.0447,0.261,0.0,0.102,0.779,87.01,243667.0,4.0
86,Fu-Gee-La,"['Fugees', 'Ms. Lauryn Hill', 'Wyclef Jean', 'Pras']",1rJM37Dd4OcSJvzI84yCcP,0.681,0.505,1.0,-11.709,1.0,0.138,0.137,0.0,0.234,0.399,89.953,260067.0,4.0
87,A Mover la Colita,"['Artie The 1 Man Party', 'Various Artists']",4eOfIfkwvZhvYEzMT6OI5s,0.846,0.73,11.0,-7.868,0.0,0.0521,0.00122,0.712,0.0591,0.734,130.047,184613.0,4.0
88,Solitude,['Edwin McCain'],6uBuOIQ8IXwahQav3ueeXt,0.601,0.494,9.0,-10.304,1.0,0.0422,0.63,7.47e-06,0.132,0.308,79.976,270747.0,4.0
89,Sentimental,['Deborah Cox'],1W8dIZW0oC716qoaL9NwJH,0.773,0.79,5.0,-8.057,1.0,0.0782,0.193,0.0,0.0356,0.712,88.977,270333.0,4.0
90,We've Got It Goin' On,Backstreet Boys,,,,,,,,,,,,,,
91,Automatic Lover (Call For Love),['Real McCoy'],7CEPvXcCMeCSBrMI72ayLm,0.688,0.98,5.0,-4.862,0.0,0.034,0.0693,0.462,0.16,0.538,132.992,227933.0,4.0
92,"Beware Of My Crew (From ""A Thin Line Between Love And Hate"")",L.B.C. Crew Feat. Tray D & South Sentrell,,,,,,,,,,,,,,
93,Can't Be Really Gone,Tim McGraw,,,,,,,,,,,,,,
94,Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),P.M. Dawn,,,,,,,,,,,,,,
95,"The Riddler (From ""Batman Forever"")",Method Man,,,,,,,,,,,,,,
96,1st of Tha Month,['Bone Thugs-N-Harmony'],1dF5Y2dd7Wm4wZKvVjWBpr,0.729,0.581,5.0,-8.235,0.0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,314680.0,4.0
97,You Put A Move On My Heart,Quincy Jones Introducing Tamia,,,,,,,,,,,,,,
98,East Side Rendezvous,"['Frost', 'A.l.t.', 'Nino Brown']",3GzVpLKf9FHc5SoxhAVPeS,0.798,0.561,4.0,-8.625,0.0,0.147,0.412,0.0,0.0446,0.785,83.971,273400.0,4.0
99,Cold World,Genius/GZA Featuring Inspektah Deck,,,,,,,,,,,,,,
100,XXX's And OOO's (An American Girl),['Trisha Yearwood'],08c3wmdjKSjxTJY9cHSts7,0.711,0.642,0.0,-8.909,1.0,0.0319,0.176,0.0,0.0814,0.762,125.831,167907.0,4.0
101,Underneath the Stars,['Mariah Carey'],1kkbUvmqZiNmWCR9TLd4tO,0.607,0.403,7.0,-11.464,1.0,0.0516,0.587,0.0,0.233,0.484,79.088,213227.0,4.0
102,"Colors of the Wind - From ""Pocahontas"" / Soundtrack Version",['Judy Kuhn'],1OYOLWqKmhkFIx2KC9ek1a,0.272,0.164,1.0,-17.04,1.0,0.046,0.929,0.0011,0.109,0.228,81.551,214400.0,3.0
103,You Win My Love,['Shania Twain'],2lKA9bNdd4kAoeHiufa0aK,0.707,0.802,6.0,-8.943,1.0,0.0352,0.0165,0.0,0.0697,0.947,127.732,265600.0,4.0
104,Alberto Balsalm,['Aphex Twin'],21Phj46KeUHOWyZW9A9b7P,0.792,0.599,3.0,-13.647,1.0,0.141,0.316,0.931,0.111,0.57,93.994,310747.0,4.0
105,Sweet Dreams (Are Made Of This),['Marilyn Manson'],3D0bXrSv7O73vOaGOG8J9c,0.222,0.664,0.0,-5.242,0.0,0.0379,0.0039,0.65,0.239,0.101,186.044,293293.0,4.0
106,Lo Que Yo Tengo,['Jay Pérez'],77YM8eY4U7AKeJSQUc2OqF,0.342,0.623,2.0,-11.222,0.0,0.0326,0.00363,1.7e-05,0.223,0.815,207.865,209827.0,4.0
107,That Ain't My Truck,['Rhett Akins'],7riuy1t0Kt3SRgMtFxX0FR,0.64,0.788,7.0,-9.012,1.0,0.035,0.232,0.0,0.144,0.774,128.961,243107.0,4.0
108,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","['Ludwig van Beethoven', 'Wiener Philharmoniker', 'Carlos Kleiber']",6cUCckpdlqHJ5Ascf2uH2A,0.248,0.298,0.0,-15.661,0.0,0.0395,0.957,0.9,0.0943,0.157,97.853,442000.0,4.0
109,8 Piece Box,['Southern Culture on the Skids'],2hLtmpbVdKDbzwPyyGluCg,0.664,0.782,2.0,-6.184,1.0,0.0327,0.265,0.194,0.0708,0.91,145.473,242507.0,4.0
110,This Is How We Do It,"['Montell Jordan', 'Wino']",1poBO3pO6fkqPYG6n8J5cX,0.775,0.606,0.0,-9.86,1.0,0.12,0.042,0.0,0.523,0.788,103.648,277293.0,4.0
111,Bab's Uvula Who?,['Green Day'],2uARrCX71Zl7JspUN2KuPZ,0.494,0.932,8.0,-4.606,0.0,0.0542,0.000186,4.04e-05,0.0248,0.972,96.215,128200.0,4.0
112,Si Nos Dejan - En Vivo,['Luis Miguel'],7nAvryV9PVCt9PQGPx7I0z,0.501,0.685,5.0,-7.349,1.0,0.0325,0.5,0.0,0.953,0.382,105.468,152173.0,4.0
113,Mellon Collie And The Infinite Sadness - Remastered 2012,['The Smashing Pumpkins'],5LtIsKctHGXbE1M3U6g7qO,0.274,0.0332,6.0,-22.448,1.0,0.0341,0.957,0.771,0.115,0.139,96.934,172920.0,5.0
114,The Road Goes On Forever,['The Highwaymen'],5QvUIQYaDBvssqnxrw1X49,0.714,0.633,2.0,-9.912,1.0,0.046,0.597,1.23e-05,0.0591,0.672,111.583,281400.0,4.0
115,All Or Nothing At All,"['Harry James', 'Frank Sinatra']",4ObsUll5eY9caJrdkauYuj,0.35,0.114,2.0,-15.725,0.0,0.0332,0.984,0.0101,0.285,0.265,113.382,176933.0,4.0
116,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)","['Raekwon', 'Ghostface Killah', 'Method Man', 'Cappadonna']",6SI4JD7iyQ0rrudhCNtMv0,0.683,0.902,1.0,-7.389,0.0,0.291,0.219,0.000761,0.226,0.724,90.447,253227.0,4.0
117,Piece XXIII,['Fereydoun Shahbaziyan'],4rZiydXi8J3BTDRL3Ibx6Z,0.48,0.212,8.0,-18.562,1.0,0.0505,0.915,0.762,0.0953,0.373,134.91,155873.0,3.0
118,X-Static,['Foo Fighters'],7rKm5BfLqxYko007wiamnm,0.322,0.868,3.0,-8.335,1.0,0.0557,3.55e-05,0.899,0.209,0.183,101.545,253493.0,4.0
119,Doctor Zhivago - Prelude and Lara's Theme,['Maurice Jarre'],3NUh5K7K4yrFrnoimTzasd,0.0799,0.0697,5.0,-24.331,1.0,0.0406,0.924,0.817,0.106,0.037,81.25,368507.0,5.0
120,White Trash,['Southern Culture on the Skids'],0vpsfRkHyCIeRQMSJCnuZ9,0.532,0.958,11.0,-5.88,0.0,0.0581,0.000619,0.784,0.299,0.689,129.788,123200.0,4.0
121,Y Las Mariposas,['Joan Sebastian'],1uYRtqTqOw0KIihWtu8lUK,0.616,0.766,4.0,-5.818,1.0,0.027,0.368,0.0,0.321,0.963,128.987,181812.0,4.0
122,Friday,['Ice Cube'],13AvIMuWOBUWGBhWGIHb6N,0.693,0.759,11.0,-4.184,1.0,0.0631,0.0694,4.39e-06,0.154,0.63,186.047,229827.0,4.0
123,"Ravel: Jeux d'eau, M. 30","['Maurice Ravel', 'Moura Lympany']",1HqnUXd1Dc6XBH1yFD9dW5,0.265,0.0733,6.0,-25.176,0.0,0.0398,0.993,0.864,0.169,0.0352,69.852,349733.0,4.0
124,Bonus Track 1,['SQUARE ENIX MUSIC'],7Afb61uW7Fru1NQnYv9AYg,0.652,0.366,11.0,-9.002,1.0,0.0457,0.914,0.589,0.564,0.314,118.078,202093.0,4.0
125,Onward Christian Soldiers - Split Track Format,['Cedarmont Kids'],0wyNNbC0g3IfxnydTLYWha,0.546,0.253,7.0,-11.698,1.0,0.0296,0.686,0.0,0.545,0.808,129.455,159933.0,4.0
126,Before You Walk Out of My Life,['Monica'],6xrvubhznLOcEO3AM6XBN2,0.555,0.41,6.0,-8.308,1.0,0.0431,0.227,0.0,0.13,0.433,169.804,292800.0,4.0
127,Sugar Hill,['AZ'],0lZWjBImx6kNe3WtOA09Xu,0.682,0.647,8.0,-7.332,1.0,0.189,0.000693,5.97e-06,0.0693,0.529,181.86,249760.0,4.0
128,Proteck Ya Neck II the Zoo,['ODB'],3sWWQgNhOEDUGFMqASMcC5,0.745,0.525,11.0,-8.427,0.0,0.205,0.0896,2.19e-05,0.204,0.217,101.709,240240.0,4.0
129,I've Got The World On A String,['Frank Sinatra'],7IUCPpANzL2yY7ippXe09f,0.595,0.333,2.0,-9.985,1.0,0.054,0.738,0.0,0.21,0.533,123.402,131427.0,4.0
130,Who's Gonna Feed Them Hogs - Bonus Track,['Tom T. Hall'],4JcNErLHNLzm6uRm3MZkKB,0.607,0.493,2.0,-15.143,1.0,0.0337,0.571,0.0,0.274,0.887,103.414,156200.0,3.0
131,2 X 4,['Blind Melon'],4jy80oG5ONPMIoO4FrXXJH,0.324,0.728,7.0,-7.529,1.0,0.0331,0.0415,0.00156,0.293,0.712,99.246,240400.0,4.0
132,Ostrich Walk,['Bix Beiderbecke'],52S3Yq3o87V1foc5MBBZKx,0.581,0.443,3.0,-11.788,1.0,0.0409,0.982,0.915,0.126,0.962,96.587,189907.0,4.0
133,Wa Da Da (Everybody's Doin' It Now),['Bix Beiderbecke'],02vQ4x6oMIFnn2aXjfuWm1,0.588,0.416,3.0,-11.973,1.0,0.238,0.989,0.908,0.226,0.964,180.557,182000.0,4.0
134,No Voy A Llorar,['Los Diablitos'],5MWJ8J0jyXtJQcnsB9iykS,0.544,0.823,9.0,-5.464,1.0,0.0554,0.666,0.0,0.0948,0.762,146.983,283600.0,4.0
135,Six Studies in English Folksong,['Gene Pokorny'],48zGG7sIU04eIMHNugQwOc,0.229,0.000995,4.0,-37.664,0.0,0.045,0.992,0.921,0.0802,0.358,72.294,106600.0,3.0
136,"I, Zombie",['White Zombie'],1cERvLjc7iYWgOqmTRQo8j,0.397,0.991,11.0,-6.114,1.0,0.253,2.84e-05,0.642,0.158,0.0535,154.328,211667.0,4.0
137,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante","['Wolfgang Amadeus Mozart', 'Howard Shelley', 'London Mozart Players']",2YarjDYjBJuH63dUIh9OWv,0.194,0.0324,5.0,-28.215,1.0,0.0382,0.982,0.961,0.0916,0.0596,144.13,433800.0,4.0
138,Counting Blue Cars (Tell Me Your Thoughts On God),['Dishwalla'],6B618H5CuCdEzcVs0NKTlt,0.454,0.79,11.0,-4.361,0.0,0.0285,0.00604,3.09e-05,0.225,0.362,100.225,291907.0,4.0
139,Any Man Of Mine,['Shania Twain'],0pdfN7nOHMYmKykzu1cyfm,0.592,0.725,8.0,-8.698,1.0,0.0412,0.207,0.0,0.148,0.784,78.235,246760.0,4.0
140,"Hey Man, Nice Shot - Remastered Version",['Filter'],1IyHPt3b6BrhdMwNyk0VM0,0.48,0.588,2.0,-10.773,1.0,0.0339,0.00213,0.712,0.319,0.305,177.018,314440.0,4.0
141,Shadowboxin',"['GZA', 'Method Man']",7bp5DfkdK1OAvNJ1U4HfDA,0.704,0.642,1.0,-10.11,1.0,0.39,0.00704,1.43e-06,0.161,0.72,92.09,209973.0,4.0
142,Get up on It,['Kut Klose'],0wpIfrGRlt7qeyW44n0A5i,0.662,0.567,2.0,-8.331,0.0,0.0301,0.064,2.18e-05,0.121,0.632,124.787,304960.0,4.0
143,Can't Stop Lovin' You,['Van Halen'],6z3JD6IqVvu6TUBtCfQPbe,0.609,0.912,9.0,-3.324,1.0,0.0338,0.0734,3.1e-06,0.159,0.564,118.035,247467.0,4.0
144,Piece XIII,['Fereydoun Shahbaziyan'],0lwOb3iR2rhGPbOczaQkmq,0.111,0.146,3.0,-15.43,0.0,0.0425,0.986,0.767,0.0791,0.0744,78.071,151745.0,3.0
145,(Nice Dream),['Radiohead'],1tZcw7GtIqviL32bzaKdSo,0.263,0.566,9.0,-11.075,1.0,0.0344,0.163,0.261,0.225,0.375,172.851,233227.0,3.0
146,Cotton Eye Joe - Line Dance Remix,['Rednex'],4DNgnLds0wF7wWoQvQj6La,0.758,0.962,9.0,-3.008,1.0,0.0445,0.00855,0.054,0.0316,0.821,132.597,255053.0,4.0
147,Midnight Radio Track 2,['Bohren & Der Club Of Gore'],1qiZlbb6lAF8qJbS7u4DTH,0.595,0.0395,8.0,-28.544,1.0,0.0437,0.954,0.938,0.11,0.0902,113.421,792000.0,1.0
148,Joyride - Single Version,['Roxette'],3Skwc4sh1QHUGcWrFBFWSF,0.651,0.74,2.0,-6.244,1.0,0.0272,0.0862,0.0,0.142,0.615,102.233,241733.0,4.0
