,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,accuracy,recall,precision
15,1995,0.6508188405797101,0.6411280193236716,5.497584541062802,-8.26246618357488,0.6521739130434783,0.08762367149758454,0.19463679613526572,0.038467298671497584,0.17676884057971015,0.563980193236715,116.75971256038646,257407.59178743963,0.8260505436379667,0.8792102206736354,0.797565531028509
16,1996,0.649516883116883,0.6283462337662338,5.264935064935065,-8.091451948051947,0.6233766233766234,0.0899348051948052,0.21120129137662338,0.03412452612987013,0.1877961038961039,0.5654015584415584,117.27302337662339,263066.0181818182,0.8259740259740259,0.8779352226720649,0.7966022406152866
17,1997,0.6740271604938272,0.6250578271604939,5.392592592592592,-7.922975308641976,0.6345679012345679,0.0904283950617284,0.20214942567901234,0.0468227844691358,0.17474444444444445,0.5792224691358024,118.1463950617284,258955.67407407408,0.828395061728395,0.8985365853658538,0.7885285990073297
18,1998,0.667144495412844,0.6266756880733945,5.139908256880734,-7.622866972477064,0.658256880733945,0.09509862385321101,0.19519364756880733,0.027683128990825683,0.17263188073394498,0.5550408256880733,116.15899770642201,251443.79587155965,0.8429336468129571,0.9038054968287526,0.8068213805186808
19,1999,0.6456666666666666,0.6559051094890511,5.542579075425791,-7.053347931873479,0.6788321167883211,0.08739537712895377,0.1788079587347932,0.02322174221411192,0.17578418491484185,0.5525007299270073,115.24108759124087,246716.8710462287,0.8187922421392889,0.8831591173054587,0.7827003054329741
20,2000,0.6649485294117646,0.6924274509803922,5.181372549019608,-6.445659313725491,0.6348039215686274,0.08953039215686276,0.16092958284313727,0.014484019460784316,0.16577696078431373,0.5768953431372549,116.25144852941176,249519.47794117648,0.8381059921710328,0.8866463414634145,0.8086904196566845
21,2001,0.6549552631578948,0.689251052631579,5.38421052631579,-6.224873684210526,0.6394736842105263,0.10179342105263157,0.17570385368421051,0.01762724971052632,0.1813921052631579,0.5763444736842105,114.61416315789474,244445.3394736842,0.8157894736842106,0.8736842105263157,0.7865405216200595
22,2002,0.6343005050505051,0.7016313131313131,5.277777777777778,-5.913689393939394,0.6136363636363636,0.1103578282828283,0.1645705808333333,0.012483002398989897,0.16735530303030308,0.5720828282828283,117.06955808080808,243879.91666666666,0.8296202531645569,0.8810256410256411,0.7988065382727829
23,2003,0.6372921914357682,0.7025465994962217,5.259445843828716,-5.859513853904282,0.6498740554156172,0.11427380352644836,0.16674102015113346,0.008110430528967255,0.174588161209068,0.5672576826196474,116.05866498740556,243568.0604534005,0.8273892405063291,0.8866666666666665,0.7982393768313812
24,2004,0.6420102827763496,0.7052133676092546,5.254498714652956,-5.773102827763497,0.6632390745501285,0.11288766066838046,0.16189677866323907,0.011649979048843191,0.1804820051413882,0.5693377892030849,118.29359383033419,239457.93316195373,0.8303363303363304,0.8869095816464239,0.7978034340255473
25,2005,0.630323325635104,0.7026235565819862,5.1986143187066975,-5.911757505773672,0.6766743648960739,0.11114688221709007,0.15445025401847576,0.014132969168591223,0.1902496535796767,0.5414672055427251,121.46745727482678,239621.57967667436,0.8383319967923015,0.8841966173361522,0.8107374012709488
26,2006,0.6248012958963284,0.7162313174946005,5.129589632829374,-5.6009308855291575,0.6803455723542117,0.10623066954643628,0.14015481451403888,0.006147575291576674,0.20055658747300217,0.5433161987041037,123.2689676025918,233720.8142548596,0.8207339878447872,0.8855226641998148,0.7881507751196472
27,2007,0.6194625550660793,0.7074947136563877,5.171806167400881,-5.66515859030837,0.6872246696035242,0.09726916299559472,0.15500215462555064,0.01188459784140969,0.18877577092511016,0.5318726872246696,122.67559691629955,233294.24449339206,0.8391941391941392,0.8829951690821257,0.8126032907781398
28,2008,0.5995975855130785,0.715195573440644,4.959758551307847,-5.641790744466801,0.7183098591549296,0.08735392354124749,0.15540587444668008,0.016779396317907445,0.19466659959758553,0.5186859154929577,124.28716700201207,233709.74647887325,0.836,0.848857142857143,0.8322977513904446
29,2009,0.587098696461825,0.7280372439478584,5.415270018621974,-5.320268156424581,0.7281191806331471,0.08021918063314713,0.14622846905027934,0.009098073612662943,0.1989150837988827,0.5088776536312849,127.94671135940408,230017.59031657357,0.8268605053651783,0.8771488469601678,0.7991604491486644
30,2010,0.5933391304347826,0.7206754782608696,5.300869565217392,-5.406914782608696,0.7182608695652174,0.08690747826086957,0.16543312452173914,0.011171144243478261,0.19843321739130437,0.5159375652173913,124.21125913043478,231787.1547826087,0.8304347826086955,0.8780701754385964,0.8034615666736569
31,2011,0.5913727121464226,0.723796173044925,5.316139767054908,-5.411113144758735,0.7054908485856906,0.08741647254575707,0.15940118668885192,0.006172414991680531,0.191769384359401,0.5023678868552413,125.27294342762062,227688.9417637271,0.8452410468319559,0.9117486338797814,0.8057837278440712
32,2012,0.6054217118997911,0.7236363256784969,5.133611691022964,-5.592860125260961,0.6931106471816284,0.08763590814196243,0.14621476668058453,0.009270693402922756,0.19026722338204594,0.5119185803757829,123.67103966597077,230413.51774530273,0.7974342105263157,0.8663563829787234,0.7627327123131037
33,2013,0.6100545454545455,0.6886866666666667,5.028282828282828,-5.8506767676767675,0.7111111111111111,0.09239474747474748,0.15183173737373737,0.011911302585858586,0.19143454545454544,0.49797797979797986,124.18508686868687,234590.96565656565,0.8222222222222223,0.8666530612244898,0.7964903950165235
34,2014,0.6228742004264392,0.6905466950959488,5.257995735607676,-5.891089552238806,0.7142857142857143,0.08275884861407248,0.16886081812366738,0.009793702857142858,0.18663731343283585,0.4970863539445629,122.5505501066098,227830.50746268657,0.8048501487073896,0.8761794634597596,0.7667813473928523
35,2015,0.6349575757575758,0.6670773737373737,5.149494949494949,-6.122937373737375,0.6141414141414141,0.0989630303030303,0.17090096080808082,0.005799367191919192,0.18508626262626263,0.4750933333333333,122.75870505050506,222201.43434343435,0.8131313131313131,0.8708979591836735,0.7811478494580604
36,2016,0.6406730401529637,0.6442418738049713,5.288718929254302,-6.458992351816443,0.6042065009560229,0.11718011472275335,0.1859480936902486,0.006782490267686425,0.18323575525812622,0.46062332695984703,120.81353728489484,224277.08030592735,0.79242673992674,0.8716618287373004,0.7538256842706365
37,2017,0.6755537634408603,0.6220098566308244,5.148745519713262,-6.600786738351254,0.6146953405017921,0.13969175627240144,0.20043137275985665,0.008963625017921148,0.16617974910394265,0.45667329749103946,122.72633691756273,216691.9229390681,0.7768259330759332,0.8563636363636364,0.7414057633350344
38,2018,0.6898288159771755,0.6183309415121255,5.275320970042796,-6.426313837375178,0.609129814550642,0.15186476462196863,0.20569617546362337,0.007977115663338087,0.17804507845934378,0.4436084165477889,123.05296005706134,207876.2310984308,0.7655572441742654,0.8404828973843059,0.7312057783341277
39,2019,0.6788842443729903,0.6187975884244372,5.202572347266881,-6.425633440514469,0.612540192926045,0.14032234726688103,0.23802686816720256,0.010773097845659163,0.17685916398713827,0.4771945337620579,121.49980385852089,197651.70257234728,0.7643806451612903,0.8714541730670764,0.7193507891616547
40,2020,0.6892194199243379,0.617984867591425,5.099621689785624,-6.632875157629257,0.5775535939470365,0.15296670870113493,0.22626401109709962,0.008838414110970996,0.17788928121059266,0.48052181588902904,123.99594325346784,192044.31147540984,0.7796114959000079,0.8752848101265822,0.7359096386214348
41,2021,0.6553124042879019,0.6100102603369066,5.191424196018377,-6.82787595712098,0.6385911179173047,0.14635803981623277,0.23932238284839202,0.006651650826952527,0.17904701378254212,0.4817601837672281,122.47546860643185,196551.79479326186,0.7347617395327319,0.826923076923077,0.6945422016898064
